Note	Frequency (27356 in total)
goddamnit	1
going;	1
gone	1
gone)	1
gp2n3	1
gp3	1
gpb1	1
gr4	1
grab	1
granabi	1
grannies	1
granny	1
grb	1
great	1
greed	1
green/rainbow	1
green>	1
guarantee	1
guarantees	1
guarding	1
guards	1
gue	1
guessing	1
guidance	1
guilt	1
guys	1
gw3	1
gw;	1
gwk	1
gyp	1
gyp5	1
hadn't	1
haha	1
hanabiplus	1
hand)	1
hand>	1
hands	1
happen	1
happened;	1
happy	1
harder	1
hasty	1
hat	1
hav	1
have/draw	1
he'd	1
head	1
hear	1
heart	1
hedges	1
held	1
hell	1
help	1
helps	1
her	1
here's	1
here;	1
hesitate	1
hesitating	1
hey	1
high-sensitivity	1
high-trust	1
higher-priority	1
hints	1
hisssssssss	1
honzas	1
horrible	1
however	1
hrm	1
https://github.com/zamiell/hanabi-conventions/blob/master/reference.md#playing-multiple-1s---the-fresh-1s-rule-part-2	1
hurts	1
hypo	1
i'm..	1
i/y/3	1
i12	1
i235	1
i3)	1
i34	1
i35b5	1
i3g4	1
i4>	1
i5>	1
ibr3	1
id	1
ideally	1
identities	1
identity	1
idfk	1
ignoring	1
illegal	1
im	1
immediately;	1
implicit	1
implied	1
impossible	1
impossible)	1
incite	1
incorrect	1
indeed	1
indicate	1
indicated	1
indicates	1
indistinguishable	1
induction	1
inefficient	1
inexplicable	1
infer	1
inference	1
inferences	1
infinity	1
insanity	1
insisting	1
instead)	1
instructing	1
insufficient	1
intellectual	1
intended	1
intends	1
intent	1
intention	1
intentional	1
intentionally	1
interaction	1
interpret	1
interps	1
it;	1
its	1
jebaited	1
juicy	1
k2(34)	1
k23	1
k234m3	1
k24	1
k2;	1
k34	1
k35	1
k4;	1
keeps	1
keikaku	1
kick	1
kids	1
killing	1
km	1
known?>	1
kp4	1
kr	1
kr3	1
l	1
l2	1
l4	1
lafayette's	1
latest	1
latter	1
lazy	1
leading	1
learn	1
learning	1
leftmost	1
lel	1
lesser	1
level	1
levels	1
lhs	1
libster's	1
lie;	1
lies	1
life	1
liked	1
live	1
load	1
loaded	1
logic	1
lol;	1
lookin	1
looking	1
love	1
loving	1
low-cost	1
lsjfalksdjfklajdsf	1
lying	1
m1>	1
m2;	1
m2y1g4k2	1
m32	1
m345;	1
m3;	1
m3g2	1
m3r4	1
m4(5)	1
m42	1
m45	1
m4;	1
m5>	1
m8	1
made	1
main	1
makin	1
match	1
matching	1
material	1
max	1
meaning	1
medium	1
megagoofed	1
middle	1
min	1
minimize	1
mint	1
miscalculation	1
miscommunicate	1
miscommunication	1
miscounted	1
misguided	1
misinfo	1
misinterpretation	1
misplays	1
misplayyyyyyy	1
misprompt	1
mistake;	1
mistaken	1
mistakes	1
misunderstood	1
mk1	1
mk4	1
modulate	1
modulation	1
monkaomega	1
mostly	1
moves	1
mp1	1
mp5	1
mr	1
mt2	1
n12	1
n2>	1
n35	1
n4?>	1
n5(4)	1
n5>	1
narrowed	1
navy	1
neg	1
nerd	1
ngl	1
nice;	1
nigh	1
nils	1
nmo's	1
nomercy's	1
non-5:	1
non-green-discard	1
non-yellow	1
noncritical	1
nondupe	1
nonononon	1
nonononono	1
nonsense	1
nonsensical	1
noo	1
nooooo	1
not-2-strikes	1
noted	1
notlikethis	1
now)	1
nowadays	1
o	1
o(m)4	1
o34p4m4t3n4	1
o3;	1
o4?>	1
obligation	1
of_	1
off-chop	1
offchop	1
og	1
og1	1
og3	1
og4	1
og5	1
omega	1
on1	1
on2	1
one-away	1
onto	1
ooh	1
ooo	1
oooooooookay	1
opc	1
opener;	1
opm23	1
optimal	1
optional	1
order'	1
ordering	1
original	1
others	1
ought	1
overall	1
overall>	1
override	1
overrides	1
p(g)	1
p(m)5	1
p/2	1
p123	1
p14	1
p1>	1
p1>?	1
p234	1
p234(5)	1
p2;	1
p2gn3	1
p3(2	1
p3(m2)	1
p32	1
p34;	1
p35	1
p3g5>	1
p4(5)	1
p4(g2)	1
p5(4)	1
p5<	1
p5?>	1
p;	1
paisjdfljasdklfjaliskdjf	1
pang	1
particular	1
particularly	1
passing	1
pause	1
payoff	1
pb	1
pb3	1
pb4	1
pb4g34	1
pb;	1
pbrgt	1
pepega	1
pepega'	1
per	1
perceived	1
pgt2	1
pgy2	1
pimak	1
pip	1
place	1
planning	1
play;	1
playability	1
playable;	1
playable>	1
playable?>	1
playble	1
plays:	1
plays;	1
please	1
pleeeeeeeeease	1
plummeting	1
pm1	1
pm23	1
pm23o4	1
pogchamp	1
poor	1
possibility	1
postdawn	1
pour	1
pr3	1
practiced	1
praise	1
pre-fix	1
pre-fixing...	1
precedence	1
precise	1
preplaying	1
present	1
preserver	1
pretending	1
principle	1
prior	1
probability	1
probable	1
problematic	1
product	1
productive	1
promises	1
promising	1
promptable	1
protecting	1
proved	1
proves	1
proving	1
prudent	1
ps4	1
pt	1
pt3	1
punish	1
purp	1
purples	1
push'	1
puts	1
pwk1;	1
quackn't?	1
question	1
r(k)	1
r(m)3	1
r1(2)	1
r14	1
r15sm4	1
r1;	1
r1?>	1
r1m2	1
r2((m1))	1
r23(m23)	1
r23m3	1
r24p2	1
r25(3)((4))	1
r25k345	1
r2<	1
r2o2	1
r2y1g1b1p2>	1
r3(4)	1
r34	1
r34(2)	1
r34(5;	1
r345	1
r35	1
r3?>	1
r3b2	1
r3y3b2(p4)	1
r3y4g3b4p3	1
r3y4p35(g2)	1
r4(25)	1
r4(3)	1
r4/3	1
r45g1	1
r4;	1
r4g3p234t24(b2)	1
r4m5	1
r>	1
rankings	1
rate	1
rationale	1
raz	1
rb2	1
rbp	1
rbp5	1
rbs	1
re-call	1
re-cm	1
re-dda	1
re-get	1
reaching	1
react	1
reacts	1
realistically	1
realize	1
reasonably	1
recognizance	1
reconcile	1
red>	1
redistribution	1
regret	1
regular	1
reinforced	1
relative	1
relieved	1
removes	1
reordering	1
represents	1
rescinded	1
resetting	1
residentsleeper	1
resolution	1
resolve	1
resolving	1
responsible	1
restores	1
restricted	1
result	1
review;	1
revise	1
rg3y4p1	1
rgb	1
rgy	1
ri4	1
ri5	1
rides	1
ridiculous	1
right-left	1
risk-reward	1
risking	1
risky;	1
rm	1
rm2	1
rm5	1
roh	1
rotem	1
rough	1
roughly	1
rp(b)	1
rp4	1
rpb4	1
rpbt	1
rpt	1
rs	1
ruh	1
run	1
rushed	1
ry1p2	1
ry4	1
ryb(p)	1
ryp3	1
rypb4	1
sacrifice	1
sacrificing	1
safely	1
safest	1
said	1
sanity	1
sank	1
sarcastic	1
save;	1
saveable	1
scheme	1
score	1
scratcher	1
sdcm	1
seemsgood	1
seen	1
selfbluff	1
semi-strong	1
sens	1
sensible	1
seph	1
series	1
sets	1
several	1
share	1
shared	1
she's	1
shenanigans	1
sheriff	1
shitty	1
shock	1
shouldnt	1
shouldve	1
sick	1
sigh	1
simple	1
sin	1
since:	1
situation	1
situations	1
skeptical	1
sketchy	1
slam	1
slot's	1
slow	1
snap	1
solid	1
somehow	1
someone	1
somewhat	1
somewhere>	1
sooooo	1
soooooooo	1
sooooooooooooooooooooooooooo	1
spend	1
spending	1
spends	1
spooky	1
squint	1
squirm	1
stacking	1
stake	1
stall;	1
stalled	1
stalls	1
starved	1
statistically	1
steal	1
stil	1
stomp	1
stop	1
strategy	1
subcm	1
subtle	1
successful	1
suddenly	1
sufficient	1
suggestion	1
super-aggressive	1
sus	1
suspiciously	1
sweet	1
t12	1
t2>	1
t2?>	1
t34	1
t34(5)	1
t345	1
t35	1
t3>	1
tabletalk	1
tail	1
takeaway	1
takes	1
talked	1
targets>	1
tbqh	1
tcm	1
teal	1
teams	1
tells	1
tempting	1
tentatively	1
terminate	1
test	1
tf	1
tg	1
therefore	1
they	1
thin	1
thirteen	1
those	1
throw	1
thus	1
timehoodie	1
timely	1
