Note	Frequency (21188 in total)
f	809
i	535
is	502
this	491
not	442
->	334
a	327
to	320
if	256
cm	229
likely	228
that	225
clue	213
the	207
have	191
5	175
be	171
2	160
but	159
maybe	157
it	156
was	153
3	151
1	149
no	143
or	143
4	141
stephen	138
play	137
so	137
oh	130
lib	118
on	115
kt	113
trash	113
think	110
and	108
bluff	105
slot	105
can	103
libster	88
in	85
don't	82
finesse	81
you	81
probably	79
zam	79
nm	78
why	78
[f]	77
b2	77
r4	77
here	74
g3	73
should	73
b	71
g4	71
my	70
discard	69
of	69
would	68
y	68
just	67
b3	66
doesn't	66
r3	66
g2	65
as	64
r2	64
also	62
b4	61
p2	60
card	58
fix	58
?	57
g	57
p	57
m4	56
prio	56
y3	56
still	54
get	53
p4	53
y2	53
does	52
p3	52
then	52
m2	51
me	51
turn	51
y4	51
for	50
because	49
by	49
do	49
playable	48
thinks	48
i'm	47
f1	46
after	45
did	45
double	45
has	45
bad	44
it's	44
better	43
nope	43
r	43
right	43
didn't	42
very	42
we	42
b1	41
from	41
save	41
could	40
he	40
clues	39
stall	39
m3	38
since	38
g1	37
know	37
positional	37
good	36
now	36
wait	35
y1	35
8	34
are	34
like	34
will	34
[cm]	33
clued	33
make	33
p5	33
(or	32
hope	32
might	32
p1	32
seems	32
tempo	32
there	32
with	32
b5	31
known	30
playing	30
useful	30
at	29
even	29
m1	29
r1	29
sense	29
what	29
cannot	28
ok	28
r5	28
sure	28
weird	28
chop	27
exactly	27
g5	27
hopefully	27
well	27
7	26
m5	26
plays	26
y5	26
an	25
guess	25
into	25
want	25
+	24
23	24
6	24
critical	24
hand	24
looks	24
more	24
o3	24
really	24
touch	24
34	23
almost	23
any	22
focus	22
otherwise	22
played	22
color	21
enough	21
misplay	21
sdcm	21
already	20
definitely	20
how	20
only	20
unless	20
which	20
attempted	19
certainly	19
first	19
give	19
gotten	19
makes	19
priority	19
red	19
t1	19
t3	19
t4	19
than	19
work	19
before	18
blue	18
cards	18
read	18
see	18
too	18
(not	17
dda	17
elim	17
given	17
had	17
n3	17
pull	17
reason	17
reverse	17
tccm	17
that's	17
thought	17
true	17
ah	16
both	16
knows	16
least	16
(7)	15
about	15
actually	15
discards	15
early	15
going	15
o1	15
o5	15
prompt	15
shit	15
though	15
unlikely	15
way	15
(19)	14
45	14
cluing	14
expect	14
o2	14
o4	14
pretty	14
risky	14
yellow	14
zamiel	14
(15)	13
(32)	13
(after	13
1s	13
all	13
always	13
ambiguous	13
blocked	13
choice	13
discarded	13
discarding	13
inversion	13
mistake	13
ocm	13
other	13
prob	13
again	12
anyway	12
earlier	12
either	12
layered	12
means	12
move	12
n2	12
nice	12
oop	12
stop	12
tocm	12
wants	12
wasn't	12
wrong	12
(1)	11
(11)	11
(33)	11
5ce	11
believe	11
chance	11
context	11
expected	11
hard	11
i3	11
m	11
obvious	11
pos	11
push	11
t	11
(13)	10
(24)	10
(29)	10
2x	10
9	10
??	10
anymore	10
case	10
f6	10
getting	10
his	10
ignition	10
important	10
interpreted	10
k2	10
libster's	10
one	10
oops	10
rg	10
ry	10
some	10
something	10
stephen's	10
weak	10
{1	10
another	9
assume	9
check	9
except	9
fixme	9
green	9
instead	9
little	9
loaded	9
must	9
notes	9
occupied	9
out	9
pink	9
stale	9
try	9
trying	9
unnecessary	9
when	9
whether	9
works	9
yes	9
yet	9
(21)	8
(27)	8
(i	8
0	8
234	8
:(	8
blocking	8
clear	8
clearer	8
ever	8
expecting	8
f4	8
gets	8
hat	8
mb	8
neither	8
nm's	8
order	8
possible	8
rank	8
t2	8
wanted	8
worried	8
(25)	7
(and	7
24	7
am	7
bit	7
bluffs	7
bomb	7
c3	7
cm'd	7
doing	7
easily	7
else	7
especially	7
free	7
fuck	7
gd	7
got	7
i4	7
k1	7
last	7
let	7
lib's	7
locked	7
moves	7
much	7
padi	7
promised	7
self-finesse	7
shouldn't	7
t6	7
understand	7
up	7
utd	7
valuable	7
w2	7
w4	7
worse	7
(10)	6
(14)	6
(17)	6
(28)	6
(35)	6
(5)	6
(maybe	6
...	6
1)	6
1-away	6
32:	6
345	6
:)	6
afraid	6
allowed	6
amb	6
anything	6
available	6
been	6
bonus	6
certain	6
f5	6
fine	6
florrat	6
game	6
hint	6
hmm	6
i2	6
intended	6
k3	6
k4	6
k5	6
late	6
lol	6
lot	6
made	6
mean	6
negative	6
number	6
perspective	6
point	6
respect	6
rp	6
same	6
super	6
t11	6
t5	6
valid	6
w3	6
working	6
yg	6
{2	6
(16)	5
(22)	5
(3)	5
(30)	5
(9)	5
(unless	5
*not*	5
1-for-1	5
11	5
12	5
16	5
3+2+3	5
5s	5
???	5
actual	5
assuming	5
c1	5
chosen	5
couldn't	5
dawn	5
down	5
elimination	5
exists	5
f10	5
f12	5
f14	5
finesses	5
floriman	5
gb	5
greedy	5
interpretation	5
inverted	5
libsters	5
lie	5
line	5
look	5
moved	5
n5	5
playables	5
position	5
quite	5
reasonable	5
respects	5
self-finesse?	5
slightly	5
somehow	5
suboptimal	5
supposed	5
surprising	5
tell	5
thing	5
time	5
w	5
w5	5
waiting	5
waits	5
we're	5
were	5
wtf	5
your	5
(18)	4
(non-obvious)	4
1+1+1	4
100%	4
15:	4
17	4
21	4
2s	4
35	4
5cm	4
>	4
apparently	4
assigned	4
b34	4
bg	4
black	4
bluffed	4
brown	4
burn	4
caused	4
confusing	4
convention	4
deck	4
directly	4
ejection	4
f20	4
f3	4
f7	4
f9	4
finessed	4
gave	4
gp	4
gy	4
half	4
hand)	4
happened	4
hbp	4
he's	4
immediately	4
insane	4
isn't	4
keep	4
kinda	4
later	4
legal	4
less	4
livia	4
lost	4
matching	4
n1	4
n4	4
necessary	4
need	4
needs	4
never	4
none	4
nothing	4
obvious)	4
off	4
ouch	4
our	4
over	4
possibly	4
promise	4
put	4
r5g5	4
redistribute	4
respecting	4
retroactively	4
risk	4
safe	4
shout	4
stronger	4
strongly	4
suspect	4
tells	4
them	4
tries	4
trust	4
turns	4
