Note	Frequency (48987 in total)
lol;;	1
lol;;;;;;;	1
lol;;;;;;;;;;;;;;;;;;;;;;;;;	1
lolololol	1
lololololol	1
loloolol	1
lols	1
long	1
lost	1
lot	1
lt	1
luckily	1
lvl	1
lvl15	1
lvl15?[cm]	1
m12	1
m123?^^	1
m1g4	1
m24	1
m2e--	1
m2n3	1
m35	1
m35[cm]	1
m3[f]	1
m45	1
m4^^	1
m4b5	1
m4i4	1
m4t3	1
m5[cm]	1
mad	1
made	1
mark	1
marks	1
matches	1
may	1
mb?[f]	1
mb[cm]	1
mb^^	1
mbbbb	1
mbmbmbmb	1
mbmbmbmbmbmb	1
mea	1
meee	1
meeeeee	1
merci	1
mess;;;;	1
messed	1
messes	1
messup	1
messy	1
mg	1
mg23	1
mi	1
mi3	1
mice	1
midgame	1
mighty	1
mindblown	1
mirages	1
misplay	1
miss	1
mk	1
mm34	1
mnk	1
mode	1
monumental	1
moved	1
mr	1
mr3	1
msn	1
muddy	1
my23	1
n245	1
n2e---	1
n35	1
n4[cm]	1
n5........;;;;	1
nah	1
naughty	1
nausea	1
nav	1
ne	1
needs	1
neg1>	1
neg3>	1
nf	1
ng5	1
nice;;	1
nightmare	1
nk	1
noncrit	1
noo	1
noone	1
nooooooooooo	1
nor	1
normal	1
notcm	1
nows	1
np	1
npb	1
npo	1
null	1
o1i5	1
o24	1
o3e[cm]	1
o45e	1
o4[cm]	1
o4c5	1
o:)	1
ob	1
obvious	1
ogkm	1
ohhhh	1
ohnooooooooo	1
oki	1
om	1
on2	1
once	1
ononononon	1
ool	1
ooob	1
oooh	1
oooooooooooooooooooooooooooooooooooooooo	1
ooops	1
oop5ce	1
oops;;;	1
oops[cm]	1
oopw	1
op2	1
opc/	1
opening	1
opp	1
opted	1
order	1
oru	1
oshhot	1
ot	1
others	1
owell	1
owhatamidoinglol	1
owie	1
oy	1
oyofc	1
p23	1
p34	1
p3?[cm]	1
p4e--?	1
p4ey3e	1
p5e;;?	1
p@@	1
