Note	Frequency (16637 in total)
f	2240
cm	646
this	372
i	271
is	191
[cm]	173
not	155
kt	137
a	134
r3	128
to	122
me	119
b3	118
be	118
fix	118
g4	114
it	114
b4	109
r4	109
no	108
y4	107
g3	103
maybe	99
the	99
but	98
y3	98
lol	87
guess	85
play	82
b2	81
have	81
if	81
lmao	80
g2	76
>	69
what	67
:	66
kinda	66
for	64
[f]	63
bomb	62
prob	62
r2	62
b3/	61
on	61
was	61
y2	60
g3/	59
now	59
or	59
r5	59
so	59
i3	58
b2/	56
g5	56
pls	56
y2/	56
r3/	54
after	51
i4	51
b5	50
ok	50
r4/	50
nvm	49
and	48
should	48
3	46
oh	46
we	46
well	46
(	45
y3/	45
b4/	44
do	44
he	44
r2/	44
think	44
g2/	43
g4/	43
kekw	43
of	42
p4	42
clue	41
p3	40
5	39
y5	39
here	36
hmm	36
why	36
it's	34
fuck	33
my	33
p2	33
sure	33
4	32
as	32
might	32
thinks	32
yep	32
2	31
can	31
i2	31
just	31
then	31
tho	31
don't	30
i'm	30
m4	30
y4/	30
nope	29
prio	29
wait	29
1	28
like	28
likely	28
some	28
did	27
r1/	27
af	26
hopefully	26
idk	26
looks	26
m3	26
?	25
fixed	25
m2	25
missed	25
p3/	25
y	25
b1	24
bye	24
didn't	24
i5	24
r1	24
that	24
big	23
discard	23
im	23
you	23
;c	22
by	22
g1	22
get	22
has	22
playable	22
)	21
b1/	21
g5/	21
i3/	21
in	21
p2/	21
retarded	21
right	21
will	21
y5/	21
bluff	20
doesn't	20
g1/	20
i2/	20
k34	20
k5	20
sad	20
stall	20
with	20
y1	20
all	19
both	19
k4	19
nice	19
time	19
yup	19
:c	18
b5/	18
could	18
hope	18
r23	18
r5/	18
red	18
she	18
should've	18
w4	18
at	17
chance	17
game	17
know	17
lvl	17
must	17
p4/	17
save	17
still	17
that's	17
way	17
would	17
♥	17
back	16
dude	16
even	16
g	16
plays	16
up	16
yes	16
hes	15
m1	15
man	15
n3	15
o3	15
p5	15
trust	15
wanna	15
yeah	15
???	14
about	14
again	14
any	14
anymore	14
b23	14
better	14
can't	14
cat	14
lhs	14
one	14
oof	14
out	14
self	14
shit	14
w3	14
...	13
;/	13
blue	13
finesse	13
fk	13
from	13
g23	13
how	13
k2	13
n4	13
n5	13
rly	13
sadge	13
y1/	13
are	12
bit	12
chop	12
down	12
exactly	12
good	12
i1	12
i4/	12
playing	12
trash	12
very	12
ye	12
->	11
1s	11
5ce	11
attempt	11
been	11
dont	11
forgot	11
got	11
green	11
haha	11
i'll	11
let	11
more	11
o4	11
oop	11
p1	11
played	11
thing	11
turn	11
weird	11
5pp	10
:(	10
bad	10
cm'd	10
dda	10
does	10
either	10
gonna	10
isn't	10
n3/	10
off	10
there's	10
what's	10
....	9
2pp	9
also	9
b	9
c	9
give	9
gm5	9
gotta	9
hoodie	9
laws	9
lul	9
m2/	9
need	9
never	9
nobody	9
only	9
other	9
p5/	9
perhaps	9
slot	9
there	9
utd	9
who	9
wouldn't	9
wrong	9
wtf	9
cause	8
dupe	8
fkn	8
gone	8
hand	8
happening	8
k2/	8
k3	8
life	8
lpc	8
move	8
p	8
read	8
scream	8
son	8
soo	8
suspect	8
w2	8
we're	8
wow	8
y23	8
4db	7
an	7
anything	7
come	7
context	7
course	7
die	7
elim	7
ez	7
g3>	7
great	7
had	7
i1/	7
i5/	7
idea	7
k1	7
knows	7
last	7
m4/	7
m5	7
mistake	7
n2	7
pass	7
r	7
really	7
see	7
seph	7
shouldn't	7
u	7
use	7
uuh	7
uuuh	7
we'll	7
when	7
!b	6
??	6
@_@	6
actually	6
am	6
assume	6
b2>	6
b4>	6
b5>	6
before	6
else	6
ffs	6
gg	6
go	6
hate	6
him	6
hoping	6
huh	6
into	6
jack	6
look	6
lool	6
m3/	6
make	6
means	6
n1	6
needed	6
needs	6
noice	6
o2	6
ooof	6
p1/	6
p23	6
please	6
pretty	6
promised	6
prompt	6
pull	6
since	6
smth	6
stale	6
surely	6
tempo	6
these	6
us	6
uuuuh	6
w3/	6
while	6
y4>	6
..	5
100%	5
??????	5
another	5
apparently	5
bombs	5
boy	5
cant	5
dick	5
draw	5
enough	5
g24	5
g2>	5
g34	5
gae	5
god	5
happened	5
her	5
hmmm	5
i'd	5
i23	5
imagine	5
k234	5
k3/	5
k4/	5
kek	5
kl	5
lel	5
mb	5
mel	5
miss	5
n2/	5
n25	5
n4/	5
nitawa	5
ofc	5
patch	5
point	5
prolly	5
rip	5
risk	5
risky	5
rm5	5
saved	5
sin	5
slight	5
something	5
sooo	5
supposed	5
take	5
tccm	5
thinking	5
too	5
touch	5
touching	5
whoops	5
!g	4
!r	4
#	4
2nd	4
[kt]	4
asaelr	4
blocking	4
bluffs	4
cards	4
certain	4
cmd	4
cms	4
color	4
critical	4
discarded	4
discarding	4
double	4
failed	4
fill	4
full	4
g4>	4
g5>	4
generation	4
getting	4
going	4
hanabi	4
i34	4
illegal	4
k5/	4
keep	4
kill	4
known	4
layered	4
least	4
level	4
loool	4
m23	4
matter	4
n23	4
noo	4
o1	4
o3/	4
o5	4
p2>	4
pablo	4
pink	4
potentially	4
promise	4
purple	4
r2>	4
r34	4
r5>	4
retro	4
ri5	4
ride	4
safe	4
situation	4
someone	4
speed	4
start	4
them	4
thought	4
trusting	4
try	4
unless	4
unlikely	4
w	4
w/e	4
w1/	4
w2/	4
w5	4
watch	4
won't	4
xd	4
ym5	4
!b3	3
!p	3
!y	3
(could	3
.....	3
0	3
11	3
25	3
2s	3
3pp	3
:)	3
:o	3
>?	3
?????	3
a4	3
aaand	3
absolute	3
ages	3
already	3
ambig	3
anyway	3
apply	3
ass	3
assuming	3
balls	3
best	3
bitch	3
blaze	3
blocked	3
bombed	3
bombing	3
boom	3
card	3
chances	3
clued	3
cool	3
could've	3
cucked	3
dani	3
discards	3
doing	3
done	3
echo	3
ejection	3
feel	3
fey	3
fine	3
first	3
g23/	3
garbage	3
gay	3
gb3	3
gb4	3
gi3	3
gm3	3
gotten	3
happen	3
having	3
hey	3
i3>	3
ignore	3
ignored	3
incoming	3
instead	3
interesting	3
it'd	3
k	3
k23	3
killed	3
m	3
m1/	3
m5/	3
maaaybe	3
makes	3
markus	3
monkahmm	3
myself	3
nah	3
necessary	3
neither	3
nooo	3
nothing	3
otherwise	3
over	3
pace	3
pp	3
ppl	3
pre	3
probably	3
push	3
r24	3
rachel	3
redis	3
reds	3
remember	3
retard	3
reverse	3
ro5	3
ry	3
s1	3
sadness	3
same	3
saving	3
skip	3
slowest	3
spooky	3
stop	3
strikes	3
stupid	3
summertime	3
surprised	3
tf	3
they	3
timer	3
ty	3
unfortunate	3
useless	3
w1	3
white	3
wonder	3
work	3
worth	3
would've	3
y23/	3
y3>	3
y5>	3
yellow	3
!i3	2
!i5	2
!k3	2
!o4	2
!p2	2
!w	2
(prob	2
+	2
.......	2
................	2
.....................	2
1-for-1	2
10	2
12	2
20	2
3rd	2
4pp	2
4s	2
5pull	2
8	2
<	2
>>>	2
?!	2
????	2
???????	2
??????????	2
???????????	2
a3	2
a3/	2
a4/	2
aaaand	2
absolutely	2
ah	2
allow	2
along	2
amy	2
ani	2
around	2
auto	2
available	2
b1>	2
b1m2	2
b34	2
b3>	2
b3>?	2
b3i4	2
basically	2
behind	2
bga	2
bi4	2
bm1	2
bm3	2
bm5	2
boba	2
bottom	2
bp2	2
br4/	2
brain	2
bullshit	2
busy	2
by4	2
called	2
case	2
choice	2
classic	2
cluable	2
cm>?	2
cming	2
comes	2
consider	2
convention	2
criticals	2
danger	2
day	2
days	2
dead	2
decide	2
declined	2
def	2
delayed	2
dictate	2
dies	2
disc	2
disgusting	2
dpe	2
dum	2
dumb	2
dupe>	2
dupes	2
easy	2
eh	2
eject	2
ever	2
expect	2
f4	2
fake	2
feelsbadman	2
fiasco	2
finessed	2
fixes	2
flori	2
fml	2
focus	2
force	2
free	2
fulfill	2
g23m23	2
g3>?	2
g45	2
g4>?	2
g5>?	2
gets	2
gmo5	2
goes	2
greens	2
gy3	2
happiness	2
he'll	2
hindsight	2
his	2
honestly	2
i1r5	2
i2>	2
ideally	2
indego	2
instant	2
juicy	2
k1/	2
k35	2
k4>	2
keeping	2
kills	2
kms	2
kyle	2
l3/	2
l4/	2
layer	2
letting	2
line	2
literally	2
little	2
lose	2
lot	2
love	2
lucky	2
m2>	2
m4>	2
making	2
mean	2
meh	2
minute	2
monkas	2
most	2
moving	2
n1/	2
n1>	2
n234	2
n34	2
n35	2
n45	2
nais	2
next	2
nonsense	2
noooo	2
notes	2
o2/	2
o4>	2
o5/	2
ooo	2
order	2
p23/	2
p24	2
p34	2
p3>	2
p4>	2
p5>?	2
pepe	2
pepega	2
perfect	2
pi5	2
pinks	2
pl	2
playables	2
plz	2
pos	2
positional	2
pov	2
pre-play	2
prefer	2
priority	2
pussy	2
quite	2
r15	2
r23/	2
r34>	2
r3>	2
r3o4	2
r4>?	2
rather	2
rb	2
re	2
real	2
realizes	2
reclue	2
rg3	2
ro1	2
round	2
ry3	2
ry4	2
rz	2
sadger	2
sado	2
say	2
sec	2
seems	2
sense	2
shows	2
sleeping	2
slow	2
somehow	2
sry	2
stomp	2
stretch	2
strong	2
stuff	2
summon	2
super	2
sus	2
swear	2
t1	2
table	2
talk	2
tbf	2
technically	2
tell	2
theft	2
third	2
those	2
times	2
took	2
tp	2
track	2
ultra	2
unnecessary	2
useful	2
uuugh	2
variant	2
variants	2
veri	2
vibes	2
visible	2
w3>	2
w4/	2
want	2
wanted	2
wasn't	2
weirder	2
