Note	Frequency (50815 in total)
.......	5
2020	5
4pp	5
5nd	5
[5]pp	5
[b1]>>>	5
[b2]?	5
[cm]...	5
[g	5
[g2]?	5
[k1]	5
[n3]	5
[n4]	5
[u]	5
[w2]	5
[w3]	5
[w5]	5
[y3]?	5
a2e	5
aaaah	5
alrighty	5
b2>>>	5
b3sn	5
b45	5
b5>>>	5
basically	5
big	5
bonja	5
boy	5
br	5
c2	5
considered	5
duck	5
fair	5
focus	5
getting	5
gi	5
gives	5
goofed	5
gr	5
great	5
he'll	5
hmmmmmm	5
i4]	5
keep	5
killed	5
l2	5
life	5
lose	5
m4]	5
making	5
many	5
muddy	5
myself	5
n35	5
nah	5
null	5
omni	5
oooooh	5
ooooooh	5
panic	5
pardon	5
people	5
plan	5
prism	5
rb	5
regardless	5
rip	5
scharkbite	5
seen	5
self	5
sephiroth	5
shot	5
stomp	5
stuff	5
suuuuper	5
swear	5
t48:	5
t50:	5
t52:	5
tg5e	5
u	5
understand	5
unfortunately	5
update	5
us	5
welcome	5
ya	5
🐟	5
!12	4
!2	4
!i	4
(from	4
(maybe	4
(not	4
24	4
50%	4
5ce	4
[a2]	4
[b5]	4
[k4]	4
[m2]?	4
[o4]	4
[p1	4
[p]	4
[r3]?	4
[r5]?	4
[stale]	4
a2	4
a4e	4
artificial	4
b34	4
bcannon	4
bizarre	4
bizarrely	4
blaze	4
bombing	4
case	4
choose	4
clueless	4
cm'd???	4
completely	4
dig	4
digging	4
down	4
dude	4
ejected	4
eventually	4
every	4
everyone	4
expect	4
expecting	4
fact	4
fight	4
find	4
g2e-ish	4
g3>>>	4
g3sn	4
g4>>>	4
gd	4
gm	4
gm3	4
godspeed	4
gotcha	4
hmm	4
i1e	4
i34	4
job	4
joel	4
k234	4
kyle	4
l5	4
last	4
lolololololol	4
looked	4
looooool	4
losing	4
m34	4
maaaaaaybe	4
marked	4
means	4
mg2	4
mild	4
minor	4
miss	4
n4e	4
needed	4
noooo	4
nooooooo	4
o3e	4
opc	4
order	4
outta	4
patch	4
promised	4
r5]	4
rather	4
reds	4
reeeeeally	4
regrets	4
ry	4
s3	4
sad	4
same	4
saving	4
screaming	4
screwed	4
second	4
selfish	4
shadow	4
somehow	4
soooo	4
spook	4
suspects	4
t1e	4
t56:	4
t5e	4
targets	4
thinking	4
tho	4
three	4
took	4
touch	4
tourney	4
true	4
u2e	4
u45e	4
u4e	4
u5e	4
uncomfortable	4
used	4
uuuuhhhhhh	4
w3e	4
w5e	4
w]	4
waited	4
wants	4
weak	4
what's	4
worst	4
y3s	4
y3sn	4
yo	4
🙈	4
🦅	4
🦆	4
!3	3
!w	3
(	3
(:o)	3
(could	3
(sorry)	3
125	3
2p	3
35	3
3s	3
5-stalls	3
5]	3
:)	3
[2]pp	3
[5]?	3
[a3]	3
[b1]?	3
[b2]>>>	3
[g3	3
[g4]?	3
[g5]?	3
[g]	3
[gd]	3
[i2	3
[i3]?	3
[i4]?	3
[i5]	3
[n1]	3
[n5]	3
[p3]	3
[r1	3
[r1]>>>	3
[r2	3
[r2]>>>	3
[r2]?	3
[t2]	3
[t4]	3
[trash]	3
[u5	3
[u5]	3
[w]	3
[y2]>>>	3
[y2]?	3
[y3]>>>	3
[y5]	3
\\o/?	3
\\ô/	3
aaaaahhhhh	3
aaaahhh	3
aaaahhhh	3
aaah	3
aaahhh	3
actual	3
anyone	3
aren't	3
attention	3
b4]	3
b]	3
baby	3
beyond	3
bite	3
blocking	3
blook	3
bluffs	3
blunder	3
bm	3
bp	3
brave	3
bryp5	3
bw	3
c5	3
call	3
champion	3
check	3
cheeky	3
confident	3
confusing	3
dawn	3
dear	3
deferred	3
derek's	3
disaster	3
distracted	3
doubt	3
dump	3
duping	3
efficiency	3
elimination	3
end	3
except	3
explain	3
figure	3
finally	3
finessing	3
folks	3
forced	3
forget	3
found	3
free	3
g1>>>	3
g2>>>	3
g35	3
g3]	3
gb4	3
generating	3
generation	3
grief	3
grumble	3
guys	3
gy	3
happened	3
harder	3
hated	3
haven't	3
having	3
head	3
heeeeeeey	3
hi	3
hilarious	3
his	3
hmmmmmmm	3
hooray	3
hopes	3
i45	3
illegal	3
initially	3
interested	3
invert	3
it)	3
jeff	3
jeff's	3
kidding	3
know)	3
l4e	3
later	3
less	3
letting	3
lie	3
lies	3
lil	3
looool	3
loved	3
m234	3
m3]	3
m45	3
maybe)	3
n23	3
n34	3
negative	3
next	3
noooooo	3
noooooooo	3
not)	3
o234	3
o3]	3
o4e	3
ocm'd	3
oo[f]	3
p4]	3
pablo	3
pg	3
phew	3
pipers	3
pointless	3
r24	3
r5>>>	3
rb4	3
reads	3
reasonable	3
responded	3
right?)	3
rm2	3
rm3	3
rs1	3
ruining	3
s2	3
safely	3
saves	3
saw	3
shoulda	3
silly	3
single	3
skipped	3
soon	3
sooooo	3
starting	3
sweet	3
swineherd	3
t10	3
t15	3
t3e	3
t55:	3
t9	3
talk	3
tan	3
tccm	3
team	3
trashy	3
truck	3
u1]	3
u45	3
um	3
useful	3
uuuuhhhh	3
w1e	3
weirdness	3
weren't	3
whole	3
will's	3
win	3
worse	3
y1>>>	3
y2)	3
yb	3
👋	3
😴	3
🤕	3
🧪	3
!gp	2
!r5	2
!rb	2
(almost	2
(and	2
(boldly)	2
(eventually)	2
