Note	Frequency (30218 in total)
f	6635
cm	1333
[f]	901
5	800
kt	597
b3	392
r3	375
g3	369
i	364
3	363
4	361
b2	357
b4	328
r2	325
2	318
r4	315
g4	305
y3	301
g2	295
this	280
y2	259
y4	244
not	235
i3	225
i2	216
i4	204
p3	183
m2	170
1	167
[cm]	165
should	164
p2	161
b1	156
p4	147
r1	146
b	139
gd	138
r5	138
g	136
m3	135
g1	128
to	122
r	121
b5	120
g5	113
be	110
m4	110
is	109
play	107
n2	105
pf	104
a	103
maybe	94
y	91
n3	90
probably	90
y1	90
>	89
fixme	89
y5	89
i5	87
m1	81
23	78
i1	77
stall	76
the	76
clue	74
if	74
w3	73
p1	69
w	67
knows	65
m5	64
w2	63
have	62
it	62
as	60
discard	60
give	60
lpc	60
34	59
fix	58
k3	57
p5	56
or	55
why	53
k2	52
like	51
no	51
looks	50
r4e	50
n5	49
p	49
bomb	48
red	48
k4	47
n1	47
n4	47
w4	47
but	46
you	46
can	45
g2e	45
was	44
better	42
k1	42
o2	41
save	41
g3e	40
now	40
o3	40
will	40
y4e	40
prio	39
guess	37
for	36
here	36
n5e	36
thinks	36
g4e	35
b2e	34
blue	33
do	33
my	33
trash	33
y2e	33
bad	32
nope	32
?	31
finesse	31
on	31
bluff	30
fuck	30
pls	30
just	29
m	29
plays	29
r2e	29
think	29
good	28
k34	28
know	28
me	28
missed	28
so	28
t3	28
y3e	27
b23	26
b5e	26
hopefully	26
known	26
t2	26
w5	26
45	25
b3e	25
dda	25
g23	25
likely	25
o4	25
one	25
pull	25
r3e	25
:(	24
after	24
green	24
y23	24
b4e	23
important	23
r23	23
w1	23
from	22
how	22
it's	22
n2e	22
of	22
p3e	22
pink	22
t4	22
what	22
24	21
5ce	21
and	21
don't	21
g5e	21
k5	21
o1	21
2r	20
did	20
o5	20
p2e	20
3g	19
lhs	19
m5e	19
mistake	19
n25	19
k	18
pass	18
playable	18
very	18
would	18
wtf	18
2g	17
doesn't	17
need	17
p4e	17
t5	17
draw	16
m23	16
p23	16
that	16
bombing	15
does	15
g24	15
in	15
must	15
nice	15
r24	15
r5e	15
y1e	15
yr	15
4r	14
b24	14
bg	14
bombed	14
i1e	14
may	14
might	14
please	14
purple	14
yb	14
both	13
he	13
hope	13
oh	13
rg	13
with	13
y5e	13
4g	12
clued	12
happy	12
hesitation	12
p24	12
t	12
turn	12
yellow	12
25	11
2b	11
3y	11
bombs	11
card	11
duping	11
hesi	11
i34	11
i3e	11
i5e	11
im	11
played	11
see	11
t1	11
too	11
we	11
1b	10
234	10
35	10
5b	10
are	10
at	10
black	10
idk	10
let's	10
never	10
oop	10
prob	10
something	10
tccm	10
touch	10
vtk	10
w2e	10
2p	9
2y	9
4y	9
??	9
brown	9
byebye	9
can't	9
certain	9
chop	9
definitely	9
didn't	9
first	9
gb	9
had	9
instead	9
k5e	9
layered	9
p1e	9
r34	9
thought	9
trust	9
unless	9
#abolish5stalls	8
3b	8
actually	8
already	8
cannot	8
fml	8
g1e	8
g45	8
hidden	8
i'll	8
i23	8
i2e	8
i4e	8
l3	8
lucky	8
n3e	8
needs	8
ok	8
playing	8
playme	8
r45	8
when	8
worst	8
!r	7
1p	7
4p	7
a4	7
again	7
also	7
am	7
anymore	7
b1e	7
by	7
discarded	7
fixed	7
game	7
get	7
gy	7
idea	7
m1e	7
m3e	7
make	7
markus	7
mel	7
rb	7
rip	7
shit	7
sure	7
swine	7
then	7
tho	7
work	7
wrong	7
y24	7
yg	7
yp	7
12	6
4b	6
4m	6
5g	6
[b4]	6
a1	6
a3	6
b7	6
because	6
blind	6
boom	6
c3	6
c4	6
discarding	6
discards	6
duped	6
even	6
ever	6
exactly	6
g34	6
k2e	6
k4e	6
l4	6
m34	6
o4e	6
oops	6
ops	6
other	6
r12	6
rainbow	6
really	6
s	6
some	6
t2:	6
totally	6
want	6
witt	6
1g	5
1s	5
3r	5
5r	5
8	5
all	5
anxiety	5
b34	5
behind	5
c2	5
correct	5
could	5
dani	5
db	5
forgive	5
forgot	5
gp	5
has	5
i45	5
jack	5
k23	5
k3e	5
kill	5
kyle	5
lanvin	5
least	5
look	5
more	5
n23	5
n34	5
needed	5
neg	5
opc	5
out	5
p45	5
pablo	5
piano	5
r1e	5
right	5
scream	5
self	5
shouldn't	5
still	5
t17:	5
t4:	5
take	5
valid	5
y35	5
!g	4
15	4
1r	4
2k	4
3k	4
3m	4
4db	4
5y	4
???	4
a4e	4
about	4
anyway	4
attempt	4
b45	4
back	4
beginning	4
believe	4
bp	4
case	4
choice	4
color	4
dupe	4
either	4
elim	4
enough	4
everyone	4
fine	4
focus	4
god	4
gr4	4
ib4	4
illegal	4
info	4
inverted	4
k234	4
kakashi	4
killed	4
let	4
lol	4
m25	4
m2e	4
makes	4
mmmh	4
much	4
n1e	4
next	4
nitrate	4
o	4
only	4
pdb	4
perfect	4
point	4
pov	4
pretty	4
reclue	4
respect	4
ry	4
same	4
since	4
sky	4
slot	4
slow	4
somehow	4
t10:	4
t12:	4
t18	4
t20:	4
t23:	4
t26:	4
t34	4
t38:	4
t4e	4
thank	4
time	4
tomato	4
u2e	4
u3	4
unnecessary	4
up	4
wait	4
white	4
y34	4
your	4
💣	4
!b	3
!m5	3
!y	3
+	3
1y	3
2save	3
2x	3
3p	3
4k	3
5nd	3
5p	3
5stall	3
:d	3
[b2]	3
[g4]	3
[r5]	3
a2	3
another	3
b17	3
b35	3
b4e>	3
b57	3
big	3
bit	3
boy	3
bp3	3
br	3
burn	3
bw	3
chance	3
clearer	3
clearly	3
cluing	3
cm'd	3
d	3
doing	3
dont	3
double	3
flori	3
free	3
fucked	3
fucking	3
going	3
got	3
gr	3
gr3	3
hand	3
however	3
i'm	3
ig3	3
ir	3
life	3
m234	3
mb	3
mb3	3
mb5	3
melwen	3
misplay	3
move	3
n125	3
n24	3
n35	3
n4e	3
navy	3
necessarily	3
nothing	3
o23	3
o2e	3
off	3
omni	3
p34	3
p57	3
phantom	3
possible	3
pr	3
prism	3
promised	3
prompt	3
push	3
r23e	3
risk	3
rp	3
rp3	3
rw	3
sadly	3
schark	3
schrödinger's	3
seph	3
sin	3
sorry	3
stomped	3
super	3
t12	3
t14	3
