Note	Frequency (29381 in total)
cm	1311
r2	929
g2	882
b2	875
r3	818
g3	813
b3	801
y2	727
b4	652
y3	641
r4	626
g4	608
b1	582
r1	554
y4	552
g1	537
y1	455
kt	432
m1	384
p2	342
m2	330
p3	322
i2	318
5	285
m3	278
ocm	275
i3	274
f	264
p4	248
g5	243
this	237
b5	233
not	223
p1	223
r5	223
i	199
i4	199
y5	195
m4	192
to	171
why	168
play	164
save	161
2	159
m5	151
i1	150
1	148
5pp	147
i5	125
have	119
o2	115
clue	113
tccm	111
2pp	109
3	102
a	99
k2	97
is	93
should	91
o1	89
4	85
w3	84
probs	83
k3	79
n2	79
p5	79
n3	78
o3	78
better	77
stall	77
tcm	77
w2	71
was	71
n1	70
w4	69
the	67
g23	66
k4	63
5ce	59
n5	59
y23	59
sdcm	58
o4	57
trash	57
3pp	56
t2	55
k1	54
5cm	53
fix	53
probably	53
pulled	53
be	52
n4	52
or	51
m23	50
b23	49
[cm]	48
just	48
!g	45
o5	45
and	43
finesse	43
it	43
lhs	43
from	42
missed	40
bluff	39
dda	39
r23	39
in	38
prio	38
t3	38
no	37
w1	37
a3	36
for	36
t4	36
discard	34
on	34
k5	33
my	32
of	32
r2>	32
red	32
!y	31
don't	31
if	31
a4	30
could	30
important	30
!r	29
like	29
with	29
green	28
guess	28
maybe	28
blue	27
pull	27
think	27
!b	26
certain	26
4pp	25
r4>	25
t1	25
yellow	25
bad	24
can	24
g4>	24
get	24
g2>	23
lpc	23
as	22
didn't	22
give	22
good	22
oh	22
a2	21
b2>	21
it's	21
k34	21
so	21
what	21
y2>	21
!r3	20
but	20
g3>	20
you	20
b3>	19
p23	19
playing	19
s	19
doesn't	18
instead	18
needs	18
we	18
about	17
ambi	17
me	17
r1>	17
since	17
!1	16
!r2	16
looks	16
need	16
playable	16
priority	16
r3>	16
up	16
!b2	15
4db	15
after	15
did	15
hard	15
he	15
played	15
push	15
u3	15
will	15
5nd	14
do	14
does	14
g34	14
likely	14
nice	14
opc	14
plays	14
when	14
would	14
y4>	14
!p	13
card	13
first	13
huh	13
mistake	13
oops	13
pushed	13
that	13
u2	13
!m	12
>	12
[f]	12
bomb	12
chop	12
clued	12
kill	12
let	12
p3>	12
shouldn't	12
utd	12
y3>	12
a1	11
known	11
l3	11
n25	11
o23	11
purple	11
really	11
they	11
u5	11
wtf	11
y	11
!b3	10
ask	10
at	10
b1>	10
b4>	10
been	10
choice	10
early	10
fixed	10
g5>	10
know	10
m	10
m234	10
mystus	10
r34	10
reach	10
t5	10
tempo	10
u1	10
!2	9
!g2	9
!i	9
!y3	9
1pp	9
:(	9
arv	9
b1e	9
baton	9
bluffed	9
c2	9
can't	9
double	9
given	9
has	9
how	9
i34	9
i4>	9
now	9
other	9
pink	9
r2e	9
r5>	9
weird	9
y1>	9
!g1	8
!g3	8
!i2	8
!i3	8
