Note	Frequency (17871 in total)
f	1408
cm	1124
[f]	989
[cm]	642
5	520
i	437
3	374
4	346
this	339
2	304
kt	291
is	180
trash	179
g2	141
r2	137
a	134
not	128
g3	127
b3	126
b2	123
r3	120
y3	116
play	115
b	114
y2	110
g	105
to	103
b4	100
r4	97
1	93
g4	90
please	90
b1	88
y4	88
the	87
r1	86
r	83
i2	82
was	81
be	79
i3	77
p4	75
clue	73
fuck	71
it	65
p2	65
g1	64
r5	61
you	61
p3	59
b5	58
should've	58
y1	58
fix	57
y	57
m3	56
n2	56
g5	55
i4	55
why	55
here	53
as	52
m2	52
think	52
what	51
my	50
m4	49
red	49
will	49
if	48
of	48
one	48
don't	47
save	46
fucking	45
w	45
:(	43
should	43
and	41
bomb	40
do	40
guess	40
known	40
i1	39
n5	38
no	38
played	38
maybe	37
stupid	37
for	36
have	36
n3	36
shit	36
y5	36
but	35
give	35
know	34
m	34
m1	34
n4	34
so	34
with	34
discard	33
how	33
now	33
o3	33
p1	33
p5	33
m5	32
w2	32
i'm	31
n1	31
on	31
prio	31
k3	30
likely	30
bluff	29
green	29
must	29
blue	28
from	28
lanvin	28
because	27
me	27
are	26
can	26
in	26
just	26
am	25
k2	25
like	25
stall	25
die	24
i5	24
k	24
or	24
really	24
get	23
that	23
k4	22
sure	22
card	21
p	21
sorry	21
done	20
o2	20
sad	20
thinks	20
gonna	19
yellow	19
looks	18
!b	17
!g	17
ciao	17
dda	17
finesse	17
its	17
would	17
fixed	16
right	16
t4	16
oh	15
out	15
thought	15
😁	15
!r	14
did	14
lpc	14
playing	14
since	14
t	14
trust	14
up	14
!y	13
cm-ed	13
dead	13
hopefully	13
missed	13
nice	13
tccm	13
w3	13
wrong	13
yeah	13
!2	12
100%	12
all	12
ded	12
didn't	12
erm	12
hand	12
i'll	12
indego	12
k1	12
lol	12
o4	12
thanks	12
though	12
wtf	12
1s	11
better	11
doing	11
given	11
has	11
i'd	11
made	11
markus	11
nvm	11
o1	11
seph	11
