Note	Frequency (50982 in total)
[f]	6816
[cm]	5054
f	5047
5	1746
2	1742
4	1726
3	1680
cm	1465
1	1142
kt	1121
r	681
b	622
g	607
->	496
i	400
y	396
r2	318
b2	278
r3	272
g2	270
b3	257
m	245
g3	205
fix	202
b4	200
34	199
y2	196
i2	195
w	195
or	190
p	179
45	176
b1	176
23	171
maybe	171
r1	171
y3	170
g1	169
here	167
345	151
g4	148
not	147
i3	146
a	143
this	140
r4	139
2r	134
it	134
3g	130
y4	130
2y	127
m2	122
2g	118
3b	118
3r	117
y1	116
2b	115
m3	114
playable	112
to	101
i4	98
4r	95
4b	94
m1	93
i1	91
?	88
2m	86
play	84
3y	82
k	82
no	82
why	81
1b	80
2345	79
clue	78
have	78
m4	77
234	76
4g	76
is	74
1r	73
p2	73
t	73
3i	71
should	68
you	68
p3	67
24	66
3m	66
the	66
for	65
1g	64
i5	64
m5	62
o2	61
1y	60
n2	60
2i	59
o3	59
4y	58
oh	58
o	56
!b	55
1m	55
t2	54
2p	53
known	53
discard	52
g5	52
n3	52
w2	52
it's	51
ok	51
35	50
p4	50
25	49
p1	49
5r	48
n5	48
r5	48
w3	48
!g	47
!y	47
4i	47
b5	47
4m	46
k2	46
n1	45
rip	44
3p	43
red	43
lol	42
was	42
nope	41
af	39
blue	39
n	39
o4	39
me	38
sorry	38
bomb	37
can	37
finesse	37
t3	37
!p	36
5y	36
looks	36
missed	36
1p	35
oops	35
s	35
w4	35
green	34
w1	34
5i	33
5m	33
do	33
!1	32
!3	32
!r	32
1i	32
5g	32
??	32
gb	32
l	32
like	32
n4	32
prio	32
245	31
3w	31
bad	31
better	31
bluff	31
if	31
rb	31
what	31
and	30
but	30
crap	30
now	30
y5	30
5b	29
don't	29
that	29
2n	28
k3	27
4p	26
p5	26
rg	26
t4	26
235	25
important	25
t1	25
yb	25
015	24
by	24
o1	24
on	24
2w	23
because	23
did	23
from	23
just	23
of	23
so	23
boom	22
12	21
2o	21
in	21
k1	21
o5	21
one	21
shit	21
think	21
trash	21
will	21
wrong	21
wtf	21
yellow	21
be	20
how	20
ry	20
save	20
yr	20
!2	19
!y4	19
1n	19
are	19
instead	19
k4	19
yg	19
5p	18
could	18
gd	18
nice	18
promised	18
u5	18
5n	17
g2e	17
get	17
l3	17
need	17
wait	17
3n	16
???	16
ambiguous	16
b4e	16
bp	16
br	16
color	16
forgot	16
gr	16
hmm	16
t5	16
we	16
!g5	15
3o	15
4ge	15
good	15
k5	15
know	15
pink	15
played	15
u1	15
!r5	14
c	14
sure	14
time	14
u3	14
!m5	13
2be	13
2k	13
4w	13
:p	13
clued	13
didn't	13
elim	13
fuck	13
mb	13
quack	13
too	13
!b5	12
4n	12
actually	12
c3	12
d	12
eject	12
guess	12
i'm	12
ri	12
something	12
trust	12
u4	12
with	12
!i5	11
1o	11
1w	11
3k	11
c2	11
cards	11
focus	11
hope	11
likely	11
most	11
off	11
r3e	11
u2	11
variant	11
wanted	11
when	11
!	10
15	10
2t	10
4be	10
5k	10
:	10
as	10
at	10
bi	10
cmed	10
dda	10
doesn't	10
down	10
