player	game_id	variant	bdr
Fireheart	446716	Color Mute (6 Suits)	5
Fireheart	631259	White & Light Pink (6 Suits)	5
Fireheart	631719	Omni & Muddy Rainbow (6 Suits)	5
Fireheart	640862	Brown & Prism (6 Suits)	5
Fireheart	641323	Brown-Ones & Dark Omni (6 Suits)	5
Fireheart	47160	6 Suits	4
Fireheart	47191	No Variant	4
Fireheart	47385	White (6 Suits)	4
Fireheart	47388	White (6 Suits)	4
Fireheart	47486	White (6 Suits)	4
Fireheart	47733	White (6 Suits)	4
Fireheart	47961	No Variant	4
Fireheart	48127	No Variant	4
Fireheart	48227	No Variant	4
Fireheart	48433	Omni (6 Suits)	4
Fireheart	48547	Brown (5 Suits)	4
Fireheart	48708	No Variant	4
Fireheart	48971	White (6 Suits)	4
Fireheart	49083	Black (5 Suits)	4
Fireheart	49373	Black (6 Suits)	4
Fireheart	49527	6 Suits	4
Fireheart	49744	No Variant	4
Fireheart	49845	Rainbow (5 Suits)	4
Fireheart	50063	White (6 Suits)	4
Fireheart	50635	Rainbow-Ones & Pink (6 Suits)	4
Fireheart	50841	Pink-Fives (6 Suits)	4
Fireheart	50983	Rainbow (6 Suits)	4
Fireheart	50984	No Variant	4
Fireheart	50987	No Variant	4
Fireheart	51940	Pink & Brown (5 Suits)	4
Fireheart	52394	Omni (5 Suits)	4
Fireheart	53452	Up or Down (5 Suits)	4
Fireheart	53464	Rainbow (6 Suits)	4
Fireheart	54167	Black & Omni (6 Suits)	4
Fireheart	54447	6 Suits	4
Fireheart	54497	No Variant	4
Fireheart	54648	Rainbow (5 Suits)	4
Fireheart	55027	White & Dark Brown (6 Suits)	4
Fireheart	55029	White & Dark Brown (6 Suits)	4
Fireheart	55385	Rainbow & White (6 Suits)	4
Fireheart	55419	Rainbow & White (6 Suits)	4
Fireheart	55990	No Variant	4
Fireheart	56799	Ambiguous & Rainbow (5 Suits)	4
Fireheart	56939	Rainbow & White (5 Suits)	4
Fireheart	57117	Rainbow (5 Suits)	4
Fireheart	57180	Pink & White (6 Suits)	4
Fireheart	57412	Light Pink (6 Suits)	4
Fireheart	57891	Dark Rainbow (6 Suits)	4
Fireheart	58151	Up or Down (6 Suits)	4
Fireheart	58188	Null & Dark Brown (6 Suits)	4
Fireheart	58811	Up or Down & Pink (5 Suits)	4
Fireheart	58939	Rainbow-Ones & Pink (5 Suits)	4
Fireheart	58950	Rainbow & Dark Pink (6 Suits)	4
Fireheart	59104	Up or Down (6 Suits)	4
Fireheart	59656	Up or Down & Rainbow (5 Suits)	4
Fireheart	59801	Up or Down (6 Suits)	4
Fireheart	59803	Up or Down (5 Suits)	4
Fireheart	59804	Up or Down (6 Suits)	4
Fireheart	60034	No Variant	4
Fireheart	60431	Rainbow & Pink (6 Suits)	4
Fireheart	60917	Black & Null (6 Suits)	4
Fireheart	62975	Up or Down & Rainbow (6 Suits)	4
Fireheart	63165	Rainbow & Dark Omni (6 Suits)	4
Fireheart	63432	Black & Brown (6 Suits)	4
Fireheart	63470	Up or Down & Brown (5 Suits)	4
Fireheart	64230	Up or Down & Brown (6 Suits)	4
Fireheart	65006	Brown & Omni (6 Suits)	4
Fireheart	65415	Black & Null (5 Suits)	4
Fireheart	66775	No Variant	4
Fireheart	66955	6 Suits	4
Fireheart	67485	Brown & Omni (5 Suits)	4
Fireheart	68082	White & Brown (6 Suits)	4
Fireheart	68927	Up or Down & White (6 Suits)	4
Fireheart	69314	Brown & Omni (6 Suits)	4
Fireheart	70539	Color Blind (5 Suits)	4
Fireheart	70573	Ambiguous & Dual-Color	4
Fireheart	71635	Dual-Color (6 Suits)	4
Fireheart	71739	Brown (6 Suits)	4
Fireheart	71781	Throw It in a Hole (6 Suits)	4
Fireheart	72509	Brown & Gray (5 Suits)	4
Fireheart	72997	Dual-Color (6 Suits)	4
Fireheart	74212	Black & Pink (6 Suits)	4
Fireheart	74338	Ambiguous & Rainbow (5 Suits)	4
Fireheart	74515	Extremely Ambiguous (6 Suits)	4
Fireheart	74517	Extremely Ambiguous (6 Suits)	4
Fireheart	75564	Dual-Color Mix	4
Fireheart	77135	Rainbow (5 Suits)	4
Fireheart	77635	White & Null (6 Suits)	4
Fireheart	78652	Rainbow (5 Suits)	4
Fireheart	79481	White & Null (6 Suits)	4
Fireheart	83078	Dual-Color & Rainbow (6 Suits)	4
Fireheart	83102	Rainbow & White (6 Suits)	4
Fireheart	86748	Up or Down & Omni (5 Suits)	4
Fireheart	130187	Rainbow-Ones & Rainbow (6 Suits)	4
Fireheart	154227	No Variant	4
Fireheart	161784	Muddy-Rainbow-Ones & Rainbow (5 Suits)	4
Fireheart	219121	Dual-Color & Brown (6 Suits)	4
Fireheart	240644	Rainbow (6 Suits)	4
Fireheart	257897	No Variant	4
Fireheart	400632	Rainbow (5 Suits)	4
Fireheart	405068	Prism (6 Suits)	4
Fireheart	409216	Pink & Prism (6 Suits)	4
Fireheart	414827	Dual-Color & Pink (6 Suits)	4
Fireheart	414882	Dual-Color & White (6 Suits)	4
Fireheart	443005	Rainbow & Gray Pink (6 Suits)	4
Fireheart	631692	Rainbow & Brown (5 Suits)	4
Fireheart	641468	Omni & Prism (5 Suits)	4
Fireheart	641478	Omni & Prism (5 Suits)	4
Fireheart	641500	Brown-Fives & Dark Omni (5 Suits)	4
Fireheart	642485	Omni & Muddy Rainbow (6 Suits)	4
Fireheart	642498	Omni & Muddy Rainbow (6 Suits)	4
Fireheart	664115	Pink-Ones & Muddy Rainbow (6 Suits)	4
Fireheart	47065	4 Suits	3
Fireheart	47380	6 Suits	3
Fireheart	47386	White (6 Suits)	3
Fireheart	47431	No Variant	3
Fireheart	47512	No Variant	3
Fireheart	47536	No Variant	3
Fireheart	47798	Rainbow (5 Suits)	3
Fireheart	47828	No Variant	3
Fireheart	48108	No Variant	3
Fireheart	48112	4 Suits	3
Fireheart	48332	No Variant	3
Fireheart	48350	No Variant	3
Fireheart	48428	Rainbow (6 Suits)	3
Fireheart	49035	Dual-Color (6 Suits)	3
Fireheart	49037	No Variant	3
Fireheart	49043	No Variant	3
Fireheart	49156	No Variant	3
Fireheart	49175	Black (6 Suits)	3
Fireheart	49180	No Variant	3
Fireheart	49358	No Variant	3
Fireheart	49550	6 Suits	3
Fireheart	49602	Gray (6 Suits)	3
Fireheart	49618	No Variant	3
Fireheart	49881	Null (6 Suits)	3
Fireheart	49915	Rainbow & White (6 Suits)	3
Fireheart	49916	Rainbow & White (5 Suits)	3
Fireheart	50012	Up or Down (6 Suits)	3
Fireheart	50170	Muddy Rainbow (6 Suits)	3
Fireheart	50283	No Variant	3
Fireheart	51530	Pink & Dark Rainbow (6 Suits)	3
Fireheart	52382	Omni (5 Suits)	3
Fireheart	52717	Clue Starved (5 Suits)	3
Fireheart	52739	Omni (5 Suits)	3
Fireheart	52748	Black & White (5 Suits)	3
Fireheart	52755	Rainbow & White (6 Suits)	3
Fireheart	53047	Pink & White (5 Suits)	3
Fireheart	53049	Pink & White (5 Suits)	3
Fireheart	53053	White & Dark Rainbow (5 Suits)	3
Fireheart	53380	Dark Rainbow (6 Suits)	3
Fireheart	53451	Black & Gray (6 Suits)	3
Fireheart	53479	Dark Pink (6 Suits)	3
Fireheart	53481	Dark Pink (6 Suits)	3
Fireheart	54016	White (4 Suits)	3
Fireheart	54028	No Variant	3
Fireheart	54404	No Variant	3
Fireheart	54448	6 Suits	3
Fireheart	54449	Rainbow (6 Suits)	3
Fireheart	54454	Omni (6 Suits)	3
Fireheart	54461	White (6 Suits)	3
Fireheart	54495	No Variant	3
Fireheart	54619	Rainbow (5 Suits)	3
Fireheart	54642	Rainbow (5 Suits)	3
Fireheart	54652	Rainbow (5 Suits)	3
Fireheart	54690	Rainbow (5 Suits)	3
Fireheart	54736	Rainbow-Ones (6 Suits)	3
Fireheart	54900	Omni (6 Suits)	3
Fireheart	54902	Omni (5 Suits)	3
Fireheart	55113	Dual-Color & Rainbow (6 Suits)	3
Fireheart	55339	Rainbow (6 Suits)	3
Fireheart	55386	Rainbow & White (6 Suits)	3
Fireheart	55422	No Variant	3
Fireheart	55500	Pink & Brown (6 Suits)	3
Fireheart	55667	Rainbow (5 Suits)	3
Fireheart	55684	Alternating Clues (5 Suits)	3
Fireheart	56113	Black & Brown (6 Suits)	3
Fireheart	56148	Muddy Rainbow (6 Suits)	3
Fireheart	56305	Dark Brown (6 Suits)	3
Fireheart	56430	Black & Omni (6 Suits)	3
Fireheart	56599	Black & Rainbow (6 Suits)	3
Fireheart	56888	Black & Pink (6 Suits)	3
Fireheart	57070	Rainbow & Omni (5 Suits)	3
Fireheart	57084	Rainbow & Omni (5 Suits)	3
Fireheart	57104	Pink & Omni (5 Suits)	3
Fireheart	57108	Black & Omni (5 Suits)	3
Fireheart	57164	Black & White (6 Suits)	3
Fireheart	57199	Gray (5 Suits)	3
Fireheart	57200	Gray (6 Suits)	3
Fireheart	57325	Brown (5 Suits)	3
Fireheart	57431	Black & White (6 Suits)	3
Fireheart	57666	Muddy Rainbow (6 Suits)	3
Fireheart	57873	Omni (6 Suits)	3
Fireheart	57887	Up or Down & Rainbow (6 Suits)	3
Fireheart	57905	Gray (5 Suits)	3
Fireheart	58134	Pink (6 Suits)	3
Fireheart	58135	Pink-Fives & Rainbow (5 Suits)	3
Fireheart	58154	Up or Down (6 Suits)	3
Fireheart	58513	Ambiguous (6 Suits)	3
Fireheart	58807	Pink (6 Suits)	3
Fireheart	58908	Light Pink (5 Suits)	3
Fireheart	58919	Ambiguous & Rainbow (5 Suits)	3
Fireheart	58964	6 Suits	3
Fireheart	59106	Up or Down & White (5 Suits)	3
Fireheart	59134	Muddy Rainbow (6 Suits)	3
Fireheart	59145	Pink (5 Suits)	3
Fireheart	59313	Null (6 Suits)	3
Fireheart	59532	Black (5 Suits)	3
Fireheart	59540	Muddy Rainbow (6 Suits)	3
Fireheart	59569	Pink (4 Suits)	3
Fireheart	59652	Up or Down & Rainbow (5 Suits)	3
Fireheart	59783	White & Dark Pink (6 Suits)	3
Fireheart	59811	Up or Down & Rainbow (6 Suits)	3
Fireheart	60032	No Variant	3
Fireheart	60065	Black & Rainbow (5 Suits)	3
Fireheart	60198	Cocoa Rainbow (6 Suits)	3
Fireheart	60203	Up or Down & Brown (6 Suits)	3
Fireheart	60270	Dark Pink (5 Suits)	3
Fireheart	60368	Rainbow & White (5 Suits)	3
Fireheart	60377	Up or Down & Rainbow (6 Suits)	3
Fireheart	60415	Rainbow & Pink (6 Suits)	3
Fireheart	60575	Pink & Brown (6 Suits)	3
Fireheart	60900	Null (6 Suits)	3
Fireheart	60901	Null (6 Suits)	3
Fireheart	61104	Rainbow & Pink (5 Suits)	3
Fireheart	61251	Up or Down & Omni (6 Suits)	3
Fireheart	61308	Black & White (6 Suits)	3
Fireheart	61315	Duck (5 Suits)	3
Fireheart	61333	Black & Rainbow (5 Suits)	3
Fireheart	61360	Dark Brown (5 Suits)	3
Fireheart	61641	No Variant	3
Fireheart	61649	No Variant	3
Fireheart	61813	Light Pink (6 Suits)	3
Fireheart	61863	No Variant	3
Fireheart	62027	Up or Down & Rainbow (6 Suits)	3
Fireheart	62028	Up or Down & Rainbow (6 Suits)	3
Fireheart	62088	6 Suits	3
Fireheart	62303	Black & Pink (6 Suits)	3
Fireheart	62524	White (5 Suits)	3
Fireheart	62526	White (5 Suits)	3
Fireheart	63186	Rainbow & Dark Brown (5 Suits)	3
Fireheart	63309	Rainbow & White (6 Suits)	3
Fireheart	63643	Up or Down & Omni (6 Suits)	3
Fireheart	63761	White & Omni (6 Suits)	3
Fireheart	63827	White & Omni (6 Suits)	3
Fireheart	63895	Up or Down & Pink (6 Suits)	3
Fireheart	63998	Null (5 Suits)	3
Fireheart	64001	Null (5 Suits)	3
Fireheart	64521	Black & Rainbow (6 Suits)	3
Fireheart	64858	Black & Omni (5 Suits)	3
Fireheart	65105	Black & Omni (6 Suits)	3
Fireheart	65221	Rainbow (5 Suits)	3
Fireheart	65379	Black (5 Suits)	3
Fireheart	65430	Black & Dark Rainbow (6 Suits)	3
Fireheart	65454	Omni & Dark Pink (6 Suits)	3
Fireheart	65631	Muddy Rainbow (5 Suits)	3
Fireheart	65696	Black & Null (5 Suits)	3
Fireheart	65836	Dark Rainbow (6 Suits)	3
Fireheart	66039	Gray Pink (6 Suits)	3
Fireheart	66397	Null (6 Suits)	3
Fireheart	66498	Brown & Dark Rainbow (6 Suits)	3
Fireheart	66510	Gray Pink (6 Suits)	3
Fireheart	66671	Brown & Gray (6 Suits)	3
Fireheart	66725	Black & Null (5 Suits)	3
Fireheart	66823	Null (5 Suits)	3
Fireheart	66852	Pink & Dark Rainbow (5 Suits)	3
Fireheart	68071	Omni & Null (4 Suits)	3
Fireheart	68073	Omni & Null (4 Suits)	3
Fireheart	68083	Black & Dark Rainbow (6 Suits)	3
Fireheart	68122	Ambiguous & White (5 Suits)	3
Fireheart	68375	Up or Down & Pink (6 Suits)	3
Fireheart	68631	Rainbow & Null (4 Suits)	3
Fireheart	68635	Rainbow & Null (4 Suits)	3
Fireheart	68760	Light Pink (6 Suits)	3
Fireheart	68883	Gray Pink (6 Suits)	3
Fireheart	68905	Gray Pink (6 Suits)	3
Fireheart	68922	Pink & Dark Omni (5 Suits)	3
Fireheart	68924	Up or Down & White (6 Suits)	3
Fireheart	69317	Brown & Omni (6 Suits)	3
Fireheart	70026	Rainbow & Pink (5 Suits)	3
Fireheart	70030	Gray Pink (6 Suits)	3
Fireheart	70472	Up or Down & Null (6 Suits)	3
Fireheart	70486	Light Pink (6 Suits)	3
Fireheart	70540	Color Blind (6 Suits)	3
Fireheart	70561	Totally Blind (6 Suits)	3
Fireheart	70703	Rainbow & White (5 Suits)	3
Fireheart	70741	No Variant	3
Fireheart	70945	No Variant	3
Fireheart	70953	Pink & Brown (6 Suits)	3
Fireheart	71066	Brown & Gray (6 Suits)	3
Fireheart	71067	Brown & Gray (6 Suits)	3
Fireheart	71072	Rainbow & Gray (6 Suits)	3
Fireheart	71780	Throw It in a Hole (6 Suits)	3
Fireheart	72075	Rainbow (5 Suits)	3
Fireheart	72151	Brown (6 Suits)	3
Fireheart	72645	Dual-Color (6 Suits)	3
Fireheart	72836	White & Null (5 Suits)	3
Fireheart	73001	Extremely Ambiguous (5 Suits)	3
Fireheart	73286	Null & Dark Rainbow (5 Suits)	3
Fireheart	73298	Omni & Dark Rainbow (6 Suits)	3
Fireheart	73558	Rainbow (4 Suits)	3
Fireheart	73831	Pink & White (6 Suits)	3
Fireheart	73919	Rainbow (5 Suits)	3
Fireheart	73921	Rainbow (5 Suits)	3
Fireheart	74201	Null (5 Suits)	3
Fireheart	74222	Black & Pink (6 Suits)	3
Fireheart	74332	Black & Pink (6 Suits)	3
Fireheart	74567	Rainbow-Ones (5 Suits)	3
Fireheart	74618	White & Dark Omni (6 Suits)	3
Fireheart	74629	Omni & Dark Pink (6 Suits)	3
Fireheart	74639	Null (6 Suits)	3
Fireheart	76411	White (5 Suits)	3
Fireheart	76483	No Variant	3
Fireheart	76885	Pink & Brown (5 Suits)	3
Fireheart	77105	Gray (6 Suits)	3
Fireheart	77131	Rainbow (6 Suits)	3
Fireheart	77479	Omni & Dark Pink (6 Suits)	3
Fireheart	77480	Omni & Dark Pink (5 Suits)	3
Fireheart	77486	No Variant	3
Fireheart	77628	White & Null (6 Suits)	3
Fireheart	78662	Black & Omni (6 Suits)	3
Fireheart	79472	White & Dark Rainbow (5 Suits)	3
Fireheart	81429	Dark Omni (6 Suits)	3
Fireheart	83065	Dual-Color & Rainbow (6 Suits)	3
Fireheart	83470	Light Pink (4 Suits)	3
Fireheart	83476	White & Omni (5 Suits)	3
Fireheart	92142	Up or Down & Omni (6 Suits)	3
Fireheart	92165	Dual-Color Mix	3
Fireheart	92834	Up or Down & Omni (5 Suits)	3
Fireheart	95708	No Variant	3
Fireheart	96411	Black & Brown (6 Suits)	3
Fireheart	97105	Brown-Ones & Dark Omni (6 Suits)	3
Fireheart	105709	Rainbow (6 Suits)	3
Fireheart	105720	Rainbow (6 Suits)	3
Fireheart	105730	Rainbow (6 Suits)	3
Fireheart	107099	Throw It in a Hole & White (6 Suits)	3
Fireheart	107158	Throw It in a Hole & White (6 Suits)	3
Fireheart	114801	Pink-Fives (6 Suits)	3
Fireheart	128114	White & Dark Brown (6 Suits)	3
Fireheart	130154	Rainbow-Ones & Light Pink (5 Suits)	3
Fireheart	137827	No Variant	3
Fireheart	152067	Rainbow (5 Suits)	3
Fireheart	153511	White-Ones (6 Suits)	3
Fireheart	154819	White & Null (6 Suits)	3
Fireheart	156829	Black & Rainbow (5 Suits)	3
Fireheart	156858	Rainbow (6 Suits)	3
Fireheart	158021	Rainbow (6 Suits)	3
Fireheart	158247	Rainbow & Brown (6 Suits)	3
Fireheart	158308	Rainbow (6 Suits)	3
Fireheart	160232	Up or Down & Muddy Rainbow (5 Suits)	3
Fireheart	161734	Up or Down & Muddy Rainbow (5 Suits)	3
Fireheart	216236	Up or Down & Muddy Rainbow (5 Suits)	3
Fireheart	219275	Dual-Color & Brown (6 Suits)	3
Fireheart	223146	Up or Down & Rainbow (5 Suits)	3
Fireheart	237478	Dual-Color & Rainbow (6 Suits)	3
Fireheart	237492	Dual-Color & Rainbow (6 Suits)	3
Fireheart	238618	Dual-Color & Rainbow (6 Suits)	3
Fireheart	241230	Rainbow (5 Suits)	3
Fireheart	251713	Black & Gray (6 Suits)	3
Fireheart	254448	No Variant	3
Fireheart	256251	Rainbow-Fives & White (5 Suits)	3
Fireheart	268915	Brown (6 Suits)	3
Fireheart	277355	Rainbow (6 Suits)	3
Fireheart	285528	Dark Rainbow (5 Suits)	3
Fireheart	293962	No Variant	3
Fireheart	295679	No Variant	3
Fireheart	295726	No Variant	3
Fireheart	302274	No Variant	3
Fireheart	308808	Ambiguous & Brown (5 Suits)	3
Fireheart	367881	Pink & Omni (5 Suits)	3
Fireheart	401483	Rainbow & Null (6 Suits)	3
Fireheart	411268	Cow & Pig (6 Suits)	3
Fireheart	416109	Special Mix (6 Suits)	3
Fireheart	422012	Rainbow & Gray (5 Suits)	3
Fireheart	435354	No Variant	3
Fireheart	443017	Rainbow & Gray Pink (6 Suits)	3
Fireheart	444089	Rainbow & Gray Pink (5 Suits)	3
Fireheart	445807	Up or Down & Light Pink (5 Suits)	3
Fireheart	445940	Pink-Fives & Muddy Rainbow (5 Suits)	3
Fireheart	445984	Up or Down & Muddy Rainbow (6 Suits)	3
Fireheart	446708	Color Mute (6 Suits)	3
Fireheart	446718	Color Mute (6 Suits)	3
Fireheart	465814	Up or Down & Prism (6 Suits)	3
Fireheart	465823	Up or Down & Prism (6 Suits)	3
Fireheart	628120	Light-Pink-Ones & Dark Pink (5 Suits)	3
Fireheart	628131	Rainbow-Ones & Light Pink (5 Suits)	3
Fireheart	629704	Rainbow-Fives & Dark Prism (5 Suits)	3
Fireheart	631706	Omni & Muddy Rainbow (6 Suits)	3
Fireheart	632428	Pink & Prism (6 Suits)	3
Fireheart	634231	White-Ones & Black (6 Suits)	3
Fireheart	635359	Dark Brown (6 Suits)	3
Fireheart	641416	Dual-Color & White (6 Suits)	3
Fireheart	642478	Omni & Muddy Rainbow (6 Suits)	3
Fireheart	649388	Omni & Light Pink (4 Suits)	3
Fireheart	649497	Omni & Light Pink (4 Suits)	3
Fireheart	654853	Rainbow-Ones & White (6 Suits)	3
Fireheart	677054	Black (6 Suits)	3
Fireheart	759330	Omni & Dark Prism (6 Suits)	3
Fireheart	759436	Omni-Fives & Cocoa Rainbow (6 Suits)	3
Floriman	60975	Pink & Gray (6 Suits)	9
Floriman	72076	Pink (5 Suits)	7
Floriman	662505	Clue Starved & Omni (6 Suits)	7
Floriman	57784	Up or Down (5 Suits)	6
Floriman	57845	White (6 Suits)	6
Floriman	59677	Black & Pink (6 Suits)	6
Floriman	60813	Up or Down & Rainbow (6 Suits)	6
Floriman	60819	Up or Down & Rainbow (6 Suits)	6
Floriman	61742	Up or Down & Rainbow (6 Suits)	6
Floriman	72334	Rainbow (6 Suits)	6
Floriman	75085	Dual-Color (6 Suits)	6
Floriman	85401	6 Suits	6
Floriman	99863	White-Ones (6 Suits)	6
Floriman	100221	Ambiguous (6 Suits)	6
Floriman	123302	Up or Down (6 Suits)	6
Floriman	134653	Up or Down (6 Suits)	6
Floriman	258940	Black (6 Suits)	6
Floriman	391474	Up or Down & Brown (5 Suits)	6
Floriman	497428	Null (5 Suits)	6
Floriman	691040	White-Fives & Rainbow (6 Suits)	6
Floriman	56559	White (6 Suits)	5
Floriman	59199	Pink (6 Suits)	5
Floriman	61519	Light Pink (6 Suits)	5
Floriman	64843	Clue Starved (6 Suits)	5
Floriman	65346	Up or Down & Pink (6 Suits)	5
Floriman	65348	Up or Down & Omni (6 Suits)	5
Floriman	65734	Up or Down (6 Suits)	5
Floriman	65901	6 Suits	5
Floriman	70582	Throw It in a Hole (6 Suits)	5
Floriman	71312	Dark Rainbow (6 Suits)	5
Floriman	75084	Dual-Color (6 Suits)	5
Floriman	80123	Brown (5 Suits)	5
Floriman	86206	No Variant	5
Floriman	88460	Rainbow (6 Suits)	5
Floriman	94368	6 Suits	5
Floriman	117358	Ambiguous Mix	5
Floriman	156253	No Variant	5
Floriman	181397	Light Pink & Gray (6 Suits)	5
Floriman	188081	White & Dark Brown (6 Suits)	5
Floriman	217309	Rainbow (6 Suits)	5
Floriman	219815	Ambiguous & Pink (5 Suits)	5
Floriman	222112	Rainbow (6 Suits)	5
Floriman	246717	Rainbow (6 Suits)	5
Floriman	261849	Dual-Color (6 Suits)	5
Floriman	294219	Brown & Prism (6 Suits)	5
Floriman	307753	Rainbow (6 Suits)	5
Floriman	312741	Gray (6 Suits)	5
Floriman	317293	Dark Pink (6 Suits)	5
Floriman	380281	Cocoa Rainbow (6 Suits)	5
Floriman	384965	Reversed (6 Suits)	5
Floriman	409805	Dual-Color Mix	5
Floriman	414688	Up or Down & Rainbow (6 Suits)	5
Floriman	414900	No Variant	5
Floriman	446643	Throw It in a Hole (6 Suits)	5
Floriman	450721	Special Mix (6 Suits)	5
Floriman	541437	Muddy Rainbow & Prism (5 Suits)	5
Floriman	550099	Rainbow & Omni (6 Suits)	5
Floriman	595309	Clue Starved & Pink (6 Suits)	5
Floriman	633718	Gray Reversed (6 Suits)	5
Floriman	692596	No Variant	5
Floriman	706361	Synesthesia & Rainbow (6 Suits)	5
Floriman	786917	Rainbow-Ones & Gray (6 Suits)	5
Floriman	54497	No Variant	4
Floriman	58462	Rainbow-Ones (5 Suits)	4
Floriman	58776	Black (6 Suits)	4
Floriman	59514	Pink (6 Suits)	4
Floriman	60034	No Variant	4
Floriman	60977	No Variant	4
Floriman	61505	Muddy Rainbow (5 Suits)	4
Floriman	62444	No Variant	4
Floriman	62975	Up or Down & Rainbow (6 Suits)	4
Floriman	63691	Black (6 Suits)	4
Floriman	65391	Up or Down & Pink (5 Suits)	4
Floriman	67567	Rainbow & Brown (6 Suits)	4
Floriman	68141	Omni (6 Suits)	4
Floriman	68143	Alternating Clues (5 Suits)	4
Floriman	68773	Black (5 Suits)	4
Floriman	68789	Black (6 Suits)	4
Floriman	68927	Up or Down & White (6 Suits)	4
Floriman	69314	Brown & Omni (6 Suits)	4
Floriman	70924	Brown (6 Suits)	4
Floriman	72032	Pink & Omni (6 Suits)	4
Floriman	72083	White (6 Suits)	4
Floriman	72562	6 Suits	4
Floriman	74184	Omni (6 Suits)	4
Floriman	74338	Ambiguous & Rainbow (5 Suits)	4
Floriman	74362	6 Suits	4
Floriman	75087	Dual-Color (6 Suits)	4
Floriman	75187	Rainbow (6 Suits)	4
Floriman	75516	Rainbow (6 Suits)	4
Floriman	76162	Dual-Color (6 Suits)	4
Floriman	76480	Rainbow (6 Suits)	4
Floriman	76481	Rainbow (6 Suits)	4
Floriman	76699	Black (6 Suits)	4
Floriman	77044	6 Suits	4
Floriman	77520	Rainbow & Dark Brown (6 Suits)	4
Floriman	78652	Rainbow (5 Suits)	4
Floriman	78655	Black (6 Suits)	4
Floriman	78686	6 Suits	4
Floriman	80259	No Variant	4
Floriman	80573	Black & Rainbow (5 Suits)	4
Floriman	81698	Gray Pink (6 Suits)	4
Floriman	83846	6 Suits	4
Floriman	86203	No Variant	4
Floriman	87991	Up or Down & Omni (5 Suits)	4
Floriman	89415	Pink-Fives & Rainbow (6 Suits)	4
Floriman	97949	Rainbow & Light Pink (6 Suits)	4
Floriman	97970	Rainbow & Light Pink (6 Suits)	4
Floriman	99921	White-Fives (6 Suits)	4
Floriman	114539	Rainbow (6 Suits)	4
Floriman	116078	Up or Down (6 Suits)	4
Floriman	121790	Rainbow (6 Suits)	4
Floriman	123327	Brown (5 Suits)	4
Floriman	134569	Up or Down (6 Suits)	4
Floriman	134826	Up or Down & Rainbow (5 Suits)	4
Floriman	139560	No Variant	4
Floriman	150701	Pink & Brown (5 Suits)	4
Floriman	152180	Special Mix (6 Suits)	4
Floriman	168601	Dual-Color & Rainbow (6 Suits)	4
Floriman	168653	Pink & Brown (6 Suits)	4
Floriman	181511	6 Suits	4
Floriman	182531	Light-Pink-Fives & Pink (6 Suits)	4
Floriman	186744	Clue Starved (6 Suits)	4
Floriman	188098	White & Dark Brown (6 Suits)	4
Floriman	190732	Null (6 Suits)	4
Floriman	191787	Omni (6 Suits)	4
Floriman	193023	Rainbow (6 Suits)	4
Floriman	202706	Dual-Color Mix	4
Floriman	207912	Alternating Clues & Pink (6 Suits)	4
Floriman	210669	Dual-Color & Brown (6 Suits)	4
Floriman	210694	Dual-Color & Omni (6 Suits)	4
Floriman	219759	Dual-Color & Brown (6 Suits)	4
Floriman	233393	Up or Down (6 Suits)	4
Floriman	245333	Brown-Fives & Pink (6 Suits)	4
Floriman	257067	Dual-Color (6 Suits)	4
Floriman	257141	Pink & Brown (5 Suits)	4
Floriman	257897	No Variant	4
Floriman	264485	6 Suits	4
Floriman	267232	Rainbow-Fives & Brown (6 Suits)	4
Floriman	270131	Up or Down & Brown (6 Suits)	4
Floriman	275224	Dual-Color & Pink (6 Suits)	4
Floriman	284027	White-Ones & Prism (6 Suits)	4
Floriman	287355	White & Prism (6 Suits)	4
Floriman	287390	Rainbow (5 Suits)	4
Floriman	294302	Rainbow (6 Suits)	4
Floriman	296782	Null (5 Suits)	4
Floriman	302654	Rainbow (6 Suits)	4
Floriman	304171	Rainbow & Brown (6 Suits)	4
Floriman	305564	Prism (6 Suits)	4
Floriman	307769	Rainbow (6 Suits)	4
Floriman	307821	Black & Omni (6 Suits)	4
Floriman	320314	White & Prism (6 Suits)	4
Floriman	325281	Rainbow & Prism (6 Suits)	4
Floriman	330033	Clue Starved & Light Pink (5 Suits)	4
Floriman	332704	Rainbow (5 Suits)	4
Floriman	332731	Prism (5 Suits)	4
Floriman	337074	Brown & Prism (6 Suits)	4
Floriman	340938	Black (6 Suits)	4
Floriman	378952	Up or Down & Brown (5 Suits)	4
Floriman	381990	Dark Pink (6 Suits)	4
Floriman	383196	White & Gray Pink (6 Suits)	4
Floriman	384912	Up or Down (6 Suits)	4
Floriman	399077	Clue Starved & White (6 Suits)	4
Floriman	401109	Rainbow & Light Pink (6 Suits)	4
Floriman	404148	Brown & Prism (6 Suits)	4
Floriman	405167	Rainbow (6 Suits)	4
Floriman	406632	Dual-Color Mix	4
Floriman	414882	Dual-Color & White (6 Suits)	4
Floriman	415663	Muddy Rainbow (6 Suits)	4
Floriman	425300	White-Ones & Prism (5 Suits)	4
Floriman	443005	Rainbow & Gray Pink (6 Suits)	4
Floriman	479615	Prism Reversed (5 Suits)	4
Floriman	534769	Dark Rainbow Reversed (6 Suits)	4
Floriman	540425	Gray Reversed (6 Suits)	4
Floriman	541905	Rainbow Reversed (6 Suits)	4
Floriman	546724	Up or Down & Pink (6 Suits)	4
