Players	Avg eff	Num of games
Dr_Kakashi, Fireheart, IAMJEFF, kopen, micerang	3.0	1
Lanvin, MangoPie, robense, will.i.am	2.78	1
Dr_Kakashi, Floriman, IAMGUESSING, MasN, sin_faith	2.22	1
asaelr, James, kopen, Kyle, micerang	2.22	1
avanderwalde, derekcheah, ejwu, piper, rkass	2.22	1
aprairie, Forte, silentwatcher, sjdrodge	2.11	3
4head, ace201, MarkusKahlsen	2.08	1
Dr_Kakashi, Floriman, kimbifille, scharkbite, Valetta6789	2.08	1
Dr_Kakashi, HelanaAshryvr, IAMJEFF, kimbifille, scharkbite	2.08	1
James, kimbifille, Kyle	2.08	1
Kyle, Lanvin, Libster	2.08	1
Kyle, Livia, pianoblook, piper, scharkbite	2.08	1
Lanvin, macanek, rz, wump	2.08	1
ace201, HelanaAshryvr, wump	2.08	1
derekcheah, jack67889, Lanvin	2.08	1
derekcheah, pianoblook, piper, scharkbite, TheDaniMan, will.i.am	2.08	1
efaust, prospero, sjdrodge, wjomlex	2.08	1
gideon, Onen, vavke	2.08	1
jack67889, Lanvin, lotem, MarkusKahlsen, sephiroth	2.08	1
jack67889, Lanvin, melwen, wortel, XMIL	2.08	1
aquarelle, indego, jack67889, Lel0uch	2.07	1
florrat2, Libster, NoMercy, sjdrodge	2.01	12
4head, ace201, aitch2, Lanvin, TimeHoodie	2.0	1
Bot-Fiora, griff77, ksfortson, nkkarpov, otterful	2.0	1
Dr_Kakashi, Feer, Maiorskills, micerang, Ptheven	2.0	1
Dr_Kakashi, IAMJEFF, kimbifille, pianoblook	2.0	1
Fey, Lel0uch, ricardodd, sephiroth, sin_faith	2.0	1
Fireheart, Floriman, kimbifille, Kyle, Valetta6789	2.0	1
Floriman, JerryYang, kevincaseytdk1	2.0	1
IAMJEFF, joano580, newduke, newsun, sin_faith	2.0	1
ace201, bjnh, newduke, qqqq	2.0	1
ace201, crossproduct, newduke, newsun, Sturm	2.0	1
ace201, eliclax, ReaverSe	2.0	1
arv, HelanaAshryvr, Sturm, TheDaniMan	2.0	1
arv, Kyle, robense, wshull	2.0	1
efaust, joelwool, kemurphy, micerang, sjdrodge	2.0	1
Cory, florrat2, Hunter, James	1.94	1
Dr_Kakashi, kevincaseytdk1, kimbifille, pianoblook, piper	1.94	1
4head, DMoney, Kyle, Nitrate	1.92	1
Aluap, Amy2, catula, nitawa, Sucubis	1.92	1
Aluap, aquarelle, nitawa, Sucubis, TimeHoodie	1.92	1
Andreasz, chrroom, joano580, percolate	1.92	1
Bot-Fiora, indego, kevincaseytdk1, MarkusKahlsen, sephiroth	1.92	1
ChristopheAF, Floriman, IsabeltheCat, Jake_Stiles, sephiroth	1.92	1
DMoney, pianoblook, piper, plus, will.i.am	1.92	1
Dr_Kakashi, Floriman, kimbifille, Pablo-, piper	1.92	1
Fireheart, Floriman, Kyle	1.92	1
Fireheart, Floriman, Livia, scharkbite	1.92	1
Fireheart, IAMJEFF, kopen, Valetta6789	1.92	1
Floriman, James, Livia, padi	1.92	1
Floriman, Kyle, melwen, TheDaniMan, will.i.am	1.92	1
Floriman, kimbifille, pianoblook, piper, sjdrodge	1.92	1
Floriman, pianoblook, postmans, timotree, Zakisan	1.92	1
HelanaAshryvr, indego, katian, Lanvin, Sucubis	1.92	1
Lanvin, MarkusKahlsen, newduke, Pablo-	1.92	1
Lanvin, MarkusKahlsen, newsun, will.i.am	1.92	1
Lanvin, ReaverSe, squirrel1988	1.92	1
Lel0uch, MarkusKahlsen, rachyrules	1.92	1
MarkusKahlsen, plus, Zakisan	1.92	1
MarkusKahlsen, sephiroth, will.i.am	1.92	1
ace201, ADrone, MangoPie, MarkusKahlsen	1.92	1
ace201, Dr_Kakashi, IAMJEFF, newduke	1.92	1
ace201, arv, newduke, ReaverSe, sinuni_hung	1.92	1
ace201, derekcheah, Dr_Kakashi, TheDaniMan	1.92	1
ace201, indego, Lel0uch, melwen	1.92	1
aitch2, Lanvin, robense	1.92	1
antitelharsic, indego, Lel0uch, sephiroth, VerySloppyTwo	1.92	1
aquarelle, jack67889, Lanvin	1.92	1
asaelr, DMoney, kacasey4, Lanvin	1.92	1
asaelr, Dr_Kakashi, kimbifille, Kyle	1.92	1
avanderwalde, DMoney, Floriman, Kyle, TimeHoodie	1.92	1
avanderwalde, ejwu, Feich59, JerryYang, rkass	1.92	1
bjnh, Fafrd, HelanaAshryvr, scharkbite	1.92	1
bjnh, Lanvin, MarkusKahlsen	1.92	1
bjnh, newduke, Wittvector, zeinab001	1.92	1
catula, eliclax, jack67889, nitawa, Sucubis	1.92	1
catula, jack67889, nitawa, Pablo-, Sucubis	1.92	1
caña, gideon, reychen	1.92	1
derekcheah, HelanaAshryvr, MarkusKahlsen	1.92	1
derekcheah, plus, TheDaniMan, Zakisan	1.92	1
dobi, indego, pianoblook	1.92	1
doctorabi, IAMJEFF, katian, Livia, Wittvector	1.92	1
efaust, Feer, kemurphy, sjdrodge	1.92	1
emilyzhao, squidgetx, TheDaniMan, TimeHoodie	1.92	1
indego, Lanvin, MangoPie, melwen	1.92	1
jack67889, robense, sephiroth, Wittvector, Zakisan	1.92	1
joano580, newduke, Sturm, TheDaniMan	1.92	1
joelw, newduke, nkkarpov	1.92	1
kevincaseytdk1, Kyle, newsun	1.92	1
kimbifille, pianoblook, scharkbite, squirrel1988, wump	1.92	1
lotem, Nitrate2, sin_faith, TimeHoodie	1.92	1
maxeymo, sin_faith, TheDaniMan	1.92	1
Dr_Kakashi, Floriman, kimbifille, Valetta6789	1.91	4
4head, aitch2, kacasey1, Sturm	1.88	1
ADrone, Floriman, kimbifille, pianoblook, piper	1.88	1
Aluap, antitelharsic, nitawa, Sucubis, XMIL	1.88	1
Bot-Fiora, Dr_Kakashi, HelanaAshryvr, IAMJEFF, sin_faith	1.88	1
ChristopheAF, indego, Pablo-, Sturm, Tailz	1.88	1
DMoney, Dr_Kakashi, Fey, kimbifille, TimeHoodie	1.88	1
DMoney, Dr_Kakashi, honzas, kimbifille, lotem, plus	1.88	1
DMoney, Dr_Kakashi, kimbifille, pianoblook	1.88	1
Dr_Kakashi, Kyle, Pablo-, pianoblook, piper	1.88	1
Lel0uch, MarkusKahlsen, melwen, orucsoraihc, TimeHoodie	1.88	1
Lel0uch, melwen, Ntalakas, ntinta, Takis	1.88	1
ace201, Dr_Kakashi, MangoPie, MarkusKahlsen, TheDaniMan	1.88	1
ace201, frosty104, newduke	1.88	1
bjnh, ksfortson, ReaverSe, wump, yuto	1.88	1
cockdestroyer, melwen, wump	1.88	1
derekcheah, micerang, newduke, Zakisan	1.88	1
dobi, Lanvin, melwen, scharkbite	1.88	1
eliclax, joelw, newduke	1.88	1
emilyzhao, MarkusKahlsen, plus, Smandon, squidgetx	1.88	1
hakha3, Kyle, sephiroth, TimeHoodie, Zakisan	1.88	1
indego, Lel0uch, MangoPie, melwen, sin_faith	1.88	1
4head, ace201, arv, joelw, newduke	1.85	1
DMoney, Kyle, timotree	1.85	1
Dr_Kakashi, kimbifille, TheDaniMan, TimeHoodie	1.85	1
Dr_Kakashi, kimbifille, padi, piper	1.85	1
ace201, frosty104, newduke, sin_faith	1.85	1
kevincaseytdk1, level_23, MarkusKahlsen	1.85	1
Kyle, ReaverSe, sinuni_hung	1.84	3
bulbasaur, charmander, sin_faith, squirtle, superbipbip	1.83	2
kimbifille, pianoblook, piper, sjdrodge	1.83	3
4head, ace201, arv, joelw, newduke, ReaverSe	1.82	1
ADrone, Kyle, micerang, TeamLolz, TimeHoodie	1.82	1
ADrone, arv, Kyle, MarkusKahlsen, piper	1.82	1
Bot-Fiora, dramos, joelw, newduke, scharkbite	1.82	1
Carunty, frosty104, justinjlee99, sin_faith, voss	1.82	1
Cory, grayfox, James, NoMercy, scharkbite	1.82	1
DMoney, Dr_Kakashi, James, Maiorskills, scharkbite	1.82	1
DaBeast, dobi, HelanaAshryvr, wump	1.82	1
DarthGandalf, knaphill, possum, rahsosprout, Spieler42	1.82	1
Denchulitas, eljavi, jeff10, newduke, TimeHoodie	1.82	1
Dorurung, FrozenStella, ReaverSe, sinuni_hung, ssh8539	1.82	1
Dr_Kakashi, Fireheart, James, kimbifille, kooolant	1.82	1
Dr_Kakashi, Floriman, indego, kimbifille, postmans	1.82	1
Fireheart, padi, plus, scharkbite, Valetta6789	1.82	1
FrozenStella, GameConqueror, ReaverSe, sinuni_hung, ssh8539	1.82	1
HelanaAshryvr, Kyle, MarkusKahlsen, TimeHoodie, wshull	1.82	1
IcyPanda, joano580, posij118, Tailz, yuto	1.82	1
ace201, Dr_Kakashi, TheDaniMan	1.82	1
ace201, joelw, lotem, nkkarpov, omegaxis	1.82	1
angel-a, avanderwalde, Carunty, ejwu, newduke	1.82	1
antitelharsic, Cadenza, mystus, wshull, yagami_black	1.82	1
asaelr, Bonja97, Fey, joelwool, TheDaniMan	1.82	1
asaelr, DMoney, Dr_Kakashi, Floriman, kimbifille	1.82	1
asaelr, derekcheah, Dr_Kakashi, Livia, RaKXeR	1.82	1
asaelr, jeff10, Kyle, melwen, TimeHoodie	1.82	1
bjnh, Damian000, Lanvin, MarcLovesDogs, torp	1.82	1
bob65536, newduke, newsun	1.82	1
florrat2, Hunter, Razgovor, theworstplayer, Yeesh	1.82	1
frosty104, indego, melwen, Nitrate2, sephiroth	1.82	1
4head, Libster, maxeymo, timotree	1.79	1
4head, Neema, TheDaniMan	1.79	1
4head, bjnh, louietyj, torp	1.79	1
4head, indego, kevincaseytdk1, Lanvin, rz	1.79	1
4head, joano580, newsun	1.79	1
4head, newsun, Tailz, TheDaniMan	1.79	1
Ahming, asaelr, James	1.79	1
Alkaven5, frosty104, ksfortson, MarcLovesDogs, StKildaFan	1.79	1
Aluap, nitawa, Nitrate2, Sucubis, XMIL	1.79	1
Amy2, Animex52, catula, Nitrate2, Pablo-, Sucubis	1.79	1
Amy2, Nitrate, rz, wump	1.79	1
BlueNovember, HelanaAshryvr, robense, TimeHoodie	1.79	1
Bonja97, Fireheart, Pablo-	1.79	1
Bonja97, derekcheah, ejwu	1.79	1
Cocorifle, DMoney, maxeymo, wshull	1.79	1
Cory, James, Kyle, NoMercy, scharkbite	1.79	1
DMoney, joano580, Kyle, micerang, Spieler42, TimeHoodie	1.79	1
DaBeast, dobi, newduke, scharkbite	1.79	1
Dr_Kakashi, Floriman, Lanvin, Lel0uch, MarkusKahlsen	1.79	1
Dr_Kakashi, IAMJEFF, NoMercy, qqqq	1.79	1
Dr_Kakashi, IAMJEFF, piper	1.79	1
Dr_Kakashi, kimbifille, kooolant, padi, scharkbite, TimeHoodie	1.79	1
Floriman, Kyle, scharkbite, Zakisan	1.79	1
Floriman, lotem, TimeHoodie	1.79	1
Floriman, newduke, ReaverSe	1.79	1
HelanaAshryvr, Kyle, TimeHoodie	1.79	1
HelanaAshryvr, MarkusKahlsen, pianoblook, TimeHoodie	1.79	1
IAMJEFF, Lel0uch, melwen, Sturm	1.79	1
IAMJEFF, micerang, scharkbite, Valetta6789	1.79	1
JackSnack, jmrtz, micerang, Yaike	1.79	1
James, kevincaseytdk1, plus	1.79	1
Kyle, MarkusKahlsen, robense	1.79	1
Kyle, Pablo-, plus	1.79	1
Lanvin, Lel0uch, MarkusKahlsen, TheDaniMan	1.79	1
Lanvin, Lel0uch, melwen, sin_faith	1.79	1
Lanvin, nitawa, Nitrate2, Sucubis	1.79	1
Lanvin, nitawa, Pablo-, sin_faith	1.79	1
Lel0uch, Sucubis, TimeHoodie	1.79	1
Lel0uch, nitawa, Nitrate2, sin_faith, Sucubis	1.79	1
Libster, NoMercy, Razgovor	1.79	1
MangoPie, rz, wump	1.79	1
MarkusKahlsen, Pablo-, sephiroth	1.79	1
Nitrate, Pablo-, Sucubis	1.79	1
Onen, ricardodd, rz	1.79	1
Ramanujan1729, str8tsknacker, wump	1.79	1
ace201, Andreasz, newduke	1.79	1
ace201, IAMJEFF, newduke, omegaxis	1.79	1
ace201, dobi, mestrepoke, ReaverSe	1.79	1
ace201, jeff10, newduke	1.79	1
ace201, kimbifille, Lanvin, TimeHoodie	1.79	1
ace201, newduke, ReaverSe, Sturm	1.79	1
ace201, omegaxis, TheDaniMan	1.79	1
aitch2, dobi, HelanaAshryvr, Lanvin	1.79	1
antitelharsic, Razvogor, Valetta6789	1.79	1
antitelharsic, aquarelle, HelanaAshryvr, Lanvin, melwen, squirrel1988	1.79	1
arv, MangoPie, newduke, Onen, ReaverSe	1.79	1
arv, asaelr, TheDaniMan	1.79	1
asaelr, DaBeast, hakha3, Lanvin	1.79	1
asaelr, Floriman, Libster	1.79	1
asaelr, macanek, swineherd	1.79	1
asaelr, sephiroth, Syrah, VerySloppyTwo	1.79	1
asaelr, sephiroth, Zakisan	1.79	1
avanderwalde, JerryYang, kevincaseytdk1, pianoblook, piper	1.79	1
avanderwalde, doctorabi, Kyle, melwen, TimeHoodie	1.79	1
bjnh, dobi, HelanaAshryvr, Lanvin, MangoPie	1.79	1
caña, DaBeast, robense	1.79	1
caña, dobi, joelw, rahsosprout	1.79	1
crossproduct, Cynas, frosty104, mystus	1.79	1
derekcheah, DMoney, Kyle, micerang	1.79	1
derekcheah, Lel0uch, sin_faith, TimeHoodie	1.79	1
derekcheah, MarkusKahlsen, sephiroth, TheDaniMan	1.79	1
derekcheah, emilyzhao, squidgetx, will.i.am	1.79	1
derekcheah, indego, Lel0uch, melwen	1.79	1
derekcheah, katian, sephiroth	1.79	1
derekcheah, melwen, TimeHoodie, will.i.am	1.79	1
dobi, Lel0uch, wump	1.79	1
dobi, kappatosity, yuto	1.79	1
dobi, kevincaseytdk1, Lel0uch, rz	1.79	2
doctorabi, Lel0uch, TheDaniMan	1.79	1
doctorabi, eevee, pianoblook	1.79	1
doctorabi, micerang, Onen	1.79	1
efaust, NoMercy, sjdrodge	1.79	1
efaust, micerang, NoMercy, sjdrodge	1.79	1
elamate90, Ibot02, Shadourow, Sturm	1.79	1
florrat2, James, RaKXeR	1.79	1
frosty104, jack67889, pianoblook, plus	1.79	1
indego, Lel0uch, sin_faith, TheDaniMan	1.79	1
indego, MarkusKahlsen, Nitrate	1.79	1
jack67889, Lanvin, nitawa, Nitrate2, Pablo-	1.79	1
joelw, newduke, ReaverSe, sin_faith	1.79	1
joelwool, piper, scharkbite, will.i.am	1.79	1
kevincaseytdk1, Lanvin, robense	1.79	1
kimbifille, Kyle, TimeHoodie	1.79	1
kimbifille, scharkbite, TheDaniMan, will.i.am	1.79	1
kooolant, Lanvin, TimeHoodie	1.79	1
lotem, MarkusKahlsen, melwen	1.79	1
maxeymo, Onen, Ramanujan1729, str8tsknacker	1.79	1
melwen, padi, sephiroth, swineherd, will.i.am	1.79	1
nitawa, Sucubis, wump, XMIL	1.79	1
pianoblook, ReaverSe, sinuni_hung	1.79	1
sephiroth, Sucubis, vEnhance	1.79	1
ADrone, kimbifille, pianoblook, piper, sjdrodge	1.77	2
4head, ReaverSe, wshull	1.76	1
4head, ace201, frosty104, newduke	1.76	1
4head, avanderwalde, rkass	1.76	1
Ahming, avanderwalde, melwen, rkass, TimeHoodie	1.76	1
Andrew_UK, florrat2, James, Libster, sankala	1.76	1
Bonja97, melwen, newduke, scharkbite, TheDaniMan	1.76	1
Bot-Fiora, Lanvin, Lel0uch, melwen, TheDaniMan	1.76	1
Dr_Kakashi, IAMJEFF, indego, Lanvin, Valetta6789	1.76	1
Dr_Kakashi, kimbifille, kooolant, TimeHoodie	1.76	1
Dr_Kakashi, sin_faith, TimeHoodie	1.76	1
FairyBoots, MKQ, mystus, newduke	1.76	1
Fireheart, Floriman, James, scharkbite, Valetta6789	1.76	1
Fireheart, Floriman, pianoblook, Valetta6789	1.76	1
Floriman, frosty104, indego, katian, TheDaniMan	1.76	1
HelanaAshryvr, Kyle, MarkusKahlsen, melwen, TimeHoodie	1.76	2
IAMJEFF, Lanvin, Wittvector	1.76	1
Kyle, Livia, NoMercy, scharkbite, Valetta6789	1.76	1
Lanvin, Lel0uch, MangoPie, sephiroth, Wittvector	1.76	1
Libster, MasN, micerang, Nitrate, Razvogor	1.76	1
ace201, Floriman, robense	1.76	1
ace201, caña, eliclax, frosty104, orucsoraihc	1.76	1
ace201, melwen, TheDaniMan	1.76	1
aitch2, derekcheah, Lanvin	1.76	1
antitelharsic, aquarelle, nitawa, Pablo-, Sucubis	1.76	1
aquarelle, bjnh, corys, TheDaniMan, wump	1.76	1
asaelr, Carunty, kimbifille, Pablo-, TimeHoodie	1.76	1
asaelr, ChristopheAF, Lanvin, Pablo-, ricardodd	1.76	1
asaelr, Dr_Kakashi, scharkbite, will.i.am	1.76	1
asaelr, qqqq, Sucubis	1.76	1
avanderwalde, DMoney, Kyle, plus, scharkbite, TimeHoodie	1.76	1
avanderwalde, dobi, Kyle, Lanvin, newduke	1.76	1
avanderwalde, kevincaseytdk1, kimbifille, pianoblook	1.76	1
avanderwalde, rkass, wump	1.76	1
bob65536, ReaverSe, sinuni_hung	1.76	1
caña, eliclax, rahsosprout	1.76	1
color vs rank, florrat2, Libster, Razgovor, sjdrodge	1.76	1
derekcheah, MarkusKahlsen, melwen, TheDaniMan	1.76	1
derekcheah, kimbifille, melwen, scharkbite, TimeHoodie	1.76	1
dobi, Lanvin, melwen, sin_faith	1.76	1
dobi, indego, Lel0uch, newduke, sin_faith	1.76	1
florrat2, James, Libster, RaKXeR, sankala fan	1.76	1
florrat2, Libster, NoMercy, scharkbite	1.76	1
griff77, IsabeltheCat, lotem, newduke	1.76	1
indego, Lel0uch, VerySloppyTwo	1.76	1
indego, jack67889, Lanvin, MarkusKahlsen	1.76	1
jack67889, Lanvin, nitawa, sin_faith, Sucubis	1.76	1
jack67889, Nitrate2, Sucubis, TimeHoodie	1.76	1
newduke, plus, TheDaniMan, TimeHoodie	1.76	1
newsun, Onen, Sturm	1.76	1
Dr_Kakashi, kimbifille, pianoblook, piper	1.74	5
ace201, MarkusKahlsen, TheDaniMan	1.74	3
DaBeast, derekcheah, TheDaniMan	1.73	2
IAMJEFF, indego, Lanvin, Lel0uch, melwen	1.73	2
catula, Nitrate2, Sucubis	1.73	2
caña, eliclax, tuni	1.73	2
4head, frosty104, qqqq	1.72	1
ADrone, Floriman, kimbifille	1.72	1
Andreasz, bjnh, lotem, MangoPie	1.72	1
Animex52, nitawa, sjdrodge, Sucubis	1.72	1
HelanaAshryvr, omegaxis, Romain672	1.72	1
Ibot02, Libster, sjdrodge	1.72	1
Kyle, melwen, pianoblook, scharkbite	1.72	1
MarkusKahlsen, TheDaniMan, will.i.am	1.72	2
ReaverSe, sinuni_hung, TheDaniMan	1.72	10
ace201, MarkusKahlsen, micerang, TimeHoodie	1.72	1
ace201, derekcheah, Lel0uch, TheDaniMan	1.72	1
ace201, eliclax, frosty104	1.72	1
arv, joelw, newduke	1.72	1
asaelr, Kyle, Lanvin, plus	1.72	1
asaelr, avanderwalde, melwen	1.72	1
asaelr, jack67889, plus	1.72	1
avanderwalde, Kyle, TimeHoodie, timotree	1.72	1
avanderwalde, gideon, rkass	1.72	1
caña, griff77, wump	1.72	1
hallmark, sodiumdebt, timotree	1.72	1
indego, James, Valetta6789	1.72	1
jack67889, Lel0uch, MarkusKahlsen	1.72	1
kacasey1, newduke, newsun, Sturm	1.72	1
DaBeast, DMoney, newduke, TheDaniMan	1.71	1
IAMJEFF, kimbifille, pianoblook, timotree	1.71	1
Kyle, plus, sephiroth	1.71	1
ace201, IAMJEFF, newduke	1.71	1
ace201, antitelharsic, eliclax, scharkbite	1.71	2
asaelr, ReaverSe, sinuni_hung	1.71	2
avanderwalde, pianoblook, rkass	1.71	1
eliclax, IAMJEFF, Lanvin, Lel0uch	1.71	1
jack67889, jeff10, robense	1.71	1
kimbifille, melwen, pianoblook, timotree	1.71	1
Lanvin, MarkusKahlsen, TimeHoodie	1.7	3
Lanvin, ReaverSe, sinuni_hung	1.7	4
derekcheah, Lanvin, TimeHoodie	1.7	4
54321, ReaverSe, sinuni_hung	1.69	2
Cory, florrat2, James	1.69	2
Floriman, kimbifille, pianoblook, piper	1.69	3
aitch2, bob65536, Kyle, Lanvin	1.69	2
asaelr, derekcheah, Lanvin	1.69	2
derekcheah, indego, Lel0uch	1.69	2
jack67889, Lanvin, Nitrate2, Sucubis	1.69	2
nitawa, Nitrate2, Pablo-, Sucubis, XMIL	1.69	2
ADrone, fishcat, Huxley, pianoblook	1.68	2
Dr_Kakashi, IAMJEFF, kimbifille, pianoblook, piper	1.68	2
Dr_Kakashi, Kyle, micerang	1.68	4
asaelr, DMoney, scharkbite, Valetta6789	1.68	2
asaelr, Fireheart, micerang	1.68	2
derekcheah, Lanvin, MarkusKahlsen	1.68	11
4head, DaBeast, Lanvin	1.67	1
4head, DaBeast, joelw, kappatosity	1.67	1
4head, DarthGandalf, kacasey1	1.67	1
4head, Lanvin, ReaverSe, Sturm	1.67	1
4head, TimeHoodie, wshull	1.67	1
4head, arv, DarthGandalf, maxupicchu	1.67	1
4head, arv, Kyle, newduke, Sturm	1.67	1
4head, bjnh, dobi, sephiroth, VerySloppyTwo	1.67	1
4head, crossproduct, yagami_black	1.67	1
4head, eliclax, ReaverSe	1.67	1
4head, joano580, maxupicchu	1.67	1
4head, melwen, Wittvector	1.67	1
4head, vavke, wshull	1.67	1
54321, HelanaAshryvr, yagami_black	1.67	1
ADrone, Floriman, kimbifille, Kyle, pianoblook	1.67	1
ADrone, Kyle, Lanvin, Valetta6789	1.67	1
ADrone, Kyle, sephiroth	1.67	1
ADrone, fishcat, kimbifille, pianoblook, piper	1.67	1
ADrone, hakha3, kimbifille, Pablo-, ricardodd	1.67	1
ADrone, kacasey3, Kyle, MarkusKahlsen	1.67	1
ADrone, kimbifille, Kyle, Lanvin, pianoblook	1.67	1
ADrone, kimbifille, piper	1.67	1
ADrone, pianoblook, piper	1.67	1
ADrone, piper, plus	1.67	1
Ahming, DMoney, Sturm	1.67	1
Ahming, asaelr, Dr_Kakashi, Libster, micerang	1.67	1
Aluap, catula, eliclax, jack67889, nitawa	1.67	1
Amy2, bob65536, IsabeltheCat, wump	1.67	1
Amy2, catula, duckmedic, JackFrost, newduke, wump	1.67	1
Amy2, jack67889, nitawa, Sucubis	1.67	1
Amy2, kevincaseytdk1, Lanvin, MangoPie, melwen	1.67	1
Amy2, sephiroth, Sucubis	1.67	1
Andreasz, elamate90, joano580, ReaverSe, Tailz	1.67	1
Andrew_UK, Asddsa76, darkenblade986, Kakashi, NoMercy	1.67	1
Andrew_UK, florrat2, micerang, scharkbite	1.67	1
Andrey Khesin, James, Libster, Razgovor, scharkbite	1.67	1
Animex52, derekcheah, melwen, Smandon, TheDaniMan	1.67	1
Animex52, robense, TimeHoodie	1.67	1
Asddsa76, James, Razgovor, scharkbite	1.67	1
B1essed, kappatosity, newduke	1.67	1
B1essed, newduke, yuto	1.67	1
BlackFives, DaBeast, HelanaAshryvr, omegaxis	1.67	1
BlueNovember, Crux, Nitrate, Pantheia, randomuser	1.67	1
BlueNovember, DarthGandalf, Nitrate, socerman, tacobot5000	1.67	1
BlueNovember, HelanaAshryvr, kooolant, newduke, omegaxis	1.67	1
BlueNovember, HelanaAshryvr, maddys, Nitrate, piper	1.67	1
BlueNovember, boba, HelanaAshryvr, melwen, Nitrate	1.67	1
BlueNovember, griff77, Nitrate, Pantheia, timotree	1.67	1
Bonja97, melwen, scharkbite, sephiroth	1.67	1
Bot-Fiora, Lanvin, newduke, Nitrate	1.67	1
Bot-Fiora, griff77, kevincaseytdk1, louietyj	1.67	1
BraydonM, louietyj, newduke, padi, qqqq	1.67	1
BraydonM, louietyj, newduke, possum, qqqq	1.67	1
Cadenza, pianoblook, yuto	1.67	1
Carunty, Doge, HelanaAshryvr, Lanvin, ricardodd	1.67	1
ChristopheAF, Fey, jack67889, NumerateClutter	1.67	1
ChristopheAF, Floriman, hakha3, TimeHoodie	1.67	1
ChristopheAF, Lanvin, MangoPie, melwen, Syrah	1.67	1
ChristopheAF, Lanvin, rz, wump	1.67	1
ChristopheAF, Lel0uch, rachyrules, rz	1.67	1
ChristopheAF, dobi, Lanvin	1.67	1
ChristopheAF, duckington, Lanvin, sephiroth	1.67	1
ChristopheAF, kevincaseytdk1, knaphill, Lanvin	1.67	1
ChristopheAF, kevincaseytdk1, micerang, newduke, superbipbip, Wittvector	1.67	1
ChristopheAF, robense, Sturm, TimeHoodie	1.67	1
Cory, James, micerang, wjomlex	1.67	1
Cory, Libster, RaKXeR	1.67	1
Cory, florrat2, James, Libster, Razgovor	1.67	1
CptAggro, eliclax, griff77, lolthisnotderk, torp	1.67	1
DMoney, Dr_Kakashi, Floriman	1.67	1
DMoney, Dr_Kakashi, Floriman, melwen, qbphoenix, sephiroth	1.67	1
DMoney, Floriman, melwen, postmans, scharkbite	1.67	1
DMoney, Kyle, melwen, scharkbite, TimeHoodie	1.67	1
DMoney, Kyle, rachyrules, TimeHoodie, vEnhance	1.67	1
DMoney, TheDaniMan, will.i.am	1.67	1
DMoney, emilyzhao, squidgetx	1.67	1
DMoney, jack67889, Puzzle	1.67	1
DMoney, orucsoraihc, robense, Shadourow, Zakisan	1.67	1
DaBeast, Lanvin, TimeHoodie	1.67	1
DaBeast, katian, Sturm	1.67	1
DarthGandalf, Lanvin, macanek, TimeHoodie	1.67	1
DarthGandalf, joano580, mystus, Sturm, wump	1.67	1
DarthGandalf, kappatosity, wump	1.67	1
DarthGandalf, pianoblook, piper, torp	1.67	1
DarthGandalf, robense, Tailz	1.67	1
Div, Dr_Kakashi, lotem, Nitrate2, padi, sephiroth	1.67	1
Div, Onen, wump	1.67	1
Dr_Kakashi, Fireheart, IAMJEFF, micerang	1.67	1
Dr_Kakashi, Floriman, IAMJEFF	1.67	1
Dr_Kakashi, Floriman, James, scharkbite	1.67	1
Dr_Kakashi, Floriman, kimbifille, Kyle, TheDaniMan	1.67	1
Dr_Kakashi, Floriman, kimbifille, sephiroth	1.67	1
Dr_Kakashi, IAMJEFF, Jake_Stiles, Livia, Valetta6789	1.67	1
Dr_Kakashi, IAMJEFF, kimbifille	1.67	1
Dr_Kakashi, IAMJEFF, pianoblook, piper	1.67	1
Dr_Kakashi, Lanvin, macanek	1.67	1
Dr_Kakashi, Livia, micerang, RaKXeR, wortel	1.67	1
Dr_Kakashi, TheDaniMan, Zakisan	1.67	1
Dr_Kakashi, duckmammal, kimbifille	1.67	2
Dr_Kakashi, honzas, kimbifille, lotem, plus	1.67	1
Dr_Kakashi, kimbifille, Lanvin	1.67	2
Dr_Kakashi, kimbifille, lotem, TimeHoodie	1.67	1
Dr_Kakashi, kopen, RaKXeR, sankala fan, Valetta6789	1.67	1
Dr_Kakashi, micerang, NoMercy	1.67	1
Dr_Kakashi, micerang, qqqq	1.67	1
Dr_Kakashi, scharkbite, Valetta6789	1.67	1
FairyBoots, joelw, katian, Neema, rahsosprout, Varius	1.67	1
FairyBoots, kappatosity, maxeymo	1.67	1
Fey, knaphill, sephiroth	1.67	1
Fey, newduke, yuto	1.67	1
Fey, rz, wump	1.67	1
Fireheart, IAMJEFF, Kyle, scharkbite	1.67	1
Fireheart, IAMJEFF, Livia, Valetta6789	1.67	1
Fireheart, IAMJEFF, Valetta6789, Yeesh	1.67	1
Fireheart, IAMJEFF, scharkbite, Sucubis, Valetta6789	1.67	1
Fireheart, James, micerang, scharkbite	1.67	1
Fireheart, Kyle, NoMercy	1.67	1
Fireheart, Kyle, micerang	1.67	1
Fireheart, Libster, Valetta6789	1.67	1
Fireheart, Sucubis, Valetta6789	1.67	1
Fireheart, kopen, scharkbite	1.67	1
Fireheart, micerang, Razvogor, scharkbite	1.67	1
Floriman, Jake_Stiles, scharkbite, Valetta6789	1.67	1
Floriman, James, micerang	1.67	1
Floriman, Kyle, micerang, postmans, will.i.am	1.67	1
