Players	Avg eff	Num of games	Link
jack67889, Pablo-, TimeHoodie	1.67	1	https://hanab.live/history/jack67889/Pablo-/TimeHoodie
jack67889, nitawa, Nitrate2, Pablo-, Sucubis	1.67	1	https://hanab.live/history/jack67889/nitawa/Nitrate2/Pablo-/Sucubis
jeep, Romain672, Valetta6789	1.67	1	https://hanab.live/history/jeep/Romain672/Valetta6789
jeff10, Onen, TheDaniMan	1.67	1	https://hanab.live/history/jeff10/Onen/TheDaniMan
jeff10, robense, sephiroth, VerySloppyTwo	1.67	1	https://hanab.live/history/jeff10/robense/sephiroth/VerySloppyTwo
joano580, newduke, Onen, scharkbite	1.67	1	https://hanab.live/history/joano580/newduke/Onen/scharkbite
joano580, pianoblook, Sturm	1.67	1	https://hanab.live/history/joano580/pianoblook/Sturm
joelw, lotem, wump	1.67	1	https://hanab.live/history/joelw/lotem/wump
joelw, nkkarpov, ゼニガメ	1.67	1	https://hanab.live/history/joelw/nkkarpov/ゼニガメ
joelw, sjdrodge, Varius, wshull, yagami_black	1.67	1	https://hanab.live/history/joelw/sjdrodge/Varius/wshull/yagami_black
joelwool, lotem, sephiroth	1.67	1	https://hanab.live/history/joelwool/lotem/sephiroth
kacasey4, nishanoire, TimeHoodie, wshull	1.67	1	https://hanab.live/history/kacasey4/nishanoire/TimeHoodie/wshull
katian, Kyle, yuto	1.67	1	https://hanab.live/history/katian/Kyle/yuto
kevincaseytdk1, Kyle, Lanvin, Onen	1.67	1	https://hanab.live/history/kevincaseytdk1/Kyle/Lanvin/Onen
kevincaseytdk1, newduke, ReaverSe	1.67	1	https://hanab.live/history/kevincaseytdk1/newduke/ReaverSe
kimbifille, Kyle, Lanvin	1.67	1	https://hanab.live/history/kimbifille/Kyle/Lanvin
kimbifille, Kyle, piper	1.67	1	https://hanab.live/history/kimbifille/Kyle/piper
kimbifille, Kyle, scharkbite	1.67	1	https://hanab.live/history/kimbifille/Kyle/scharkbite
kimbifille, Lanvin, MarkusKahlsen	1.67	1	https://hanab.live/history/kimbifille/Lanvin/MarkusKahlsen
kimbifille, Lanvin, micerang	1.67	1	https://hanab.live/history/kimbifille/Lanvin/micerang
kimbifille, pianoblook, ReaverSe	1.67	1	https://hanab.live/history/kimbifille/pianoblook/ReaverSe
kooolant, melwen, scharkbite, Smandon	1.67	1	https://hanab.live/history/kooolant/melwen/scharkbite/Smandon
kopen, Lanvin, Lel0uch, swineherd, VerySloppyTwo	1.67	1	https://hanab.live/history/kopen/Lanvin/Lel0uch/swineherd/VerySloppyTwo
lucasmayer, newduke, Onen	1.67	1	https://hanab.live/history/lucasmayer/newduke/Onen
maxeymo, newduke, scharkbite, TheDaniMan	1.67	1	https://hanab.live/history/maxeymo/newduke/scharkbite/TheDaniMan
melwen, Nitrate2, Pablo-, XMIL	1.67	1	https://hanab.live/history/melwen/Nitrate2/Pablo-/XMIL
micerang, plus, robense	1.67	1	https://hanab.live/history/micerang/plus/robense
newduke, ReaverSe, wshull	1.67	1	https://hanab.live/history/newduke/ReaverSe/wshull
newduke, newsun, nkkarpov, ReaverSe, Sturm	1.67	1	https://hanab.live/history/newduke/newsun/nkkarpov/ReaverSe/Sturm
newsun, Onen, ReaverSe	1.67	2	https://hanab.live/history/newsun/Onen/ReaverSe
nitawa, sephiroth, Sucubis, VerySloppyTwo	1.67	1	https://hanab.live/history/nitawa/sephiroth/Sucubis/VerySloppyTwo
orucsoraihc, pianoblook, piper, sjdrodge	1.67	1	https://hanab.live/history/orucsoraihc/pianoblook/piper/sjdrodge
pianoblook, postmans, rachyrules, sephiroth, will.i.am	1.67	1	https://hanab.live/history/pianoblook/postmans/rachyrules/sephiroth/will.i.am
rs1, sephiroth, TheDaniMan, Zakisan	1.67	2	https://hanab.live/history/rs1/sephiroth/TheDaniMan/Zakisan
sephiroth, Sucubis, TimeHoodie	1.67	1	https://hanab.live/history/sephiroth/Sucubis/TimeHoodie
Dr_Kakashi, kimbifille, piper, TimeHoodie	1.66	4	https://hanab.live/history/Dr_Kakashi/kimbifille/piper/TimeHoodie
Floriman, Kyle, plus	1.66	2	https://hanab.live/history/Floriman/Kyle/plus
asaelr, bjnh, Lanvin	1.66	2	https://hanab.live/history/asaelr/bjnh/Lanvin
avanderwalde, JerryYang, kevincaseytdk1, rkass	1.65	6	https://hanab.live/history/avanderwalde/JerryYang/kevincaseytdk1/rkass
Nitrate2, Pablo-, Sucubis	1.64	6	https://hanab.live/history/Nitrate2/Pablo-/Sucubis
jack67889, Lanvin, MarkusKahlsen	1.64	4	https://hanab.live/history/jack67889/Lanvin/MarkusKahlsen
ChristopheAF, IAMJEFF, Lanvin	1.63	2	https://hanab.live/history/ChristopheAF/IAMJEFF/Lanvin
Fey, Lel0uch, MarkusKahlsen	1.63	2	https://hanab.live/history/Fey/Lel0uch/MarkusKahlsen
Fireheart, IAMJEFF, Jake_Stiles	1.63	2	https://hanab.live/history/Fireheart/IAMJEFF/Jake_Stiles
Kyle, MarkusKahlsen, TimeHoodie	1.63	2	https://hanab.live/history/Kyle/MarkusKahlsen/TimeHoodie
Kyle, plus, TimeHoodie	1.63	2	https://hanab.live/history/Kyle/plus/TimeHoodie
derekcheah, Lanvin, robense	1.63	2	https://hanab.live/history/derekcheah/Lanvin/robense
eliclax, newduke, rahsosprout	1.63	2	https://hanab.live/history/eliclax/newduke/rahsosprout
eliclax, nitawa, Sucubis	1.63	3	https://hanab.live/history/eliclax/nitawa/Sucubis
ChristopheAF, eliclax, Lanvin	1.62	1	https://hanab.live/history/ChristopheAF/eliclax/Lanvin
Fireheart, IAMJEFF, Romain672, wortel	1.62	2	https://hanab.live/history/Fireheart/IAMJEFF/Romain672/wortel
HelanaAshryvr, kooolant, omegaxis	1.62	1	https://hanab.live/history/HelanaAshryvr/kooolant/omegaxis
MarkusKahlsen, ReaverSe, sinuni_hung	1.62	5	https://hanab.live/history/MarkusKahlsen/ReaverSe/sinuni_hung
MarkusKahlsen, plus, scharkbite, TheDaniMan	1.62	2	https://hanab.live/history/MarkusKahlsen/plus/scharkbite/TheDaniMan
ace201, joelw, kacasey1	1.62	1	https://hanab.live/history/ace201/joelw/kacasey1
amattias, Andreasz, chrroom	1.62	6	https://hanab.live/history/amattias/Andreasz/chrroom
dobi, Lanvin, MarkusKahlsen	1.62	3	https://hanab.live/history/dobi/Lanvin/MarkusKahlsen
doon, MarkusKahlsen, RavenGr, Sturm	1.62	3	https://hanab.live/history/doon/MarkusKahlsen/RavenGr/Sturm
frosty104, katian, melwen, Wittvector	1.62	1	https://hanab.live/history/frosty104/katian/melwen/Wittvector
frosty104, newduke, newsun, Sturm	1.62	2	https://hanab.live/history/frosty104/newduke/newsun/Sturm
nitawa, Nitrate2, Pablo-	1.62	4	https://hanab.live/history/nitawa/Nitrate2/Pablo-
nitawa, Nitrate2, Pablo-, XMIL	1.62	3	https://hanab.live/history/nitawa/Nitrate2/Pablo-/XMIL
A_Tibbical_Day, acpaige, thejazzagent, voss	1.61	4	https://hanab.live/history/A_Tibbical_Day/acpaige/thejazzagent/voss
BlueNovember, Nitrate, Pantheia	1.61	1	https://hanab.live/history/BlueNovember/Nitrate/Pantheia
BlueNovember, Nitrate, pianoblook, Simon	1.61	2	https://hanab.live/history/BlueNovember/Nitrate/pianoblook/Simon
BlueNovember, gwenhwyfarrr, SpaceAnemone	1.61	1	https://hanab.live/history/BlueNovember/gwenhwyfarrr/SpaceAnemone
Bot-Fiora, caña, griff77	1.61	1	https://hanab.live/history/Bot-Fiora/caña/griff77
DaBeast, kappatosity, newduke	1.61	2	https://hanab.live/history/DaBeast/kappatosity/newduke
Dr_Kakashi, pianoblook, piper	1.61	1	https://hanab.live/history/Dr_Kakashi/pianoblook/piper
FairyBoots, joelw, katian, Neema	1.61	2	https://hanab.live/history/FairyBoots/joelw/katian/Neema
HelanaAshryvr, ReaverSe, sinuni_hung	1.61	2	https://hanab.live/history/HelanaAshryvr/ReaverSe/sinuni_hung
HelanaAshryvr, omegaxis, TimeHoodie	1.61	4	https://hanab.live/history/HelanaAshryvr/omegaxis/TimeHoodie
IAMJEFF, Kyle, micerang	1.61	2	https://hanab.live/history/IAMJEFF/Kyle/micerang
Lanvin, MangoPie, TheDaniMan	1.61	2	https://hanab.live/history/Lanvin/MangoPie/TheDaniMan
amattias, Andreasz, chrroom, joano580, percolate	1.61	2	https://hanab.live/history/amattias/Andreasz/chrroom/joano580/percolate
arv, asaelr, newduke	1.61	1	https://hanab.live/history/arv/asaelr/newduke
avanderwalde, kevincaseytdk1, melwen, rkass	1.61	1	https://hanab.live/history/avanderwalde/kevincaseytdk1/melwen/rkass
bjnh, caña, griff77	1.61	1	https://hanab.live/history/bjnh/caña/griff77
kappatosity, newduke, scharkbite	1.61	2	https://hanab.live/history/kappatosity/newduke/scharkbite
newsun, ReaverSe, sinuni_hung	1.61	1	https://hanab.live/history/newsun/ReaverSe/sinuni_hung
nitawa, Nitrate2, Pablo-, Sucubis	1.61	5	https://hanab.live/history/nitawa/Nitrate2/Pablo-/Sucubis
LEMONKX, ReaverSe, sinuni_hung	1.6	3	https://hanab.live/history/LEMONKX/ReaverSe/sinuni_hung
archi42, CIken, McPhisto2051, MKQ, yvi	1.6	4	https://hanab.live/history/archi42/CIken/McPhisto2051/MKQ/yvi
indego, Lel0uch, TheDaniMan	1.6	7	https://hanab.live/history/indego/Lel0uch/TheDaniMan
indego, Lel0uch, melwen	1.6	3	https://hanab.live/history/indego/Lel0uch/melwen
kimbifille, pianoblook, piper	1.6	80	https://hanab.live/history/kimbifille/pianoblook/piper
omegaxis, ReaverSe, sinuni_hung	1.6	3	https://hanab.live/history/omegaxis/ReaverSe/sinuni_hung
HelanaAshryvr, MarkusKahlsen, Pablo-	1.59	2	https://hanab.live/history/HelanaAshryvr/MarkusKahlsen/Pablo-
asaelr, Dr_Kakashi, Floriman, kimbifille	1.59	2	https://hanab.live/history/asaelr/Dr_Kakashi/Floriman/kimbifille
efaust, fuckthiswebsite, kemurphy, paulcd2000, sjdrodge	1.59	3	https://hanab.live/history/efaust/fuckthiswebsite/kemurphy/paulcd2000/sjdrodge
4head, ReaverSe, sinuni_hung	1.58	1	https://hanab.live/history/4head/ReaverSe/sinuni_hung
4head, orucsoraihc, Sturm	1.58	1	https://hanab.live/history/4head/orucsoraihc/Sturm
54321, newduke, ReaverSe, reychen, yagami_black	1.58	1	https://hanab.live/history/54321/newduke/ReaverSe/reychen/yagami_black
910dan, Cory, invarse, James, postmans	1.58	1	https://hanab.live/history/910dan/Cory/invarse/James/postmans
910dan, florrat2, Libster, NotRaKXeR, sankala	1.58	1	https://hanab.live/history/910dan/florrat2/Libster/NotRaKXeR/sankala
ADrone, ChristopheAF, Kyle, MangoPie, MarkusKahlsen	1.58	1	https://hanab.live/history/ADrone/ChristopheAF/Kyle/MangoPie/MarkusKahlsen
BlueNovember, HelanaAshryvr, Hoodie, melwen, omegaxis	1.58	1	https://hanab.live/history/BlueNovember/HelanaAshryvr/Hoodie/melwen/omegaxis
BlueNovember, HelanaAshryvr, Nitrate, Pantheia, TimeHoodie	1.58	1	https://hanab.live/history/BlueNovember/HelanaAshryvr/Nitrate/Pantheia/TimeHoodie
Bot-Fiora, IAMJEFF, joano580, sin_faith, Tailz	1.58	1	https://hanab.live/history/Bot-Fiora/IAMJEFF/joano580/sin_faith/Tailz
Bot-Fiora, micerang, newduke, rahsosprout	1.58	1	https://hanab.live/history/Bot-Fiora/micerang/newduke/rahsosprout
ChristopheAF, HelanaAshryvr, Kyle, Lanvin, micerang	1.58	1	https://hanab.live/history/ChristopheAF/HelanaAshryvr/Kyle/Lanvin/micerang
CptAggro, efaust, fuckthiswebsite, sjdrodge	1.58	1	https://hanab.live/history/CptAggro/efaust/fuckthiswebsite/sjdrodge
DMoney, Dr_Kakashi, kimbifille, Livia, Valetta6789	1.58	1	https://hanab.live/history/DMoney/Dr_Kakashi/kimbifille/Livia/Valetta6789
DMoney, gsymon, joelw, scharkbite, yagami_black	1.58	1	https://hanab.live/history/DMoney/gsymon/joelw/scharkbite/yagami_black
DMoney, honzas, newduke, Pablo-, TheDaniMan	1.58	1	https://hanab.live/history/DMoney/honzas/newduke/Pablo-/TheDaniMan
DMoney, micerang, scharkbite	1.58	1	https://hanab.live/history/DMoney/micerang/scharkbite
DaBeast, dobi, IAMJEFF, newduke, sin_faith	1.58	1	https://hanab.live/history/DaBeast/dobi/IAMJEFF/newduke/sin_faith
DaBeast, kacasey4, newduke, newsun, ReaverSe	1.58	1	https://hanab.live/history/DaBeast/kacasey4/newduke/newsun/ReaverSe
DarthGandalf, hakha3, Lel0uch, micerang, omegaxis	1.58	1	https://hanab.live/history/DarthGandalf/hakha3/Lel0uch/micerang/omegaxis
DarthGandalf, possum, robense	1.58	1	https://hanab.live/history/DarthGandalf/possum/robense
Denchulitas, narabio, possum, sephiroth, Spieler42	1.58	1	https://hanab.live/history/Denchulitas/narabio/possum/sephiroth/Spieler42
Dr_Kakashi, Fireheart, James, micerang, scharkbite	1.58	1	https://hanab.live/history/Dr_Kakashi/Fireheart/James/micerang/scharkbite
Dr_Kakashi, Floriman, IAMJEFF, kimbifille, RaKXeR	1.58	1	https://hanab.live/history/Dr_Kakashi/Floriman/IAMJEFF/kimbifille/RaKXeR
Dr_Kakashi, Floriman, kimbifille, Pablo-, timotree	1.58	1	https://hanab.live/history/Dr_Kakashi/Floriman/kimbifille/Pablo-/timotree
Dr_Kakashi, Floriman, kopen	1.58	1	https://hanab.live/history/Dr_Kakashi/Floriman/kopen
Dr_Kakashi, Floriman, sephiroth	1.58	1	https://hanab.live/history/Dr_Kakashi/Floriman/sephiroth
Dr_Kakashi, HelanaAshryvr, MarkusKahlsen, melwen, Romain672	1.58	1	https://hanab.live/history/Dr_Kakashi/HelanaAshryvr/MarkusKahlsen/melwen/Romain672
Dr_Kakashi, IAMJEFF, Lel0uch	1.58	3	https://hanab.live/history/Dr_Kakashi/IAMJEFF/Lel0uch
Dr_Kakashi, IAMJEFF, kimbifille, Lanvin	1.58	1	https://hanab.live/history/Dr_Kakashi/IAMJEFF/kimbifille/Lanvin
Feer, Livia, scharkbite	1.58	2	https://hanab.live/history/Feer/Livia/scharkbite
Fey, Lel0uch, MarkusKahlsen, Sucubis	1.58	1	https://hanab.live/history/Fey/Lel0uch/MarkusKahlsen/Sucubis
Fey, hakha3, MarkusKahlsen, sin_faith, Sucubis	1.58	1	https://hanab.live/history/Fey/hakha3/MarkusKahlsen/sin_faith/Sucubis
Fireheart, florrat2, Libster, micerang, Razvogor	1.58	1	https://hanab.live/history/Fireheart/florrat2/Libster/micerang/Razvogor
Fireheart, florrat2, RaKXeR	1.58	1	https://hanab.live/history/Fireheart/florrat2/RaKXeR
FrozenStella, ReaverSe, sinuni_hung	1.58	49	https://hanab.live/history/FrozenStella/ReaverSe/sinuni_hung
HelanaAshryvr, Kyle, MarkusKahlsen, melwen, wump	1.58	1	https://hanab.live/history/HelanaAshryvr/Kyle/MarkusKahlsen/melwen/wump
HelanaAshryvr, Lanvin, MangoPie, melwen, TimeHoodie	1.58	1	https://hanab.live/history/HelanaAshryvr/Lanvin/MangoPie/melwen/TimeHoodie
Hoodie, Kyle, melwen	1.58	1	https://hanab.live/history/Hoodie/Kyle/melwen
IsabeltheCat, joelw, newduke	1.58	1	https://hanab.live/history/IsabeltheCat/joelw/newduke
James, scharkbite, Swifter	1.58	1	https://hanab.live/history/James/scharkbite/Swifter
Lel0uch, Pablo-, sephiroth, Sucubis, Wittvector	1.58	1	https://hanab.live/history/Lel0uch/Pablo-/sephiroth/Sucubis/Wittvector
Lel0uch, robense, sephiroth, Zakisan	1.58	1	https://hanab.live/history/Lel0uch/robense/sephiroth/Zakisan
Libster, Livia, postmans, Romain672, scharkbite	1.58	1	https://hanab.live/history/Libster/Livia/postmans/Romain672/scharkbite
MangoPie, Wittvector, wump	1.58	1	https://hanab.live/history/MangoPie/Wittvector/wump
ReaverSe, scharkbite, Simon, squirrel1988, yagami_black	1.58	1	https://hanab.live/history/ReaverSe/scharkbite/Simon/squirrel1988/yagami_black
ReaverSe, sinuni_hung, yuto	1.58	2	https://hanab.live/history/ReaverSe/sinuni_hung/yuto
SieveHoodie, sjdrodge, timotree	1.58	2	https://hanab.live/history/SieveHoodie/sjdrodge/timotree
ace201, BlueNovember, Nitrate, qqqq, scharkbite	1.58	1	https://hanab.live/history/ace201/BlueNovember/Nitrate/qqqq/scharkbite
ace201, DMoney, Dr_Kakashi, newsun, Tailz	1.58	1	https://hanab.live/history/ace201/DMoney/Dr_Kakashi/newsun/Tailz
ace201, aitch2, joelw, voss, yuto	1.58	1	https://hanab.live/history/ace201/aitch2/joelw/voss/yuto
ace201, kacasey1, Kyle, orucsoraihc, TimeHoodie	1.58	1	https://hanab.live/history/ace201/kacasey1/Kyle/orucsoraihc/TimeHoodie
ace201, macanek, newduke	1.58	1	https://hanab.live/history/ace201/macanek/newduke
aitch2, frosty104, Lanvin, Nitrate2, TimeHoodie	1.58	1	https://hanab.live/history/aitch2/frosty104/Lanvin/Nitrate2/TimeHoodie
aitch2, newduke, newsun	1.58	1	https://hanab.live/history/aitch2/newduke/newsun
anser, Fireheart, Kyle, Maiorskills, Ptheven, scharkbite	1.58	1	https://hanab.live/history/anser/Fireheart/Kyle/Maiorskills/Ptheven/scharkbite
antitelharsic, bjnh, Fey	1.58	1	https://hanab.live/history/antitelharsic/bjnh/Fey
antitelharsic, bjnh, derekcheah, Lanvin, Lel0uch, melwen	1.58	1	https://hanab.live/history/antitelharsic/bjnh/derekcheah/Lanvin/Lel0uch/melwen
antitelharsic, boba, Lel0uch	1.58	1	https://hanab.live/history/antitelharsic/boba/Lel0uch
archi42, CIken, MKQ, yvi	1.58	4	https://hanab.live/history/archi42/CIken/MKQ/yvi
arv, jeff10, ReaverSe, squirrel1988, TheDaniMan	1.58	1	https://hanab.live/history/arv/jeff10/ReaverSe/squirrel1988/TheDaniMan
asaelr, ChristopheAF, IAMJEFF, Lanvin	1.58	1	https://hanab.live/history/asaelr/ChristopheAF/IAMJEFF/Lanvin
asaelr, FairyBoots, joano580, kimbifille	1.58	1	https://hanab.live/history/asaelr/FairyBoots/joano580/kimbifille
asaelr, Kyle, newduke, ReaverSe, Tailz	1.58	1	https://hanab.live/history/asaelr/Kyle/newduke/ReaverSe/Tailz
asaelr, Lel0uch, rachyrules, swineherd, voss	1.58	1	https://hanab.live/history/asaelr/Lel0uch/rachyrules/swineherd/voss
asaelr, eliclax, HelanaAshryvr, kooolant, melwen	1.58	1	https://hanab.live/history/asaelr/eliclax/HelanaAshryvr/kooolant/melwen
asaelr, jack67889, sephiroth	1.58	1	https://hanab.live/history/asaelr/jack67889/sephiroth
asaelr, sephiroth, TimeHoodie, timotree, will.i.am	1.58	1	https://hanab.live/history/asaelr/sephiroth/TimeHoodie/timotree/will.i.am
avanderwalde, emilyzhao, JerryYang, melwen, TimeHoodie	1.58	1	https://hanab.live/history/avanderwalde/emilyzhao/JerryYang/melwen/TimeHoodie
avanderwalde, rkass, unglitchme	1.58	1	https://hanab.live/history/avanderwalde/rkass/unglitchme
bjnh, ChristopheAF, MarkusKahlsen, rz, squirrel1988	1.58	1	https://hanab.live/history/bjnh/ChristopheAF/MarkusKahlsen/rz/squirrel1988
bjnh, ChristopheAF, dobi, Lanvin, MangoPie	1.58	1	https://hanab.live/history/bjnh/ChristopheAF/dobi/Lanvin/MangoPie
bjnh, HelanaAshryvr, James, melwen, micerang	1.58	1	https://hanab.live/history/bjnh/HelanaAshryvr/James/melwen/micerang
bjnh, HelanaAshryvr, Lanvin, melwen, ReaverSe	1.58	1	https://hanab.live/history/bjnh/HelanaAshryvr/Lanvin/melwen/ReaverSe
bjnh, dancherp, mystus, rahsosprout, Wittvector	1.58	1	https://hanab.live/history/bjnh/dancherp/mystus/rahsosprout/Wittvector
bjnh, derekcheah, dobi, Lanvin, Wittvector	1.58	1	https://hanab.live/history/bjnh/derekcheah/dobi/Lanvin/Wittvector
boba, doctorabi, frosty104, jack67889, Lel0uch	1.58	1	https://hanab.live/history/boba/doctorabi/frosty104/jack67889/Lel0uch
boba, hakha3, Lanvin, Lel0uch, VerySloppyTwo	1.58	1	https://hanab.live/history/boba/hakha3/Lanvin/Lel0uch/VerySloppyTwo
bradz, Cory, James, Libster, NoMercy	1.58	1	https://hanab.live/history/bradz/Cory/James/Libster/NoMercy
caña, ReaverSe, sinuni_hung	1.58	1	https://hanab.live/history/caña/ReaverSe/sinuni_hung
caña, newduke, rahsosprout	1.58	1	https://hanab.live/history/caña/newduke/rahsosprout
colton, Fey, ricardodd, sephiroth	1.58	1	https://hanab.live/history/colton/Fey/ricardodd/sephiroth
dancherp, indego, kevincaseytdk1, newduke, ydarb98	1.58	1	https://hanab.live/history/dancherp/indego/kevincaseytdk1/newduke/ydarb98
darnley, nkkarpov, Petr	1.58	1	https://hanab.live/history/darnley/nkkarpov/Petr
derekcheah, Lel0uch, melwen, Nitrate, wump	1.58	1	https://hanab.live/history/derekcheah/Lel0uch/melwen/Nitrate/wump
derekcheah, dobi, kevincaseytdk1, Lel0uch, newduke	1.58	1	https://hanab.live/history/derekcheah/dobi/kevincaseytdk1/Lel0uch/newduke
derekcheah, frosty104, kevincaseytdk1, Kyle	1.58	1	https://hanab.live/history/derekcheah/frosty104/kevincaseytdk1/Kyle
derekcheah, hakha3, kopen, Lel0uch, melwen	1.58	1	https://hanab.live/history/derekcheah/hakha3/kopen/Lel0uch/melwen
derekcheah, newduke, scharkbite	1.58	1	https://hanab.live/history/derekcheah/newduke/scharkbite
dobi, Fey, HelanaAshryvr, MangoPie, Wittvector	1.58	1	https://hanab.live/history/dobi/Fey/HelanaAshryvr/MangoPie/Wittvector
dobi, indego, kimbifille, MangoPie, Wittvector	1.58	1	https://hanab.live/history/dobi/indego/kimbifille/MangoPie/Wittvector
dobi, jack67889, Lanvin, newsun, VerySloppyTwo	1.58	1	https://hanab.live/history/dobi/jack67889/Lanvin/newsun/VerySloppyTwo
dobi, narabio, possum, ReaverSe, yuto	1.58	1	https://hanab.live/history/dobi/narabio/possum/ReaverSe/yuto
efaust, Fireheart, kopen, Razvogor, sjdrodge	1.58	1	https://hanab.live/history/efaust/Fireheart/kopen/Razvogor/sjdrodge
efaust, fuckthiswebsite, micerang, paulcd2000, wjomlex	1.58	1	https://hanab.live/history/efaust/fuckthiswebsite/micerang/paulcd2000/wjomlex
efaust, paulcd2000, sjdrodge	1.58	3	https://hanab.live/history/efaust/paulcd2000/sjdrodge
florrat2, Jake_Stiles, Libster, NoMercy, Razvogor	1.58	1	https://hanab.live/history/florrat2/Jake_Stiles/Libster/NoMercy/Razvogor
florrat2, James, Libster, NoMercy, Razgovor	1.58	2	https://hanab.live/history/florrat2/James/Libster/NoMercy/Razgovor
florrat2, James, Libster, micerang, Razvogor, scharkbite	1.58	1	https://hanab.live/history/florrat2/James/Libster/micerang/Razvogor/scharkbite
florrat2, Libster, PtitMax, RaKXeR, sankala	1.58	1	https://hanab.live/history/florrat2/Libster/PtitMax/RaKXeR/sankala
florrat2, Libster, Swifter	1.58	1	https://hanab.live/history/florrat2/Libster/Swifter
frosty104, jeff10, Lel0uch, orucsoraihc, Sucubis	1.58	1	https://hanab.live/history/frosty104/jeff10/Lel0uch/orucsoraihc/Sucubis
indego, Lanvin, MangoPie, melwen, rz	1.58	1	https://hanab.live/history/indego/Lanvin/MangoPie/melwen/rz
jack67889, Lanvin, MarkusKahlsen, TheDaniMan	1.58	1	https://hanab.live/history/jack67889/Lanvin/MarkusKahlsen/TheDaniMan
jack67889, nitawa, Sucubis, TimeHoodie	1.58	1	https://hanab.live/history/jack67889/nitawa/Sucubis/TimeHoodie
macanek, newsun, nkkarpov	1.58	1	https://hanab.live/history/macanek/newsun/nkkarpov
newduke, Sturm, TheDaniMan	1.58	3	https://hanab.live/history/newduke/Sturm/TheDaniMan
newduke, newsun, ReaverSe, TheDaniMan	1.58	1	https://hanab.live/history/newduke/newsun/ReaverSe/TheDaniMan
nitawa, Pablo-, Sucubis	1.58	18	https://hanab.live/history/nitawa/Pablo-/Sucubis
nitawa, Pablo-, XMIL	1.58	1	https://hanab.live/history/nitawa/Pablo-/XMIL
rz, sephiroth, VerySloppyTwo, Wittvector	1.58	1	https://hanab.live/history/rz/sephiroth/VerySloppyTwo/Wittvector
Dr_Kakashi, kimbifille, pianoblook	1.57	2	https://hanab.live/history/Dr_Kakashi/kimbifille/pianoblook
IAMJEFF, kimbifille, piper	1.57	2	https://hanab.live/history/IAMJEFF/kimbifille/piper
Kyle, Lanvin, Valetta6789	1.57	2	https://hanab.live/history/Kyle/Lanvin/Valetta6789
ReaverSe, robense, sinuni_hung	1.57	2	https://hanab.live/history/ReaverSe/robense/sinuni_hung
avanderwalde, JerryYang, kimbifille, rkass	1.57	2	https://hanab.live/history/avanderwalde/JerryYang/kimbifille/rkass
derekcheah, Lanvin, Lel0uch	1.57	3	https://hanab.live/history/derekcheah/Lanvin/Lel0uch
frosty104, indego, Lel0uch	1.57	2	https://hanab.live/history/frosty104/indego/Lel0uch
jack67889, Lanvin, VerySloppyTwo	1.57	2	https://hanab.live/history/jack67889/Lanvin/VerySloppyTwo
macanek, MarkusKahlsen, TimeHoodie	1.57	2	https://hanab.live/history/macanek/MarkusKahlsen/TimeHoodie
newduke, ReaverSe, TheDaniMan	1.57	2	https://hanab.live/history/newduke/ReaverSe/TheDaniMan
nitawa, Nitrate2, Sucubis	1.57	5	https://hanab.live/history/nitawa/Nitrate2/Sucubis
4head, ADrone, kacasey1	1.56	1	https://hanab.live/history/4head/ADrone/kacasey1
4head, Amy2, caña, TheDaniMan	1.56	1	https://hanab.live/history/4head/Amy2/caña/TheDaniMan
4head, MangoPie, rachyrules, Sucubis	1.56	1	https://hanab.live/history/4head/MangoPie/rachyrules/Sucubis
4head, Nitrate, rahsosprout	1.56	1	https://hanab.live/history/4head/Nitrate/rahsosprout
4head, arv, TheDaniMan	1.56	1	https://hanab.live/history/4head/arv/TheDaniMan
4head, arv, frosty104	1.56	1	https://hanab.live/history/4head/arv/frosty104
4head, arv, joano580	1.56	1	https://hanab.live/history/4head/arv/joano580
4head, gideon, scharkbite, Sturm	1.56	1	https://hanab.live/history/4head/gideon/scharkbite/Sturm
4head, newsun, TheDaniMan	1.56	1	https://hanab.live/history/4head/newsun/TheDaniMan
54321, James, MarkusKahlsen, ReaverSe	1.56	1	https://hanab.live/history/54321/James/MarkusKahlsen/ReaverSe
54321, ReaverSe, scharkbite, TheDaniMan	1.56	1	https://hanab.live/history/54321/ReaverSe/scharkbite/TheDaniMan
54321, ReaverSe, yagami_black	1.56	1	https://hanab.live/history/54321/ReaverSe/yagami_black
54321, derekcheah, James, pianoblook	1.56	1	https://hanab.live/history/54321/derekcheah/James/pianoblook
ADrone, DMoney, sinuni_hung	1.56	1	https://hanab.live/history/ADrone/DMoney/sinuni_hung
ADrone, DMoney, wump	1.56	1	https://hanab.live/history/ADrone/DMoney/wump
ADrone, Nitrate2, robense	1.56	1	https://hanab.live/history/ADrone/Nitrate2/robense
ADrone, dobi, TimeHoodie	1.56	1	https://hanab.live/history/ADrone/dobi/TimeHoodie
ADrone, hello12345, joelw, newduke	1.56	1	https://hanab.live/history/ADrone/hello12345/joelw/newduke
ADrone, kimbifille, sjdrodge	1.56	1	https://hanab.live/history/ADrone/kimbifille/sjdrodge
Ahming, James, newsun, Valetta6789	1.56	1	https://hanab.live/history/Ahming/James/newsun/Valetta6789
Alkaven5, frosty104, Lel0uch	1.56	1	https://hanab.live/history/Alkaven5/frosty104/Lel0uch
Aluap, Pablo-, XMIL	1.56	1	https://hanab.live/history/Aluap/Pablo-/XMIL
