Players	Avg eff	Num of games	Link
bjnh, dobi, HelanaAshryvr, Lel0uch, squirrel1988	1.5	1	https://hanab.live/history/bjnh/dobi/HelanaAshryvr/Lel0uch/squirrel1988
bjnh, torp, wump, xor	1.5	1	https://hanab.live/history/bjnh/torp/wump/xor
catula, doctorabi, frosty104, Lel0uch, sephiroth	1.5	1	https://hanab.live/history/catula/doctorabi/frosty104/Lel0uch/sephiroth
charmander, Livia, Sucubis	1.5	1	https://hanab.live/history/charmander/Livia/Sucubis
derekcheah, Lanvin, squirrel1988	1.5	1	https://hanab.live/history/derekcheah/Lanvin/squirrel1988
derekcheah, Lel0uch, Pablo-, sephiroth	1.5	1	https://hanab.live/history/derekcheah/Lel0uch/Pablo-/sephiroth
derekcheah, dobi, Fey, Lel0uch, Wittvector	1.5	1	https://hanab.live/history/derekcheah/dobi/Fey/Lel0uch/Wittvector
derekcheah, dobi, HelanaAshryvr, melwen, wump	1.5	1	https://hanab.live/history/derekcheah/dobi/HelanaAshryvr/melwen/wump
derekcheah, eliclax, Lel0uch	1.5	1	https://hanab.live/history/derekcheah/eliclax/Lel0uch
derekcheah, sin_faith, TheDaniMan	1.5	1	https://hanab.live/history/derekcheah/sin_faith/TheDaniMan
dissuade, v1, Valetta6789, Veil	1.5	1	https://hanab.live/history/dissuade/v1/Valetta6789/Veil
dobi, Durandal, HelanaAshryvr, indego, kimbifille	1.5	1	https://hanab.live/history/dobi/Durandal/HelanaAshryvr/indego/kimbifille
dobi, frosty104, Lanvin, Onen, TimeHoodie	1.5	1	https://hanab.live/history/dobi/frosty104/Lanvin/Onen/TimeHoodie
dobi, frosty104, kimbifille, Lel0uch, TimeHoodie	1.5	1	https://hanab.live/history/dobi/frosty104/kimbifille/Lel0uch/TimeHoodie
eliclax, kinkajusrevenge, Lanvin	1.5	1	https://hanab.live/history/eliclax/kinkajusrevenge/Lanvin
florrat2, James, NoMercy	1.5	1	https://hanab.live/history/florrat2/James/NoMercy
florrat2, qqqq, scharkbite	1.5	1	https://hanab.live/history/florrat2/qqqq/scharkbite
frosty104, Guolin, HelanaAshryvr, Kyle, omegaxis, TimeHoodie	1.5	1	https://hanab.live/history/frosty104/Guolin/HelanaAshryvr/Kyle/omegaxis/TimeHoodie
frosty104, HelanaAshryvr, jeff10, KitKat13, ricardodd, strike0ut100	1.5	1	https://hanab.live/history/frosty104/HelanaAshryvr/jeff10/KitKat13/ricardodd/strike0ut100
garbo late game, James, RaKXeR	1.5	1	https://hanab.live/history/garbo late game/James/RaKXeR
griff77, Lel0uch, MangoPie, melwen, squirrel1988	1.5	1	https://hanab.live/history/griff77/Lel0uch/MangoPie/melwen/squirrel1988
hakha3, indego, MangoPie, torp, Wittvector	1.5	1	https://hanab.live/history/hakha3/indego/MangoPie/torp/Wittvector
hakha3, melwen, rz, TimeHoodie	1.5	1	https://hanab.live/history/hakha3/melwen/rz/TimeHoodie
indego, Lanvin, Lel0uch, VerySloppyTwo, Wittvector	1.5	1	https://hanab.live/history/indego/Lanvin/Lel0uch/VerySloppyTwo/Wittvector
jack67889, Lanvin, nitawa, Nitrate2, TimeHoodie	1.5	2	https://hanab.live/history/jack67889/Lanvin/nitawa/Nitrate2/TimeHoodie
jack67889, Nitrate2, Pablo-, sin_faith, Sucubis	1.5	1	https://hanab.live/history/jack67889/Nitrate2/Pablo-/sin_faith/Sucubis
jack67889, melwen, Nitrate2, Pablo-, sephiroth	1.5	1	https://hanab.live/history/jack67889/melwen/Nitrate2/Pablo-/sephiroth
jeff10, Kyle, willwin4sure	1.5	1	https://hanab.live/history/jeff10/Kyle/willwin4sure
jeff10, melwen, newduke, scharkbite, TimeHoodie	1.5	1	https://hanab.live/history/jeff10/melwen/newduke/scharkbite/TimeHoodie
katian, Lel0uch, Pablo-, qqqq, TimeHoodie	1.5	1	https://hanab.live/history/katian/Lel0uch/Pablo-/qqqq/TimeHoodie
melwen, sephiroth, Syrah	1.5	1	https://hanab.live/history/melwen/sephiroth/Syrah
newduke, Sturm, will.i.am	1.5	1	https://hanab.live/history/newduke/Sturm/will.i.am
newduke, newsun, ReaverSe	1.5	1	https://hanab.live/history/newduke/newsun/ReaverSe
newduke, scharkbite, Sturm	1.5	2	https://hanab.live/history/newduke/scharkbite/Sturm
sephiroth, sin_faith, Zakisan	1.5	1	https://hanab.live/history/sephiroth/sin_faith/Zakisan
3luff, caña, mr_pickle	1.49	4	https://hanab.live/history/3luff/caña/mr_pickle
Dr_Kakashi, IAMJEFF, newduke	1.49	3	https://hanab.live/history/Dr_Kakashi/IAMJEFF/newduke
IAMJEFF, Kyle, Valetta6789	1.49	3	https://hanab.live/history/IAMJEFF/Kyle/Valetta6789
asaelr, Floriman, scharkbite, Valetta6789	1.49	11	https://hanab.live/history/asaelr/Floriman/scharkbite/Valetta6789
derekcheah, Lel0uch, melwen	1.49	5	https://hanab.live/history/derekcheah/Lel0uch/melwen
efaust, Kyle, micerang, paulcd2000	1.49	4	https://hanab.live/history/efaust/Kyle/micerang/paulcd2000
ADrone, fishcat, pianoblook	1.48	5	https://hanab.live/history/ADrone/fishcat/pianoblook
Andrew_UK, scharkbite, sjdrodge	1.48	2	https://hanab.live/history/Andrew_UK/scharkbite/sjdrodge
Fey, Lel0uch, sephiroth	1.48	2	https://hanab.live/history/Fey/Lel0uch/sephiroth
FrozenStella, GameConqueror, ReaverSe	1.48	11	https://hanab.live/history/FrozenStella/GameConqueror/ReaverSe
GameConqueror, ReaverSe, sinuni_hung	1.48	7	https://hanab.live/history/GameConqueror/ReaverSe/sinuni_hung
James, Kyle, micerang	1.48	2	https://hanab.live/history/James/Kyle/micerang
James, kimbifille, pianoblook	1.48	2	https://hanab.live/history/James/kimbifille/pianoblook
Lanvin, MarkusKahlsen, rz	1.48	2	https://hanab.live/history/Lanvin/MarkusKahlsen/rz
ace201, DMoney, Onen	1.48	2	https://hanab.live/history/ace201/DMoney/Onen
archi42, MKQ, yvi	1.48	2	https://hanab.live/history/archi42/MKQ/yvi
archi42, McPhisto2051, MKQ, yvi	1.48	5	https://hanab.live/history/archi42/McPhisto2051/MKQ/yvi
asaelr, Floriman, scharkbite	1.48	3	https://hanab.live/history/asaelr/Floriman/scharkbite
asaelr, Lanvin, TheDaniMan	1.48	2	https://hanab.live/history/asaelr/Lanvin/TheDaniMan
avanderwalde, Floriman, rkass	1.48	2	https://hanab.live/history/avanderwalde/Floriman/rkass
catula, Pablo-, Sucubis	1.48	2	https://hanab.live/history/catula/Pablo-/Sucubis
frosty104, newduke, ReaverSe	1.48	2	https://hanab.live/history/frosty104/newduke/ReaverSe
kevincaseytdk1, MalachiteMoa, voss	1.48	2	https://hanab.live/history/kevincaseytdk1/MalachiteMoa/voss
melwen, Ntalakas, Takis	1.48	13	https://hanab.live/history/melwen/Ntalakas/Takis
3nvy, Fedorov, melwen, Takis	1.47	1	https://hanab.live/history/3nvy/Fedorov/melwen/Takis
3nvy, melwen, Ntalakas	1.47	1	https://hanab.live/history/3nvy/melwen/Ntalakas
4head, Cynas, Kyle	1.47	1	https://hanab.live/history/4head/Cynas/Kyle
4head, Fey, indego, newduke	1.47	1	https://hanab.live/history/4head/Fey/indego/newduke
4head, Lel0uch, louietyj, Wittvector	1.47	1	https://hanab.live/history/4head/Lel0uch/louietyj/Wittvector
4head, MarkusKahlsen, pianoblook, TimeHoodie	1.47	1	https://hanab.live/history/4head/MarkusKahlsen/pianoblook/TimeHoodie
4head, Sturm, TheDaniMan	1.47	1	https://hanab.live/history/4head/Sturm/TheDaniMan
4head, ace201, dobi	1.47	1	https://hanab.live/history/4head/ace201/dobi
4head, arv, caña, scharkbite	1.47	2	https://hanab.live/history/4head/arv/caña/scharkbite
4head, derekcheah, indego, TheDaniMan	1.47	1	https://hanab.live/history/4head/derekcheah/indego/TheDaniMan
4head, dobi, Shadourow	1.47	1	https://hanab.live/history/4head/dobi/Shadourow
4head, gsherm, indego, sin_nofaith	1.47	1	https://hanab.live/history/4head/gsherm/indego/sin_nofaith
4head, indego, Lel0uch, MangoPie	1.47	1	https://hanab.live/history/4head/indego/Lel0uch/MangoPie
4head, joano580, pianoblook	1.47	2	https://hanab.live/history/4head/joano580/pianoblook
4head, joelw, maxeymo, yuto	1.47	1	https://hanab.live/history/4head/joelw/maxeymo/yuto
4head, nitawa, TimeHoodie, Zakisan	1.47	1	https://hanab.live/history/4head/nitawa/TimeHoodie/Zakisan
4head, orucsoraihc, Tailz	1.47	1	https://hanab.live/history/4head/orucsoraihc/Tailz
54321, ReaverSe, reychen, TheDaniMan	1.47	1	https://hanab.live/history/54321/ReaverSe/reychen/TheDaniMan
54321, ReaverSe, str8tsknacker	1.47	1	https://hanab.live/history/54321/ReaverSe/str8tsknacker
54321, dobi, James, TheDaniMan	1.47	1	https://hanab.live/history/54321/dobi/James/TheDaniMan
ADrone, Ahming, pianoblook	1.47	1	https://hanab.live/history/ADrone/Ahming/pianoblook
ADrone, Floriman, padi, scharkbite	1.47	1	https://hanab.live/history/ADrone/Floriman/padi/scharkbite
ADrone, IsabeltheCat, MalachiteMoa	1.47	1	https://hanab.live/history/ADrone/IsabeltheCat/MalachiteMoa
ADrone, anser, Kyle	1.47	1	https://hanab.live/history/ADrone/anser/Kyle
Almouse, caña, scharkbite	1.47	1	https://hanab.live/history/Almouse/caña/scharkbite
Aluap, Animex52, antitelharsic	1.47	1	https://hanab.live/history/Aluap/Animex52/antitelharsic
Aluap, ChristopheAF, IsabeltheCat, jack67889	1.47	1	https://hanab.live/history/Aluap/ChristopheAF/IsabeltheCat/jack67889
Aluap, antitelharsic, aquarelle, boba	1.47	1	https://hanab.live/history/Aluap/antitelharsic/aquarelle/boba
Aluap, aquarelle, eliclax, penisman	1.47	1	https://hanab.live/history/Aluap/aquarelle/eliclax/penisman
Aluap, catula, Sucubis, TimeHoodie	1.47	1	https://hanab.live/history/Aluap/catula/Sucubis/TimeHoodie
Aluap, nitawa, Nitrate2	1.47	1	https://hanab.live/history/Aluap/nitawa/Nitrate2
Aluap, nitawa, Nitrate2, Pablo-	1.47	1	https://hanab.live/history/Aluap/nitawa/Nitrate2/Pablo-
Aluap, sin_faith, Sucubis	1.47	1	https://hanab.live/history/Aluap/sin_faith/Sucubis
Amy2, HelanaAshryvr, Stinkydude63, wump	1.47	1	https://hanab.live/history/Amy2/HelanaAshryvr/Stinkydude63/wump
Amy2, Nitrate2, Sucubis, TheDaniMan	1.47	1	https://hanab.live/history/Amy2/Nitrate2/Sucubis/TheDaniMan
Amy2, Pablo-, xiaowuc1	1.47	1	https://hanab.live/history/Amy2/Pablo-/xiaowuc1
Amy2, aquarelle, HelanaAshryvr, kevincaseytdk1	1.47	1	https://hanab.live/history/Amy2/aquarelle/HelanaAshryvr/kevincaseytdk1
Amy2, derekcheah, Pablo-, wump	1.47	1	https://hanab.live/history/Amy2/derekcheah/Pablo-/wump
Amy2, duckmedic, wump	1.47	1	https://hanab.live/history/Amy2/duckmedic/wump
Amy2, kevincaseytdk1, rz, wump	1.47	1	https://hanab.live/history/Amy2/kevincaseytdk1/rz/wump
Amy2, nitawa, robense, vEnhance	1.47	1	https://hanab.live/history/Amy2/nitawa/robense/vEnhance
Andreasz, MangoPie, mystus, Sturm	1.47	1	https://hanab.live/history/Andreasz/MangoPie/mystus/Sturm
Andreasz, chrroom, percolate, Virgil	1.47	1	https://hanab.live/history/Andreasz/chrroom/percolate/Virgil
Andreasz, elamate90, joano580	1.47	1	https://hanab.live/history/Andreasz/elamate90/joano580
Andrew_UK, Cory, scharkbite	1.47	1	https://hanab.live/history/Andrew_UK/Cory/scharkbite
Andrew_UK, Libster, Razgovor	1.47	1	https://hanab.live/history/Andrew_UK/Libster/Razgovor
Andrew_UK, florrat2, scharkbite, sjdrodge	1.47	1	https://hanab.live/history/Andrew_UK/florrat2/scharkbite/sjdrodge
Animex52, sephiroth, TheDaniMan	1.47	1	https://hanab.live/history/Animex52/sephiroth/TheDaniMan
Asddsa76, James, Razgovor	1.47	1	https://hanab.live/history/Asddsa76/James/Razgovor
BlueNovember, Crux, Pantheia	1.47	1	https://hanab.live/history/BlueNovember/Crux/Pantheia
BlueNovember, bob65536, griff77, Nitrate	1.47	1	https://hanab.live/history/BlueNovember/bob65536/griff77/Nitrate
BlueNovember, gwenhwyfarrr, wump	1.47	1	https://hanab.live/history/BlueNovember/gwenhwyfarrr/wump
BlueNovember, just_a_dick, kevincaseytdk1	1.47	1	https://hanab.live/history/BlueNovember/just_a_dick/kevincaseytdk1
BlueNovember, kirstar, omegaxis	1.47	1	https://hanab.live/history/BlueNovember/kirstar/omegaxis
Bonja97, derekcheah, will.i.am	1.47	1	https://hanab.live/history/Bonja97/derekcheah/will.i.am
Bonja97, pianoblook, piper	1.47	1	https://hanab.live/history/Bonja97/pianoblook/piper
Bot-Fiora, frosty104, newduke	1.47	1	https://hanab.live/history/Bot-Fiora/frosty104/newduke
Bot-Fiora, joelw, louietyj, newduke	1.47	1	https://hanab.live/history/Bot-Fiora/joelw/louietyj/newduke
Bot-Fiora, maxeymo, newduke, TimeHoodie	1.47	1	https://hanab.live/history/Bot-Fiora/maxeymo/newduke/TimeHoodie
Cadenza, mystus, nkkarpov	1.47	1	https://hanab.live/history/Cadenza/mystus/nkkarpov
Cadenza, omegaxis, ReaverSe	1.47	1	https://hanab.live/history/Cadenza/omegaxis/ReaverSe
Cadenza, robense, Simon	1.47	1	https://hanab.live/history/Cadenza/robense/Simon
Carunty, Pablo-, robense, StKildaFan	1.47	1	https://hanab.live/history/Carunty/Pablo-/robense/StKildaFan
Carunty, macanek, Pablo-	1.47	1	https://hanab.live/history/Carunty/macanek/Pablo-
Carunty, melwen, sephiroth, Wittvector	1.47	1	https://hanab.live/history/Carunty/melwen/sephiroth/Wittvector
Carunty, nitawa, orucsoraihc, wump	1.47	1	https://hanab.live/history/Carunty/nitawa/orucsoraihc/wump
ChristopheAF, Fey, Lanvin	1.47	1	https://hanab.live/history/ChristopheAF/Fey/Lanvin
ChristopheAF, IsabeltheCat, MangoPie, mystus	1.47	1	https://hanab.live/history/ChristopheAF/IsabeltheCat/MangoPie/mystus
ChristopheAF, James, padi, rz	1.47	1	https://hanab.live/history/ChristopheAF/James/padi/rz
ChristopheAF, Kyle, MangoPie, rz	1.47	1	https://hanab.live/history/ChristopheAF/Kyle/MangoPie/rz
ChristopheAF, Lanvin, TimeHoodie	1.47	1	https://hanab.live/history/ChristopheAF/Lanvin/TimeHoodie
ChristopheAF, Lanvin, VerySloppyTwo	1.47	1	https://hanab.live/history/ChristopheAF/Lanvin/VerySloppyTwo
ChristopheAF, Lel0uch, possum, qqqq	1.47	1	https://hanab.live/history/ChristopheAF/Lel0uch/possum/qqqq
ChristopheAF, MangoPie, nkkarpov	1.47	1	https://hanab.live/history/ChristopheAF/MangoPie/nkkarpov
ChristopheAF, doctorabi, HelanaAshryvr, Wittvector	1.47	1	https://hanab.live/history/ChristopheAF/doctorabi/HelanaAshryvr/Wittvector
ChristopheAF, frosty104, Lel0uch, Sucubis	1.47	1	https://hanab.live/history/ChristopheAF/frosty104/Lel0uch/Sucubis
ChristopheAF, indego, MarkusKahlsen, rahsosprout	1.47	1	https://hanab.live/history/ChristopheAF/indego/MarkusKahlsen/rahsosprout
ChristopheAF, jack67889, MarkusKahlsen	1.47	1	https://hanab.live/history/ChristopheAF/jack67889/MarkusKahlsen
ChristopheAF, newduke, TheDaniMan	1.47	1	https://hanab.live/history/ChristopheAF/newduke/TheDaniMan
Cocorifle, eliclax, MangoPie, ReaverSe	1.47	1	https://hanab.live/history/Cocorifle/eliclax/MangoPie/ReaverSe
Cocorifle, newduke, ReaverSe	1.47	1	https://hanab.live/history/Cocorifle/newduke/ReaverSe
Cory, Fireheart, James, Kyle	1.47	1	https://hanab.live/history/Cory/Fireheart/James/Kyle
Cory, James, micerang	1.47	1	https://hanab.live/history/Cory/James/micerang
Cynas, kappatosity, Tailz, wump	1.47	1	https://hanab.live/history/Cynas/kappatosity/Tailz/wump
Cynas, kappatosity, TimeHoodie	1.47	1	https://hanab.live/history/Cynas/kappatosity/TimeHoodie
Cynas, kappatosity, maxeymo, TimeHoodie	1.47	1	https://hanab.live/history/Cynas/kappatosity/maxeymo/TimeHoodie
Cynas, mystus, newduke, nkkarpov	1.47	1	https://hanab.live/history/Cynas/mystus/newduke/nkkarpov
DMoney, HelanaAshryvr, MarkusKahlsen, micerang	1.47	1	https://hanab.live/history/DMoney/HelanaAshryvr/MarkusKahlsen/micerang
DMoney, Kyle, MarkusKahlsen	1.47	1	https://hanab.live/history/DMoney/Kyle/MarkusKahlsen
DMoney, ReaverSe, wump	1.47	1	https://hanab.live/history/DMoney/ReaverSe/wump
DMoney, TimeHoodie, will.i.am	1.47	1	https://hanab.live/history/DMoney/TimeHoodie/will.i.am
DMoney, ejwu, scharkbite	1.47	1	https://hanab.live/history/DMoney/ejwu/scharkbite
DMoney, hakha3, MarkusKahlsen, robense	1.47	1	https://hanab.live/history/DMoney/hakha3/MarkusKahlsen/robense
DMoney, kopen, Romain672	1.47	1	https://hanab.live/history/DMoney/kopen/Romain672
DaBeast, Kyle, Sturm	1.47	1	https://hanab.live/history/DaBeast/Kyle/Sturm
DaBeast, Lanvin, MarkusKahlsen	1.47	1	https://hanab.live/history/DaBeast/Lanvin/MarkusKahlsen
DaBeast, ReaverSe, robense	1.47	1	https://hanab.live/history/DaBeast/ReaverSe/robense
DaBeast, ReaverSe, wshull, yuto	1.47	1	https://hanab.live/history/DaBeast/ReaverSe/wshull/yuto
DarthGandalf, Lalicorne57, maxupicchu, mystus	1.47	1	https://hanab.live/history/DarthGandalf/Lalicorne57/maxupicchu/mystus
DarthGandalf, MarkusKahlsen, will.i.am	1.47	1	https://hanab.live/history/DarthGandalf/MarkusKahlsen/will.i.am
DarthGandalf, ReaverSe, will.i.am	1.47	1	https://hanab.live/history/DarthGandalf/ReaverSe/will.i.am
DarthGandalf, dobi, elamate90, ReaverSe	1.47	1	https://hanab.live/history/DarthGandalf/dobi/elamate90/ReaverSe
DarthGandalf, indego, Lel0uch	1.47	1	https://hanab.live/history/DarthGandalf/indego/Lel0uch
DarthGandalf, kunyavskiy, nkkarpov	1.47	1	https://hanab.live/history/DarthGandalf/kunyavskiy/nkkarpov
DarthGandalf, mystus, ReaverSe	1.47	1	https://hanab.live/history/DarthGandalf/mystus/ReaverSe
DarthGandalf, mystus, newduke, Tailz	1.47	1	https://hanab.live/history/DarthGandalf/mystus/newduke/Tailz
Denchulitas, eliclax, hakha3, Lanvin	1.47	1	https://hanab.live/history/Denchulitas/eliclax/hakha3/Lanvin
Denchulitas, ricardodd, sephiroth	1.47	1	https://hanab.live/history/Denchulitas/ricardodd/sephiroth
Denchulitas, sephiroth, VerySloppyTwo	1.47	1	https://hanab.live/history/Denchulitas/sephiroth/VerySloppyTwo
Div, DMoney, nitawa	1.47	1	https://hanab.live/history/Div/DMoney/nitawa
Div, Floriman, lotem, sin_faith	1.47	1	https://hanab.live/history/Div/Floriman/lotem/sin_faith
Div, Lanvin, MangoPie, rahsosprout, torp, VerySloppyTwo	1.47	1	https://hanab.live/history/Div/Lanvin/MangoPie/rahsosprout/torp/VerySloppyTwo
Div, Lanvin, Sucubis	1.47	1	https://hanab.live/history/Div/Lanvin/Sucubis
Div, doctorabi, orucsoraihc	1.47	1	https://hanab.live/history/Div/doctorabi/orucsoraihc
Doge, jack67889, robense	1.47	1	https://hanab.live/history/Doge/jack67889/robense
Dr_Kakashi, Fireheart, Valetta6789	1.47	1	https://hanab.live/history/Dr_Kakashi/Fireheart/Valetta6789
Dr_Kakashi, Floriman, kimbifille, Kyle	1.47	2	https://hanab.live/history/Dr_Kakashi/Floriman/kimbifille/Kyle
Dr_Kakashi, Hunter, scharkbite	1.47	1	https://hanab.live/history/Dr_Kakashi/Hunter/scharkbite
Dr_Kakashi, IAMJEFF, Lanvin	1.47	1	https://hanab.live/history/Dr_Kakashi/IAMJEFF/Lanvin
Dr_Kakashi, IAMJEFF, kopen	1.47	1	https://hanab.live/history/Dr_Kakashi/IAMJEFF/kopen
Dr_Kakashi, IAMJEFF, wortel	1.47	1	https://hanab.live/history/Dr_Kakashi/IAMJEFF/wortel
Dr_Kakashi, Jake_Stiles, Livia, sin_faith	1.47	1	https://hanab.live/history/Dr_Kakashi/Jake_Stiles/Livia/sin_faith
Dr_Kakashi, James, Ptheven, Will	1.47	1	https://hanab.live/history/Dr_Kakashi/James/Ptheven/Will
Dr_Kakashi, Kyle, piper	1.47	1	https://hanab.live/history/Dr_Kakashi/Kyle/piper
Dr_Kakashi, Libster, Razgovor	1.47	1	https://hanab.live/history/Dr_Kakashi/Libster/Razgovor
Dr_Kakashi, MangoPie, TheDaniMan	1.47	1	https://hanab.live/history/Dr_Kakashi/MangoPie/TheDaniMan
Dr_Kakashi, efaust, sjdrodge	1.47	1	https://hanab.live/history/Dr_Kakashi/efaust/sjdrodge
Dr_Kakashi, joano580, newduke	1.47	1	https://hanab.live/history/Dr_Kakashi/joano580/newduke
Dr_Kakashi, kimbifille, piper	1.47	3	https://hanab.live/history/Dr_Kakashi/kimbifille/piper
Dr_Kakashi, micerang, Valetta6789	1.47	1	https://hanab.live/history/Dr_Kakashi/micerang/Valetta6789
Dr_Kakashi, piper, rs1	1.47	1	https://hanab.live/history/Dr_Kakashi/piper/rs1
Dr_Kakashi, scharkbite, TheDaniMan	1.47	1	https://hanab.live/history/Dr_Kakashi/scharkbite/TheDaniMan
Fafrd, FrozenStella, newduke, ReaverSe	1.47	1	https://hanab.live/history/Fafrd/FrozenStella/newduke/ReaverSe
Fafrd, griff77, Lel0uch	1.47	1	https://hanab.live/history/Fafrd/griff77/Lel0uch
FairyBoots, joano580, MKQ, mystus	1.47	1	https://hanab.live/history/FairyBoots/joano580/MKQ/mystus
FairyBoots, posij118, Ramanujan1729	1.47	1	https://hanab.live/history/FairyBoots/posij118/Ramanujan1729
Fedorov, melwen, Ntalakas, Takis	1.47	1	https://hanab.live/history/Fedorov/melwen/Ntalakas/Takis
Feich59, jeff10, ksfortson, wump	1.47	1	https://hanab.live/history/Feich59/jeff10/ksfortson/wump
Fey, JackFrost, XMIL	1.47	1	https://hanab.live/history/Fey/JackFrost/XMIL
Fey, Lel0uch, Sucubis, TimeHoodie	1.47	1	https://hanab.live/history/Fey/Lel0uch/Sucubis/TimeHoodie
Fey, jack67889, will.i.am	1.47	1	https://hanab.live/history/Fey/jack67889/will.i.am
Fey, kimbifille, kooolant	1.47	3	https://hanab.live/history/Fey/kimbifille/kooolant
Fey, kimbifille, piper, TimeHoodie	1.47	1	https://hanab.live/history/Fey/kimbifille/piper/TimeHoodie
Fey, robense, sin_faith	1.47	1	https://hanab.live/history/Fey/robense/sin_faith
Fey, sephiroth, Wittvector	1.47	1	https://hanab.live/history/Fey/sephiroth/Wittvector
Fireheart, Floriman, kodomazer, RaKXeR	1.47	1	https://hanab.live/history/Fireheart/Floriman/kodomazer/RaKXeR
Fireheart, Floriman, scharkbite, Valetta6789	1.47	1	https://hanab.live/history/Fireheart/Floriman/scharkbite/Valetta6789
Fireheart, IAMJEFF, James	1.47	1	https://hanab.live/history/Fireheart/IAMJEFF/James
Fireheart, IAMJEFF, micerang	1.47	2	https://hanab.live/history/Fireheart/IAMJEFF/micerang
Fireheart, Jake_Stiles, scharkbite	1.47	1	https://hanab.live/history/Fireheart/Jake_Stiles/scharkbite
Fireheart, Kyle, micerang, NoMercy	1.47	1	https://hanab.live/history/Fireheart/Kyle/micerang/NoMercy
Fireheart, Lanvin, XMIL	1.47	1	https://hanab.live/history/Fireheart/Lanvin/XMIL
Fireheart, kooolant, Kyle	1.47	1	https://hanab.live/history/Fireheart/kooolant/Kyle
Fireheart, kopen, Kyle, scharkbite	1.47	1	https://hanab.live/history/Fireheart/kopen/Kyle/scharkbite
Fireheart, kopen, Romain672	1.47	1	https://hanab.live/history/Fireheart/kopen/Romain672
Fireheart, kopen, micerang, scharkbite	1.47	1	https://hanab.live/history/Fireheart/kopen/micerang/scharkbite
Fireheart, sankala fan, scharkbite	1.47	1	https://hanab.live/history/Fireheart/sankala fan/scharkbite
Fireheart, sjdrodge, Valetta6789	1.47	1	https://hanab.live/history/Fireheart/sjdrodge/Valetta6789
Floriman, IAMJEFF, Livia	1.47	1	https://hanab.live/history/Floriman/IAMJEFF/Livia
Floriman, James, Kyle	1.47	1	https://hanab.live/history/Floriman/James/Kyle
Floriman, James, Valetta6789	1.47	1	https://hanab.live/history/Floriman/James/Valetta6789
Floriman, James, kimbifille	1.47	1	https://hanab.live/history/Floriman/James/kimbifille
Floriman, Kyle, Libster, sephiroth	1.47	1	https://hanab.live/history/Floriman/Kyle/Libster/sephiroth
Floriman, Kyle, Livia	1.47	1	https://hanab.live/history/Floriman/Kyle/Livia
Floriman, Kyle, Pablo-, will.i.am	1.47	1	https://hanab.live/history/Floriman/Kyle/Pablo-/will.i.am
Floriman, Kyle, timotree	1.47	1	https://hanab.live/history/Floriman/Kyle/timotree
Floriman, Libster, Livia	1.47	1	https://hanab.live/history/Floriman/Libster/Livia
Floriman, frosty104, swineherd, TheDaniMan	1.47	1	https://hanab.live/history/Floriman/frosty104/swineherd/TheDaniMan
Floriman, indego, TimeHoodie	1.47	1	https://hanab.live/history/Floriman/indego/TimeHoodie
Floriman, indego, kevincaseytdk1, superbipbip	1.47	1	https://hanab.live/history/Floriman/indego/kevincaseytdk1/superbipbip
Floriman, kappatosity, Kyle	1.47	1	https://hanab.live/history/Floriman/kappatosity/Kyle
Floriman, kimbifille, piper	1.47	1	https://hanab.live/history/Floriman/kimbifille/piper
Floriman, kimbifille, piper, Valetta6789	1.47	1	https://hanab.live/history/Floriman/kimbifille/piper/Valetta6789
Floriman, micerang, Razvogor	1.47	1	https://hanab.live/history/Floriman/micerang/Razvogor
Floriman, sephiroth, sin_faith, TimeHoodie	1.47	1	https://hanab.live/history/Floriman/sephiroth/sin_faith/TimeHoodie
FrozenStella, sinuni_hung, ssh8539	1.47	1	https://hanab.live/history/FrozenStella/sinuni_hung/ssh8539
HelanaAshryvr, IAMJEFF, pianoblook	1.47	1	https://hanab.live/history/HelanaAshryvr/IAMJEFF/pianoblook
HelanaAshryvr, Kyle, rz, Wittvector	1.47	1	https://hanab.live/history/HelanaAshryvr/Kyle/rz/Wittvector
HelanaAshryvr, Lanvin, MarkusKahlsen, Sucubis	1.47	1	https://hanab.live/history/HelanaAshryvr/Lanvin/MarkusKahlsen/Sucubis
HelanaAshryvr, Lanvin, TheDaniMan	1.47	1	https://hanab.live/history/HelanaAshryvr/Lanvin/TheDaniMan
HelanaAshryvr, Lel0uch, melwen, squirrel1988	1.47	1	https://hanab.live/history/HelanaAshryvr/Lel0uch/melwen/squirrel1988
HelanaAshryvr, MangoPie, scharkbite, TheDaniMan	1.47	1	https://hanab.live/history/HelanaAshryvr/MangoPie/scharkbite/TheDaniMan
HelanaAshryvr, ReaverSe, sin_faith, TheDaniMan	1.47	1	https://hanab.live/history/HelanaAshryvr/ReaverSe/sin_faith/TheDaniMan
HelanaAshryvr, Romain672, wump	1.47	1	https://hanab.live/history/HelanaAshryvr/Romain672/wump
HelanaAshryvr, Syrah, Wittvector	1.47	1	https://hanab.live/history/HelanaAshryvr/Syrah/Wittvector
HelanaAshryvr, indego, ReaverSe, TheDaniMan	1.47	1	https://hanab.live/history/HelanaAshryvr/indego/ReaverSe/TheDaniMan
HelanaAshryvr, joano580, MangoPie, wshull	1.47	1	https://hanab.live/history/HelanaAshryvr/joano580/MangoPie/wshull
HelanaAshryvr, joelw, newduke	1.47	1	https://hanab.live/history/HelanaAshryvr/joelw/newduke
