580462	0	loss
580444	0	loss
576494	0	loss
576475	0	loss
576461	0	loss
573389	0	loss
573379	0	loss
573368	0	loss
567258	0	loss
565529	0	loss
564587	0	win
564328	0	loss
564323	0	win
544552	0	loss
544505	0	win
544473	0	loss
543881	0	loss
543859	0	win
541092	0	loss
539460	0	loss
539413	0	loss
539394	0	loss
539378	0	loss
533784	0	win
533764	0	loss
533754	0	win
532827	0	loss
532800	0	loss
532794	0	loss
532791	0	win
528961	0	loss
519454	0	loss
519445	0	loss
519436	0	loss
517839	0	win
517819	0	loss
514008	0	win
513996	0	loss
513979	0	win
509363	0	loss
509356	0	loss
505559	0	loss
505440	0	win
504830	0	loss
504192	0	win
503695	0	loss
503135	0	win
503065	0	loss
502913	0	loss
502910	0	win
502909	0	loss
502461	0	win
502396	0	win
502345	0	loss
502316	0	win
501375	0	loss
501364	0	loss
501354	0	loss
501323	0	win
501306	0	loss
499256	0	win
499211	0	loss
499190	0	win
499156	0	win
498781	0	win
498706	0	win
496936	0	loss
496904	0	loss
496898	0	win
493177	0	loss
493165	0	loss
493136	0	loss
487657	0	loss
487628	0	loss
486271	0	loss
485618	0	loss
485604	0	loss
485597	0	win
485584	0	loss
484560	0	win
484506	0	loss
484467	0	win
483988	0	win
482316	0	loss
482303	0	loss
481866	0	win
481841	0	win
480225	0	win
479615	0	loss
479596	0	win
479563	0	loss
479547	0	loss
479533	0	loss
479152	0	loss
479142	0	loss
475185	0	loss
475153	0	loss
475087	0	loss
475027	0	loss
474828	0	win
474804	0	loss
474153	0	loss
474126	0	win
474054	0	win
473976	0	loss
473954	0	loss
469216	0	win
469150	0	loss
469118	0	loss
468091	0	loss
468067	0	loss
468034	0	loss
468012	0	loss
468003	0	loss
467995	0	loss
467991	0	loss
467092	0	win
466827	0	loss
466777	0	loss
466522	0	win
466503	0	win
466472	0	win
466438	0	win
466391	0	loss
465987	0	loss
465951	0	loss
465916	0	loss
465719	0	loss
465705	0	win
465688	0	loss
465679	0	loss
465671	0	loss
465123	0	win
464209	0	win
464195	0	loss
464172	0	loss
463177	0	win
463104	0	win
461975	0	win
461923	0	win
461172	0	loss
461154	0	win
460304	0	win
460245	0	win
460221	0	loss
460216	0	loss
460185	0	win
460176	0	loss
460159	0	loss
458115	0	loss
458068	0	loss
458043	0	loss
458027	0	loss
453425	0	loss
453393	0	win
451510	0	loss
451468	0	loss
451443	0	loss
446242	0	win
446154	0	win
445728	0	win
444659	0	loss
444594	0	loss
444567	0	loss
443291	0	loss
443261	0	loss
442972	0	loss
442949	0	loss
442936	0	loss
442900	0	win
442857	0	win
440073	0	win
439482	0	loss
439468	0	loss
439203	0	win
439180	0	loss
439165	0	win
438623	0	loss
438229	0	win
438180	0	win
438159	0	loss
437078	0	loss
437033	0	loss
437001	0	loss
435753	0	loss
435727	0	loss
434863	0	loss
434854	0	loss
434835	0	loss
431139	0	win
430348	0	loss
430267	0	loss
427404	0	loss
427352	0	win
427305	0	loss
427272	0	loss
427243	0	loss
427214	0	loss
427166	0	loss
425655	0	loss
422661	0	loss
422641	0	loss
420268	0	loss
420244	0	win
419413	0	loss
419328	0	loss
419290	0	loss
419246	0	win
419189	0	win
419171	0	loss
418043	0	loss
418006	0	loss
417989	0	loss
417612	0	win
416446	0	loss
415504	0	win
415492	0	loss
415485	0	win
414824	0	loss
414750	0	loss
414711	0	loss
414588	0	loss
413090	0	win
413062	0	win
413015	0	win
412077	0	loss
411998	0	loss
411915	0	loss
411874	0	loss
411861	0	loss
411606	0	win
411553	0	loss
411512	0	win
410586	0	loss
410566	0	loss
410152	0	loss
410132	0	loss
410110	0	loss
410057	0	loss
409743	0	win
409716	0	loss
409070	0	loss
409041	0	loss
409024	0	loss
408987	0	loss
405276	0	loss
405259	0	loss
405203	0	loss
404664	0	loss
404604	0	loss
404575	0	loss
404229	0	loss
404183	0	loss
403648	0	loss
403612	0	win
401454	0	loss
401423	0	loss
401414	0	loss
401220	0	loss
400597	0	loss
398117	0	loss
398096	0	loss
398081	0	loss
398058	0	loss
397805	0	loss
394962	0	loss
394932	0	loss
394909	0	loss
394881	0	loss
392157	0	win
392028	0	loss
391995	0	loss
391980	0	loss
391951	0	win
391039	0	loss
391007	0	loss
390977	0	loss
390946	0	loss
389375	0	win
389360	0	win
389351	0	loss
389349	0	loss
387453	0	loss
387395	0	win
387366	0	loss
387348	0	loss
387327	0	win
386292	0	loss
386260	0	win
386234	0	loss
385490	0	win
385460	0	win
385439	0	loss
385426	0	loss
384167	0	win
384132	0	win
380755	0	loss
380727	0	loss
380705	0	loss
380685	0	loss
379605	0	win
379586	0	win
379546	0	loss
379487	0	loss
379439	0	win
378881	0	loss
378870	0	loss
378861	0	loss
378856	0	loss
378189	0	loss
378187	0	loss
378180	0	loss
374152	0	win
371498	0	loss
371453	0	loss
371412	0	loss
367594	0	loss
367576	0	loss
367556	0	loss
367315	0	win
367288	0	loss
364013	0	win
363001	0	loss
361605	0	loss
361589	0	win
359457	0	loss
359425	0	loss
359396	0	win
359367	0	loss
359245	0	win
359190	0	loss
359074	0	loss
359061	0	win
351866	0	loss
351853	0	loss
351819	0	win
351814	0	loss
342101	0	loss
342093	0	loss
342079	0	loss
342052	0	win
341405	0	loss
341387	0	loss
341369	0	loss
341352	0	loss
341345	0	loss
341328	0	loss
341315	0	loss
341303	0	loss
341288	0	loss
338697	0	loss
338313	0	win
338302	0	loss
337523	0	win
337513	0	loss
332108	0	loss
332100	0	loss
332090	0	loss
332085	0	loss
331268	0	loss
331248	0	win
331240	0	loss
331234	0	loss
331231	0	loss
330579	0	loss
329910	0	win
329892	0	loss
328720	0	loss
328480	0	loss
328456	0	loss
328450	0	loss
328441	0	loss
328421	0	loss
328405	0	loss
327383	0	loss
327378	0	loss
327368	0	loss
327362	0	loss
327357	0	loss
326835	0	loss
326826	0	loss
326812	0	win
326193	0	loss
326146	0	loss
326136	0	loss
324772	0	loss
324745	0	loss
324476	0	win
324465	0	loss
324447	0	win
324048	0	loss
323839	0	loss
323801	0	loss
323784	0	loss
319067	0	loss
319058	0	loss
319052	0	loss
318459	0	loss
318445	0	loss
318435	0	loss
318427	0	loss
318392	0	loss
318386	0	loss
318194	0	loss
317840	0	loss
316750	0	loss
316740	0	loss
316733	0	loss
314504	0	loss
314493	0	loss
314485	0	loss
314473	0	win
314458	0	loss
311278	0	loss
311257	0	loss
311251	0	loss
311245	0	loss
310094	0	loss
310088	0	loss
310075	0	loss
310066	0	loss
310054	0	loss
310043	0	loss
310033	0	loss
310024	0	loss
310019	0	loss
309103	0	win
309090	0	loss
306314	0	win
303412	0	win
303406	0	loss
303402	0	loss
297474	0	win
294386	0	loss
294373	0	loss
294362	0	loss
294351	0	loss
294344	0	loss
294309	0	loss
294290	0	loss
294282	0	loss
294263	0	loss
294248	0	loss
293912	0	loss
293605	0	loss
293593	0	loss
292641	0	loss
292624	0	win
292613	0	loss
291795	0	loss
291781	0	win
291769	0	loss
291505	0	win
291436	0	loss
291414	0	loss
291384	0	loss
290808	0	win
290789	0	loss
290160	0	loss
290122	0	loss
290094	0	loss
290079	0	loss
289904	0	loss
289896	0	loss
289889	0	loss
289886	0	loss
289883	0	win
289880	0	loss
288006	0	loss
287789	0	loss
287756	0	loss
287713	0	loss
287683	0	loss
287651	0	win
287354	0	loss
287331	0	loss
287307	0	win
287292	0	loss
287280	0	loss
287269	0	loss
287258	0	loss
286785	0	win
286762	0	loss
279675	0	loss
279634	0	loss
275788	0	loss
275785	0	loss
275434	0	loss
275413	0	loss
275388	0	loss
275369	0	loss
275362	0	loss
275356	0	loss
275354	0	loss
275348	0	loss
275314	0	loss
275295	0	loss
274330	0	loss
274318	0	win
274310	0	loss
274296	0	loss
274224	0	loss
274219	0	win
274216	0	loss
273950	0	loss
273933	0	loss
273924	0	loss
273904	0	loss
273877	0	loss
273568	0	win
271650	0	loss
271469	0	loss
271391	0	loss
271331	0	loss
271292	0	loss
271222	0	loss
271194	0	loss
271177	0	loss
271147	0	loss
271133	0	win
271101	0	loss
271089	0	loss
271082	0	loss
270813	0	loss
270801	0	win
269424	0	win
269385	0	win
269364	0	loss
269346	0	loss
269331	0	loss
267308	0	loss
267285	0	loss
267272	0	loss
266806	0	win
266784	0	loss
266772	0	loss
266487	0	win
265543	0	loss
265473	0	win
265429	0	win
264891	0	loss
264848	0	loss
264646	0	loss
264613	0	loss
264579	0	loss
264561	0	loss
264535	0	win
264457	0	loss
264411	0	loss
264378	0	loss
263763	0	loss
263711	0	loss
260954	0	loss
260914	0	win
258579	0	loss
258546	0	loss
257184	0	win
257177	0	loss
257171	0	win
257159	0	loss
256490	0	win
256462	0	loss
256456	0	loss
256442	0	win
253460	0	loss
253413	0	loss
253333	0	loss
252121	0	loss
251237	0	loss
250788	0	loss
250782	0	loss
250776	0	loss
250254	0	loss
248863	0	loss
248791	0	loss
248766	0	loss
248738	0	loss
248391	0	loss
247882	0	win
247869	0	loss
247799	0	loss
247463	0	loss
247442	0	win
246231	0	loss
246216	0	loss
246206	0	loss
244231	0	win
244029	0	loss
244006	0	loss
243267	0	loss
242182	0	win
242153	0	loss
241683	0	loss
241647	0	win
241272	0	loss
240929	0	win
240902	0	win
240632	0	loss
239964	0	loss
239938	0	loss
239907	0	loss
237980	0	win
237912	0	win
235236	0	win
235219	0	win
235211	0	loss
234575	0	loss
234555	0	loss
234531	0	loss
234495	0	loss
234488	0	loss
232691	0	win
231999	0	loss
230674	0	loss
230599	0	win
229869	0	loss
229826	0	win
229809	0	loss
229796	0	loss
224538	0	loss
224513	0	loss
224498	0	loss
208404	0	loss
208360	0	loss
202019	0	win
198470	0	loss
194440	0	loss
194380	0	loss
194352	0	loss
194331	0	loss
192730	0	loss
190533	0	loss
190517	0	loss
189880	0	win
189215	0	loss
189183	0	loss
188315	0	loss
188242	0	loss
187920	0	loss
187870	0	loss
187859	0	loss
187218	0	win
182667	0	loss
180744	0	win
180610	0	win
178696	0	loss
178574	0	loss
177472	0	win
177327	0	win
177239	0	loss
176086	0	win
175984	0	win
174573	0	loss
174558	0	loss
170588	0	win
167770	0	loss
167649	0	loss
166392	0	loss
166304	0	loss
165806	0	loss
165054	0	win
164929	0	loss
164854	0	loss
163815	0	loss
162777	0	loss
162259	0	loss
161963	0	win
158670	0	loss
158641	0	loss
158622	0	loss
158601	0	win
157589	0	loss
157538	0	loss
157502	0	loss
157431	0	loss
157226	0	loss
155013	0	loss
154995	0	loss
153642	0	loss
153584	0	loss
151950	0	loss
151928	0	loss
149492	0	loss
149432	0	loss
149398	0	loss
149347	0	loss
149240	0	win
149147	0	loss
147518	0	win
147408	0	loss
147084	0	loss
147044	0	loss
146993	0	loss
145707	0	loss
145640	0	loss
145597	0	loss
145580	0	loss
145543	0	loss
145521	0	loss
145487	0	loss
144374	0	loss
144298	0	loss
144046	0	loss
144033	0	loss
143018	0	win
142243	0	loss
142203	0	loss
142192	0	loss
142189	0	loss
141539	0	loss
141446	0	loss
141400	0	loss
140412	0	loss
140346	0	win
140237	0	win
140188	0	loss
138741	0	loss
138296	0	loss
138250	0	loss
138214	0	loss
138159	0	loss
137788	0	loss
137122	0	loss
137085	0	loss
137008	0	loss
136611	0	loss
136536	0	loss
136455	0	loss
136393	0	loss
136374	0	loss
136133	0	loss
136048	0	loss
135982	0	loss
135962	0	loss
134903	0	loss
131055	0	loss
131051	0	loss
130633	0	win
126529	0	loss
