2018	1	1
2018	2	35
2018	3	237
2018	4	968
2018	5	177
2018	6	362
2018	7	336
2018	8	265
2018	9	246
2018	10	202
2018	11	237
2018	12	440
2019	1	447
2019	2	851
2019	3	3299
2019	4	3176
2019	5	2741
2019	6	325
2019	7	761
2019	8	197
2019	9	422
2019	10	422
2019	11	915
2019	12	2049
2020	1	104
2020	2	3049
2020	3	4099
2020	4	728
2020	5	955
2020	6	2080
2020	7	4681
2020	8	3019
2020	9	2736
2020	10	1249
2020	11	2382
2020	12	2847
2021	1	2052
2021	2	3012
2021	3	3898
2021	4	3362
2021	5	2344
2021	6	11234
2021	7	821
