Game id	Player count	Number of clues
477960	2	14
496568	2	14
479439	2	14
448923	2	14
428839	2	14
480072	2	14
413847	2	14
413643	2	14
407298	2	14
501715	2	14
501947	2	14
529065	2	14
517836	2	14
517777	2	14
578764	2	14
500961	2	14
73463	2	13
73453	2	13
427881	2	13
98523	2	13
429287	2	13
131588	2	13
79794	2	13
74356	2	13
315969	2	13
63919	2	13
347888	2	13
90702	2	13
79571	2	13
316563	2	13
211818	2	13
451098	2	13
455687	2	13
475956	2	13
429158	2	13
418814	2	13
418654	2	13
417890	2	13
407166	2	13
343330	2	13
476094	2	13
444222	2	13
427623	2	13
407367	2	13
56507	2	13
490361	2	13
490356	2	13
533102	2	13
513934	2	13
545480	2	13
521145	2	13
521995	2	13
413733	2	12
56249	2	12
76504	2	12
429094	2	12
162060	2	12
521172	2	12
114115	2	12
521282	2	12
554192	2	12
554362	2	12
79775	2	12
79709	2	12
74506	2	12
70691	2	12
526187	2	12
69321	2	12
67678	2	12
62045	2	12
57428	2	12
433489	2	12
86371	2	12
280376	2	12
455659	2	12
448938	2	12
448931	2	12
412729	2	12
89536	2	12
499723	2	12
499720	2	12
453449	2	12
407303	2	12
517814	2	12
517044	2	12
521123	2	12
554371	2	12
554443	2	12
332059	2	11
57449	2	11
56252	2	11
87978	2	11
429110	2	11
429278	2	11
307009	2	11
521096	2	11
163493	2	11
521366	2	11
77092	2	11
76470	2	11
311811	2	11
63350	2	11
63023	2	11
60942	2	11
349703	2	11
353825	2	11
352460	2	11
103666	2	11
196687	2	11
96221	2	11
448970	2	11
479387	2	11
458002	2	11
311320	2	11
499739	2	11
477047	2	11
413650	2	11
350796	2	11
60964	2	11
538328	2	11
538380	2	11
515740	2	11
546487	2	11
542750	2	11
416856	2	10
517874	2	10
98526	2	10
329998	2	10
296691	2	10
160206	2	10
131573	2	10
311808	2	10
61621	2	10
62078	2	10
62070	2	10
59118	2	10
59101	2	10
347904	2	10
105803	2	10
451028	2	10
448955	2	10
429267	2	10
428857	2	10
407173	2	10
485477	2	10
480078	2	10
444300	2	10
427660	2	10
427628	2	10
407316	2	10
56511	2	10
56053	2	10
501727	2	10
517061	2	10
502841	2	10
556850	2	10
554536	2	10
554391	2	10
554463	2	10
554211	2	10
523086	2	10
52239	2	9
517030	2	9
300927	2	9
90878	2	9
61098	2	9
59116	2	9
332078	2	9
103571	2	9
450083	2	9
479457	2	9
499727	2	9
427663	2	9
407325	2	9
350834	2	9
517013	2	9
521334	2	9
575837	2	9
575747	2	9
571311	2	9
557146	2	9
557116	2	9
554296	2	9
554248	2	9
554159	2	9
571239	2	9
428862	2	8
330006	2	8
300932	2	8
105807	2	8
412734	2	8
450103	2	8
450097	2	8
412713	2	8
499730	2	8
485427	2	8
477137	2	8
450141	2	8
444306	2	8
444304	2	8
444299	2	8
554142	2	8
571296	2	8
571286	2	8
571284	2	8
557152	2	8
557115	2	8
556884	2	8
556828	2	8
557199	2	8
554230	2	8
554217	2	8
554212	2	8
554179	2	8
554173	2	8
554166	2	8
554164	2	8
554146	2	8
571243	2	8
554190	2	7
556864	2	7
311324	2	7
103618	2	7
86112	2	7
360754	2	7
402436	2	7
557211	2	7
444322	2	7
446892	2	7
57304	2	7
496588	2	7
477947	2	7
450091	2	7
433519	2	7
428828	2	7
499729	2	7
450204	2	7
450136	2	7
450113	2	7
444315	2	7
533137	2	7
571251	2	7
571310	2	7
571295	2	7
571268	2	7
557137	2	7
556873	2	7
556869	2	7
556830	2	7
554327	2	7
554302	2	7
554293	2	7
554288	2	7
554274	2	7
557176	2	7
557081	2	7
557078	2	7
557049	2	7
554221	2	7
571248	2	7
162043	2	6
160207	2	6
62075	2	6
444320	2	6
429125	2	6
450255	2	6
528771	2	6
571266	2	6
557087	2	6
557067	2	6
554229	2	6
