Game id	Player count	Number of clues
367952	2	27
561858	2	21
428848	2	20
498857	2	20
565248	2	20
71064	2	19
79527	2	19
210883	2	19
457968	2	19
499738	2	19
498792	2	19
552941	2	19
552594	2	19
414904	2	18
252980	2	18
79488	2	18
428851	2	18
517070	2	18
561745	2	18
561738	2	18
554731	2	18
553072	2	18
561450	2	18
77320	2	17
252988	2	17
252991	2	17
554469	2	17
73714	2	17
69323	2	17
63946	2	17
61605	2	17
96210	2	17
434622	2	17
469443	2	17
427826	2	17
412606	2	17
363976	2	17
56509	2	17
561954	2	17
552565	2	17
561465	2	17
557301	2	17
528998	2	17
66687	2	16
427687	2	16
329944	2	16
306974	2	16
114312	2	16
207364	2	16
77926	2	16
73720	2	16
317344	2	16
433496	2	16
350861	2	16
86688	2	16
64983	2	16
316701	2	16
280386	2	16
407347	2	16
435907	2	16
418674	2	16
407241	2	16
369021	2	16
498735	2	16
480084	2	16
455653	2	16
414801	2	16
538353	2	16
529590	2	16
517050	2	16
505213	2	16
561657	2	16
561483	2	16
576593	2	16
561872	2	16
561620	2	16
554506	2	16
554872	2	16
554811	2	16
552873	2	16
552586	2	16
565263	2	16
561462	2	16
557354	2	16
557343	2	16
416660	2	15
429274	2	15
161965	2	15
521272	2	15
83695	2	15
76341	2	15
74064	2	15
71473	2	15
66794	2	15
315988	2	15
523069	2	15
433485	2	15
58965	2	15
352471	2	15
196704	2	15
56234	2	15
449205	2	15
474797	2	15
479379	2	15
449170	2	15
427690	2	15
185296	2	15
476197	2	15
418933	2	15
418883	2	15
418849	2	15
416711	2	15
416696	2	15
490369	2	15
490330	2	15
538332	2	15
517865	2	15
562044	2	15
554479	2	15
552655	2	15
552544	2	15
413723	2	14
516986	2	14
62817	2	14
67542	2	14
329955	2	14
307043	2	14
300914	2	14
160200	2	14
129176	2	14
521258	2	14
84461	2	14
83793	2	14
79789	2	14
79713	2	14
76393	2	14
71464	2	14
315174	2	14
311790	2	14
315922	2	14
61680	2	14
54436	2	14
50970	2	14
332051	2	14
90696	2	14
86686	2	14
81678	2	14
280348	2	14
462569	2	14
