Game id	Player count	Number of clues
52668	4	11
72891	4	10
203984	4	9
72040	4	9
64644	4	9
58382	4	9
46256	4	8
74307	4	8
94324	4	8
125704	4	8
128637	4	8
129458	4	8
172882	4	8
199794	4	8
171708	4	8
74975	4	8
254720	4	8
570477	4	8
578032	4	8
268323	4	7
51264	4	7
174463	4	7
31638	4	7
84205	4	7
51035	4	7
46556	4	7
302163	4	7
65837	4	7
48305	4	7
259478	4	7
208872	4	7
72800	4	7
51362	4	7
48170	4	7
321135	4	7
323996	4	7
531476	4	7
586378	4	7
51075	4	6
548521	4	6
197895	4	6
46597	4	6
275213	4	6
301819	4	6
82735	4	6
65265	4	6
196830	4	6
72014	4	6
63578	4	6
538242	4	6
279569	4	5
275347	4	5
204158	4	5
152629	4	5
66520	4	5
61195	4	5
31859	4	5
227082	4	5
83467	4	5
329050	4	5
196258	4	4
34149	4	4
71991	4	4
63459	4	3
