Game id	Player count	Number of clues
73496	3	13
151717	3	12
264107	3	12
279937	3	12
73466	3	12
35058	3	11
99921	3	11
261008	3	11
64023	3	11
57747	3	11
243870	3	11
182531	3	11
168617	3	11
50637	3	10
85985	3	10
244900	3	10
33444	3	10
310397	3	10
178817	3	10
85967	3	10
60507	3	10
246720	3	10
208855	3	10
65307	3	10
64529	3	9
84208	3	9
94232	3	9
99317	3	9
287904	3	9
257394	3	9
245783	3	9
161772	3	9
83157	3	9
82720	3	9
73768	3	9
65707	3	9
49980	3	9
49417	3	9
31298	3	9
323958	3	9
259693	3	9
254044	3	9
97668	3	9
92569	3	9
74906	3	9
49755	3	9
46264	3	8
51208	3	8
99474	3	8
99851	3	8
145523	3	8
173057	3	8
176549	3	8
184821	3	8
181926	3	8
203755	3	8
218862	3	8
49062	3	8
279709	3	8
289814	3	8
281431	3	8
299096	3	8
278938	3	8
198961	3	8
95012	3	8
65280	3	8
57482	3	8
265148	3	8
88480	3	8
48185	3	8
570149	3	8
436463	3	8
47485	3	7
229419	3	7
247254	3	7
249420	3	7
264575	3	7
286627	3	7
300356	3	7
82681	3	7
288709	3	7
189174	3	7
73484	3	7
61108	3	7
57074	3	7
49428	3	7
34362	3	7
222432	3	7
98860	3	7
83646	3	7
66529	3	7
63537	3	7
50183	3	7
49751	3	7
46250	3	7
339453	3	7
570175	3	7
580905	3	7
198402	3	6
218278	3	6
34967	3	6
126918	3	6
73470	3	6
72913	3	6
63468	3	6
61206	3	6
60339	3	6
60302	3	6
151341	3	6
63480	3	6
51623	3	6
452545	3	6
52734	3	5
51699	3	5
276819	3	5
59841	3	5
57744	3	5
322809	3	5
78065	3	5
139825	3	4
82367	3	4
60295	3	4
