Game id	Player count	Number of clues
591120	2	21
573320	2	20
508693	2	20
571441	2	19
545486	2	19
537724	2	19
508756	2	19
540055	2	19
551181	2	19
562441	2	19
592107	2	18
582876	2	18
544715	2	18
519391	2	18
470324	2	18
517094	2	17
586861	2	17
581890	2	17
573300	2	17
475965	2	17
491129	2	17
536396	2	17
537679	2	17
528615	2	17
536478	2	17
525950	2	17
550325	2	17
571509	2	17
575703	2	17
584166	2	17
567559	2	16
579277	2	16
567502	2	16
555686	2	16
545395	2	16
540032	2	16
502895	2	16
505229	2	16
533202	2	16
532673	2	16
521249	2	16
516971	2	16
540346	2	16
513888	2	16
531636	2	16
380853	2	16
566767	2	16
581113	2	16
548268	2	16
486659	2	16
515763	2	15
589838	2	15
589673	2	15
582943	2	15
579297	2	15
568134	2	15
562517	2	15
558434	2	15
496604	2	15
533046	2	15
512590	2	15
526173	2	15
538368	2	15
541738	2	15
542222	2	15
545511	2	15
490262	2	15
549011	2	15
551298	2	15
552633	2	15
565181	2	15
572143	2	15
583505	2	15
585225	2	15
537021	2	15
497706	2	15
541940	2	15
496635	2	15
488860	2	15
588213	2	15
548286	2	14
501248	2	14
521860	2	14
363529	2	14
524223	2	14
584554	2	14
584594	2	14
525397	2	14
577012	2	14
576368	2	14
574638	2	14
572496	2	14
571464	2	14
570878	2	14
570120	2	14
570134	2	14
568247	2	14
568138	2	14
564472	2	14
563069	2	14
470283	2	14
527174	2	14
546287	2	14
485932	2	14
538335	2	14
533239	2	14
525144	2	14
524901	2	14
530035	2	14
522999	2	14
535638	2	14
538426	2	14
514808	2	14
541473	2	14
551190	2	14
560376	2	14
566014	2	14
572653	2	14
573776	2	14
577520	2	14
578079	2	14
569094	2	14
566930	2	14
556301	2	14
535544	2	14
516699	2	14
546266	2	13
376232	2	13
589852	2	13
589687	2	13
587330	2	13
585341	2	13
581636	2	13
577060	2	13
576401	2	13
575479	2	13
568787	2	13
555683	2	13
554998	2	13
489603	2	13
476051	2	13
475991	2	13
499848	2	13
502312	2	13
507756	2	13
508776	2	13
520355	2	13
536405	2	13
518753	2	13
540962	2	13
373211	2	13
543766	2	13
511435	2	13
545579	2	13
546347	2	13
546659	2	13
505219	2	13
558087	2	13
567568	2	13
571323	2	13
571489	2	13
579800	2	13
586059	2	13
588243	2	13
512432	2	13
373341	2	12
590930	2	12
587387	2	12
584547	2	12
584174	2	12
558386	2	12
582927	2	12
581844	2	12
579223	2	12
576361	2	12
573311	2	12
572490	2	12
568773	2	12
566738	2	12
564983	2	12
566193	2	12
471380	2	12
493256	2	12
543070	2	12
500136	2	12
500984	2	12
537778	2	12
537705	2	12
533742	2	12
528773	2	12
525418	2	12
525332	2	12
536800	2	12
537789	2	12
541127	2	12
507770	2	12
500812	2	12
495590	2	12
495276	2	12
478615	2	12
560311	2	12
566069	2	12
568891	2	12
570963	2	12
572065	2	12
579288	2	12
582425	2	12
583623	2	12
555724	2	12
547689	2	12
527706	2	12
592271	2	12
521193	2	11
520400	2	11
411726	2	11
587407	2	11
586798	2	11
583586	2	11
579245	2	11
579275	2	11
576675	2	11
570956	2	11
570231	2	11
570221	2	11
564935	2	11
566033	2	11
465022	2	11
557933	2	11
555810	2	11
543047	2	11
540013	2	11
538414	2	11
489656	2	11
493345	2	11
493005	2	11
491343	2	11
532676	2	11
531071	2	11
519534	2	11
536117	2	11
516100	2	11
508607	2	11
502834	2	11
492070	2	11
470339	2	11
553076	2	11
553459	2	11
559243	2	11
577123	2	11
577390	2	11
579348	2	11
581899	2	11
547756	2	11
550245	2	11
549858	2	11
497191	2	11
557406	2	11
488901	2	11
562450	2	11
526039	2	10
586866	2	10
586010	2	10
441167	2	10
578440	2	10
562393	2	10
558440	2	10
557959	2	10
556896	2	10
554794	2	10
475971	2	10
499828	2	10
535525	2	10
513502	2	10
527716	2	10
529643	2	10
522243	2	10
538390	2	10
517023	2	10
458798	2	10
387555	2	10
565341	2	10
572593	2	10
588150	2	10
575740	2	10
566110	2	10
557295	2	10
589855	2	9
586871	2	9
584544	2	9
573305	2	9
570215	2	9
567694	2	9
564413	2	9
555013	2	9
475383	2	9
475921	2	9
488929	2	9
537651	2	9
532685	2	9
529597	2	9
525044	2	9
524437	2	9
522058	2	9
535817	2	9
537749	2	9
517821	2	9
517783	2	9
517676	2	9
513020	2	9
511799	2	9
547367	2	9
555241	2	9
384929	2	9
566020	2	9
570969	2	9
516729	2	9
566002	2	8
524422	2	8
583754	2	8
582914	2	8
570226	2	8
564979	2	8
564183	2	8
562037	2	8
555978	2	8
555816	2	8
481345	2	8
527732	2	8
526875	2	8
532612	2	8
533152	2	8
533631	2	8
539284	2	8
513865	2	8
512543	2	8
547230	2	8
564122	2	8
589307	2	8
487326	2	8
509297	2	8
591543	2	8
512438	2	8
497189	2	8
547290	2	8
568100	2	7
522063	2	7
576996	2	7
570228	2	7
567704	2	7
561987	2	7
554110	2	7
476005	2	7
485412	2	7
540308	2	7
485547	2	7
512144	2	7
521226	2	7
503174	2	7
458848	2	7
558377	2	7
558400	2	7
564438	2	7
552684	2	7
547710	2	7
536124	2	7
476243	2	6
476011	2	6
548426	2	6
560553	2	6
564214	2	6
569088	2	6
552534	2	6
550249	2	6
572014	2	5
