Game id	Player count	Number of clues
514414	3	16
582825	3	15
452038	3	13
397754	3	13
415083	3	12
415552	3	12
585203	3	12
482565	3	12
417652	3	12
526962	3	12
583138	3	12
583798	3	12
509293	3	12
587360	3	12
518687	3	11
400346	3	11
393624	3	11
581773	3	11
472824	3	11
554114	3	11
480515	3	11
527110	3	11
568909	3	11
576556	3	11
576640	3	11
586647	3	11
565988	3	11
474020	3	11
441934	3	11
527002	3	11
369093	3	10
370125	3	10
589242	3	10
580245	3	10
457685	3	10
568798	3	10
522391	3	10
551382	3	10
475768	3	10
551315	3	10
442631	3	10
427636	3	10
405812	3	10
402422	3	10
577660	3	10
586933	3	10
589677	3	10
591207	3	10
555762	3	9
472339	3	9
418888	3	9
433844	3	9
382157	3	9
582250	3	9
470734	3	9
457517	3	9
478462	3	9
500822	3	9
503400	3	9
535927	3	9
518016	3	9
512324	3	9
543670	3	9
464037	3	9
458033	3	9
566867	3	9
580291	3	9
583635	3	9
588258	3	9
562408	3	9
483767	3	9
369183	3	8
385260	3	8
588995	3	8
406548	3	8
412884	3	8
442221	3	8
525429	3	8
467421	3	8
555699	3	8
545464	3	8
543586	3	8
442428	3	8
535612	3	8
509449	3	8
539252	3	8
515162	3	8
458793	3	8
553320	3	8
568348	3	8
580434	3	8
586108	3	8
587647	3	8
516750	3	7
582243	3	7
449496	3	7
527241	3	7
545448	3	7
403709	3	7
546375	3	7
495106	3	7
561340	3	7
402217	3	7
584276	3	7
543606	3	7
592234	3	7
522973	3	6
370117	3	6
525163	3	6
559803	3	6
525043	3	6
580388	3	6
587363	3	6
586161	3	6
590586	3	5
538542	3	5
442491	3	5
586157	3	5
587337	3	5
586176	3	4
